Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Other Pets in Household,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F)
Beagle,Small,Male,4.0,66.0,Neutered,Low,3.0,Yes,No,14.0,1.0,Very Active,1.0,52.0
Poodle,Small,Male,6.0,81.0,Spayed,Low,2.0,Yes,No,14.0,1.0,Very Active,4.0,71.0
Dachshund,Small,Male,11.0,52.0,Neutered,Active,3.0,No,No,12.0,4.0,Active,3.0,63.0
Dachshund,Small,Female,10.0,49.0,Neutered,Moderate,4.0,Yes,No,11.0,1.0,Very Active,1.0,54.0
Dachshund,Small,Female,6.0,53.0,Neutered,Very Active,3.0,No,No,12.0,1.0,Active,2.0,63.0
Yorkshire Terrier,Small,Male,2.0,36.0,Neutered,Active,4.0,Yes,No,11.0,1.0,Low,3.0,69.0
Dachshund,Small,Female,4.0,63.0,Neutered,Moderate,0.0,No,No,11.0,1.0,Active,0.0,68.0
Dachshund,Small,Male,8.0,62.0,Spayed,Low,3.0,No,No,12.0,2.0,Very Active,0.0,59.0
Chihuahua,Small,Male,12.0,50.0,Neutered,Active,1.0,No,No,12.0,0.0,Moderate,4.0,77.0
Beagle,Small,Female,6.0,55.0,Spayed,Active,5.0,Yes,No,10.0,1.0,Very Active,1.0,64.0
Chihuahua,Small,Male,5.0,40.0,Spayed,Active,3.0,No,No,12.0,1.0,Very Active,1.0,73.0
Poodle,Small,Female,12.0,49.0,Spayed,Moderate,2.0,Yes,No,10.0,0.0,Low,3.0,76.0
Chihuahua,Small,Female,7.0,45.0,Spayed,Low,2.0,No,No,10.0,2.0,Low,0.0,67.0
Poodle,Small,Male,8.0,32.0,Spayed,Low,0.0,Yes,No,10.0,2.0,Low,3.0,73.0
Chihuahua,Small,Male,12.0,40.0,Spayed,Very Active,3.0,No,No,11.0,2.0,Very Active,4.0,55.0
Beagle,Small,Male,8.0,56.0,Neutered,Moderate,4.0,Yes,No,11.0,1.0,Moderate,1.0,79.0
Beagle,Small,Female,4.0,58.0,Neutered,Moderate,3.0,No,No,12.0,1.0,Active,0.0,53.0
Poodle,Small,Male,2.0,40.0,Spayed,Moderate,0.0,No,No,9.0,2.0,Very Active,1.0,72.0
Dachshund,Small,Male,6.0,28.0,Neutered,Active,3.0,Yes,No,10.0,2.0,Low,0.0,56.0
Beagle,Small,Female,10.0,39.0,Neutered,Low,2.0,No,No,14.0,1.0,Active,1.0,72.0
Poodle,Small,Female,5.0,63.0,Spayed,Active,3.0,Yes,No,9.0,1.0,Very Active,1.0,35.0
Yorkshire Terrier,Small,Male,13.0,66.0,Spayed,Very Active,6.0,No,No,12.0,2.0,Very Active,0.0,50.0
Australian Shepherd,Small,Male,12.0,32.0,Spayed,Very Active,5.0,Yes,No,11.0,3.0,Low,3.0,77.0
Beagle,Small,Male,13.0,38.0,Spayed,Active,3.0,No,No,9.0,1.0,Active,2.0,70.0
Poodle,Small,Male,3.0,51.0,Spayed,Very Active,3.0,Yes,No,12.0,3.0,Moderate,3.0,42.0
Poodle,Small,Male,10.0,34.0,Spayed,Active,4.0,No,No,12.0,1.0,Very Active,1.0,87.0
Dachshund,Small,Female,3.0,43.0,Neutered,Moderate,4.0,Yes,No,11.0,2.0,Moderate,1.0,56.0
Yorkshire Terrier,Small,Male,9.0,34.0,Spayed,Low,0.0,No,No,12.0,2.0,Very Active,2.0,79.0
Poodle,Small,Female,4.0,22.0,Neutered,Active,5.0,No,No,11.0,1.0,Very Active,1.0,49.0
Beagle,Small,Male,2.0,49.0,Spayed,Active,3.0,Yes,No,12.0,1.0,Very Active,3.0,49.0
Yorkshire Terrier,Small,Female,2.0,57.0,Spayed,Active,3.0,Yes,No,11.0,3.0,Very Active,1.0,64.0
Poodle,Small,Male,6.0,49.0,Spayed,Active,2.0,Yes,No,12.0,2.0,Low,3.0,64.0
Beagle,Small,Male,4.0,73.0,Spayed,Very Active,5.0,Yes,No,13.0,2.0,Very Active,2.0,100.0
Australian Shepherd,Small,Female,3.0,60.0,Spayed,Low,3.0,No,No,13.0,2.0,Very Active,1.0,74.0
Dachshund,Small,Female,8.0,78.0,Spayed,Low,3.0,Yes,No,10.0,1.0,Moderate,1.0,59.0
Dachshund,Small,Male,2.0,43.0,Spayed,Very Active,3.0,Yes,No,12.0,2.0,Moderate,1.0,77.0
Yorkshire Terrier,Small,Female,6.0,38.0,Neutered,Very Active,4.0,Yes,No,9.0,1.0,Active,3.0,87.0
Poodle,Small,Male,7.0,20.0,Neutered,Very Active,4.0,Yes,No,11.0,2.0,Moderate,1.0,82.0
Yorkshire Terrier,Small,Female,2.0,74.0,Neutered,Low,2.0,Yes,No,11.0,1.0,Active,2.0,80.0
Beagle,Small,Female,11.0,55.0,Neutered,Active,2.0,No,No,11.0,0.0,Very Active,4.0,71.0
Dachshund,Small,Male,13.0,54.0,Spayed,Active,1.0,No,No,8.0,2.0,Very Active,2.0,60.0
Chihuahua,Small,Male,13.0,49.0,Spayed,Active,4.0,No,No,12.0,2.0,Very Active,1.0,64.0
Poodle,Small,Male,9.0,64.0,Spayed,Very Active,0.0,Yes,No,8.0,2.0,Active,1.0,68.0
Chihuahua,Small,Female,4.0,54.0,Spayed,Active,3.0,No,No,10.0,2.0,Low,0.0,34.0
Dachshund,Small,Male,3.0,49.0,Spayed,Moderate,2.0,Yes,No,14.0,3.0,Active,0.0,46.0
Poodle,Small,Female,11.0,43.0,Spayed,Very Active,3.0,Yes,No,9.0,3.0,Active,1.0,64.0
Poodle,Small,Female,2.0,69.0,Spayed,Active,3.0,No,No,11.0,2.0,Very Active,4.0,70.0
Chihuahua,Small,Female,10.0,58.0,Spayed,Moderate,0.0,No,No,10.0,2.0,Active,3.0,49.0
Poodle,Small,Male,12.0,31.0,Spayed,Very Active,1.0,Yes,No,10.0,2.0,Low,2.0,50.0
Dachshund,Small,Female,8.0,50.0,Spayed,Active,3.0,Yes,No,12.0,0.0,Very Active,1.0,59.0
Chihuahua,Small,Female,8.0,55.0,Neutered,Active,3.0,No,No,12.0,3.0,Moderate,1.0,54.0
Dachshund,Small,Male,5.0,34.0,Spayed,Low,3.0,No,No,12.0,2.0,Active,1.0,45.0
Chihuahua,Small,Male,12.0,53.0,Spayed,Very Active,2.0,Yes,No,13.0,2.0,Very Active,2.0,77.0
Yorkshire Terrier,Small,Female,2.0,63.0,Spayed,Active,3.0,No,No,12.0,2.0,Very Active,1.0,69.0
Dachshund,Small,Male,5.0,60.0,Neutered,Moderate,0.0,No,No,12.0,1.0,Active,0.0,61.0
Chihuahua,Small,Female,8.0,65.0,Spayed,Active,3.0,Yes,No,11.0,0.0,Active,2.0,88.0
Chihuahua,Small,Male,2.0,71.0,Neutered,Low,1.0,Yes,No,10.0,0.0,Very Active,2.0,63.0
Dachshund,Small,Male,8.0,73.0,Neutered,Active,3.0,No,No,11.0,1.0,Moderate,1.0,46.0
Yorkshire Terrier,Small,Male,4.0,43.0,Spayed,Moderate,5.0,Yes,No,12.0,2.0,Very Active,3.0,72.0
Chihuahua,Small,Male,9.0,32.0,Spayed,Moderate,2.0,No,No,9.0,0.0,Active,1.0,51.0
Poodle,Small,Male,5.0,51.0,Spayed,Moderate,3.0,Yes,No,11.0,2.0,Moderate,2.0,33.0
Dachshund,Small,Male,12.0,53.0,Spayed,Active,1.0,Yes,No,8.0,1.0,Very Active,4.0,64.0
Beagle,Small,Male,10.0,49.0,Spayed,Active,3.0,No,No,14.0,1.0,Very Active,1.0,43.0
Chihuahua,Small,Female,6.0,68.0,Neutered,Moderate,1.0,No,No,13.0,2.0,Moderate,2.0,50.0
Beagle,Small,Male,9.0,55.0,Spayed,Low,0.0,No,No,11.0,0.0,Very Active,4.0,38.0
Dachshund,Small,Female,6.0,22.0,Neutered,Low,1.0,Yes,No,9.0,3.0,Low,1.0,42.0
Beagle,Small,Female,2.0,46.0,Spayed,Active,2.0,No,No,12.0,2.0,Low,0.0,45.0
Dachshund,Small,Male,13.0,56.0,Neutered,Active,1.0,Yes,No,12.0,1.0,Very Active,0.0,52.0
Dachshund,Small,Male,4.0,40.0,Spayed,Moderate,4.0,Yes,No,9.0,0.0,Moderate,2.0,70.0
Yorkshire Terrier,Small,Male,11.0,64.0,Spayed,Low,2.0,No,No,9.0,3.0,Moderate,4.0,85.0
Poodle,Small,Female,12.0,41.0,Spayed,Moderate,0.0,Yes,No,12.0,0.0,Very Active,1.0,67.0
Yorkshire Terrier,Small,Female,5.0,48.0,Spayed,Very Active,4.0,Yes,No,10.0,0.0,Moderate,2.0,73.0
Poodle,Small,Male,11.0,46.0,Neutered,Very Active,3.0,Yes,No,11.0,1.0,Very Active,1.0,73.0
Beagle,Small,Female,2.0,48.0,Neutered,Very Active,1.0,No,No,8.0,4.0,Active,2.0,91.0
Chihuahua,Small,Female,10.0,51.0,Spayed,Active,2.0,No,No,11.0,2.0,Active,1.0,30.0
Dachshund,Small,Male,4.0,79.0,Spayed,Very Active,3.0,Yes,No,11.0,1.0,Very Active,0.0,54.0
Poodle,Small,Female,6.0,49.0,Spayed,Active,4.0,No,No,10.0,1.0,Active,1.0,79.0
Beagle,Small,Male,2.0,39.0,Spayed,Low,3.0,No,Yes,11.0,2.0,Very Active,2.0,99.0
Dachshund,Small,Male,5.0,64.0,Spayed,Active,1.0,No,No,10.0,2.0,Active,2.0,67.0
Poodle,Small,Male,8.0,47.0,Spayed,Moderate,2.0,Yes,No,11.0,1.0,Moderate,1.0,67.0
Beagle,Small,Male,1.0,80.0,Spayed,Low,2.0,Yes,No,13.0,3.0,Moderate,1.0,70.0
Poodle,Small,Male,11.0,48.0,Spayed,Active,1.0,No,No,12.0,2.0,Active,2.0,68.0
Yorkshire Terrier,Small,Female,13.0,36.0,Spayed,Moderate,3.0,Yes,No,11.0,1.0,Active,3.0,53.0
Chihuahua,Small,Male,5.0,70.0,Neutered,Very Active,0.0,Yes,No,9.0,0.0,Very Active,2.0,60.0
Yorkshire Terrier,Small,Female,2.0,34.0,Neutered,Low,5.0,Yes,No,10.0,2.0,Low,1.0,59.0
Yorkshire Terrier,Small,Male,10.0,45.0,Spayed,Active,2.0,Yes,No,11.0,2.0,Very Active,0.0,47.0
Dachshund,Small,Female,2.0,48.0,Spayed,Very Active,3.0,No,No,11.0,1.0,Very Active,0.0,65.0
Beagle,Small,Male,10.0,32.0,Neutered,Active,3.0,No,No,10.0,1.0,Low,3.0,49.0
Beagle,Small,Male,2.0,61.0,Spayed,Very Active,3.0,No,No,8.0,3.0,Very Active,3.0,60.0
Poodle,Small,Male,6.0,55.0,Spayed,Moderate,3.0,No,No,11.0,3.0,Active,3.0,64.0
Chihuahua,Small,Male,9.0,27.0,Neutered,Active,1.0,No,No,11.0,1.0,Very Active,2.0,97.0
Australian Shepherd,Small,Female,8.0,50.0,Spayed,Low,1.0,No,No,11.0,3.0,Active,1.0,71.0
Beagle,Small,Female,8.0,61.0,Neutered,Low,0.0,No,No,12.0,1.0,Moderate,2.0,62.0
Dachshund,Small,Male,10.0,37.0,Spayed,Active,1.0,No,No,11.0,2.0,Very Active,0.0,75.0
Yorkshire Terrier,Small,Female,2.0,51.0,Spayed,Moderate,1.0,No,No,13.0,2.0,Active,3.0,71.0
Yorkshire Terrier,Small,Female,9.0,56.0,Neutered,Very Active,3.0,No,No,11.0,4.0,Active,1.0,66.0
Chihuahua,Small,Female,9.0,51.0,Spayed,Low,1.0,No,No,11.0,1.0,Very Active,2.0,70.0
Dachshund,Small,Female,13.0,72.0,Spayed,Active,2.0,Yes,No,12.0,0.0,Moderate,1.0,74.0
Dachshund,Small,Female,4.0,32.0,Spayed,Low,5.0,No,No,13.0,1.0,Moderate,2.0,56.0
Poodle,Small,Male,1.0,30.0,Spayed,Active,0.0,No,No,11.0,2.0,Active,4.0,73.0
Chihuahua,Small,Male,2.0,35.0,Neutered,Moderate,5.0,No,No,11.0,1.0,Very Active,1.0,64.0
Beagle,Small,Male,10.0,57.0,Spayed,Active,3.0,Yes,No,11.0,1.0,Very Active,2.0,85.0
Chihuahua,Small,Female,1.0,58.0,Spayed,Moderate,2.0,No,No,12.0,3.0,Very Active,2.0,79.0
Chihuahua,Small,Male,11.0,34.0,Neutered,Very Active,1.0,No,No,12.0,2.0,Very Active,1.0,55.0
Yorkshire Terrier,Small,Male,2.0,71.0,Neutered,Active,3.0,No,No,12.0,3.0,Very Active,3.0,49.0
Dachshund,Small,Female,3.0,15.0,Neutered,Moderate,2.0,Yes,No,11.0,2.0,Active,0.0,66.0
Australian Shepherd,Small,Female,10.0,76.0,Neutered,Moderate,3.0,No,No,12.0,3.0,Active,3.0,71.0
Chihuahua,Small,Male,12.0,66.0,Spayed,Moderate,2.0,Yes,No,11.0,2.0,Very Active,1.0,64.0
Chihuahua,Small,Female,2.0,60.0,Neutered,Active,4.0,No,No,11.0,2.0,Low,0.0,56.0
Beagle,Small,Female,9.0,38.0,Neutered,Active,4.0,Yes,No,8.0,1.0,Moderate,1.0,59.0
Beagle,Small,Female,4.0,46.0,Spayed,Active,1.0,No,No,10.0,0.0,Moderate,0.0,51.0
Chihuahua,Small,Male,6.0,56.0,Neutered,Moderate,4.0,Yes,No,12.0,2.0,Active,1.0,60.0
Poodle,Small,Male,11.0,32.0,Neutered,Low,3.0,No,No,10.0,2.0,Active,0.0,42.0
Dachshund,Small,Female,7.0,50.0,Spayed,Moderate,0.0,No,No,13.0,1.0,Moderate,2.0,61.0
Chihuahua,Small,Female,10.0,33.0,Spayed,Active,1.0,No,No,12.0,0.0,Active,1.0,64.0
Poodle,Small,Female,13.0,36.0,Neutered,Moderate,3.0,Yes,No,12.0,1.0,Very Active,1.0,70.0
Beagle,Small,Male,4.0,48.0,Spayed,Moderate,3.0,Yes,No,11.0,1.0,Very Active,4.0,54.0
Poodle,Small,Male,6.0,50.0,Spayed,Active,0.0,Yes,No,10.0,2.0,Very Active,1.0,48.0
Poodle,Small,Male,2.0,62.0,Neutered,Active,1.0,Yes,No,9.0,3.0,Very Active,3.0,66.0
Chihuahua,Small,Female,13.0,42.0,Neutered,Active,4.0,No,No,11.0,0.0,Very Active,1.0,71.0
Dachshund,Small,Female,12.0,63.0,Neutered,Active,2.0,Yes,No,11.0,0.0,Active,3.0,39.0
Beagle,Small,Female,6.0,50.0,Spayed,Moderate,4.0,Yes,No,13.0,1.0,Very Active,1.0,79.0
Dachshund,Small,Female,5.0,69.0,Spayed,Active,3.0,No,No,11.0,1.0,Moderate,0.0,84.0
Chihuahua,Small,Female,6.0,26.0,Neutered,Moderate,2.0,No,No,11.0,1.0,Active,3.0,59.0
Poodle,Small,Male,7.0,74.0,Neutered,Low,3.0,Yes,No,14.0,1.0,Very Active,3.0,55.0
Yorkshire Terrier,Small,Female,6.0,50.0,Spayed,Very Active,2.0,No,No,13.0,2.0,Moderate,1.0,84.0
Beagle,Small,Female,3.0,42.0,Spayed,Very Active,3.0,No,No,14.0,2.0,Very Active,1.0,48.0
Yorkshire Terrier,Small,Female,3.0,57.0,Spayed,Very Active,2.0,No,No,11.0,1.0,Moderate,1.0,49.0
Chihuahua,Small,Female,2.0,69.0,Spayed,Low,3.0,Yes,No,11.0,0.0,Moderate,1.0,53.0
Beagle,Small,Female,5.0,49.0,Neutered,Active,2.0,Yes,No,9.0,0.0,Moderate,2.0,67.0
Chihuahua,Small,Male,5.0,33.0,Neutered,Low,3.0,No,No,13.0,2.0,Very Active,1.0,72.0
Dachshund,Small,Male,3.0,35.0,Neutered,Moderate,2.0,Yes,No,11.0,1.0,Very Active,2.0,61.0
Poodle,Small,Female,8.0,22.0,Spayed,Low,2.0,No,No,11.0,2.0,Low,1.0,31.0
Chihuahua,Small,Male,3.0,51.0,Spayed,Very Active,3.0,Yes,No,9.0,2.0,Very Active,1.0,82.0
Chihuahua,Small,Female,10.0,70.0,Neutered,Active,3.0,No,No,13.0,1.0,Very Active,1.0,63.0
Dachshund,Small,Male,3.0,58.0,Neutered,Moderate,2.0,No,No,12.0,2.0,Active,1.0,61.0
Chihuahua,Small,Male,8.0,70.0,Neutered,Very Active,0.0,No,No,9.0,2.0,Moderate,1.0,75.0
Poodle,Small,Female,11.0,48.0,Neutered,Active,0.0,Yes,No,12.0,2.0,Active,4.0,34.0
Chihuahua,Small,Male,5.0,36.0,Spayed,Active,1.0,Yes,Yes,9.0,1.0,Very Active,1.0,38.0
Yorkshire Terrier,Small,Female,1.0,60.0,Spayed,Active,3.0,Yes,No,10.0,0.0,Very Active,3.0,74.0
Chihuahua,Small,Male,7.0,45.0,Spayed,Moderate,3.0,Yes,No,10.0,2.0,Moderate,1.0,58.0
Chihuahua,Small,Female,8.0,44.0,Spayed,Active,3.0,No,No,10.0,3.0,Active,3.0,77.0
Yorkshire Terrier,Small,Female,6.0,56.0,Spayed,Low,2.0,Yes,No,9.0,1.0,Low,3.0,77.0
Beagle,Small,Male,6.0,79.0,Spayed,Very Active,3.0,Yes,Yes,9.0,3.0,Active,2.0,32.0
Dachshund,Small,Male,3.0,44.0,Spayed,Low,5.0,Yes,No,10.0,2.0,Active,2.0,87.0
Dachshund,Small,Male,3.0,62.0,Spayed,Very Active,4.0,No,No,11.0,1.0,Active,0.0,58.0
Yorkshire Terrier,Small,Male,2.0,35.0,Spayed,Active,4.0,No,No,12.0,0.0,Very Active,2.0,62.0
Beagle,Small,Male,6.0,42.0,Spayed,Moderate,3.0,No,Yes,10.0,3.0,Very Active,1.0,86.0
Chihuahua,Small,Male,13.0,57.0,Neutered,Moderate,2.0,Yes,No,11.0,2.0,Moderate,1.0,46.0
Dachshund,Small,Male,9.0,46.0,Spayed,Very Active,1.0,No,No,10.0,1.0,Very Active,2.0,59.0
Beagle,Small,Male,6.0,53.0,Neutered,Low,4.0,Yes,No,12.0,1.0,Low,2.0,64.0
Poodle,Small,Female,5.0,57.0,Spayed,Active,2.0,Yes,No,11.0,1.0,Very Active,2.0,32.0
Yorkshire Terrier,Small,Male,9.0,47.0,Spayed,Active,3.0,Yes,No,10.0,4.0,Moderate,2.0,52.0
Chihuahua,Small,Male,12.0,69.0,Spayed,Moderate,5.0,Yes,No,9.0,3.0,Very Active,3.0,53.0
Beagle,Small,Female,6.0,27.0,Neutered,Moderate,1.0,Yes,No,11.0,1.0,Moderate,1.0,68.0
Beagle,Small,Female,9.0,56.0,Neutered,Moderate,2.0,No,No,10.0,1.0,Very Active,1.0,72.0
Chihuahua,Small,Female,2.0,54.0,Spayed,Low,1.0,No,No,13.0,1.0,Low,2.0,64.0
Poodle,Small,Male,11.0,66.0,Neutered,Active,3.0,Yes,No,8.0,3.0,Moderate,2.0,39.0
Yorkshire Terrier,Small,Male,3.0,84.0,Spayed,Very Active,0.0,No,No,11.0,2.0,Low,1.0,70.0
Yorkshire Terrier,Small,Male,4.0,57.0,Spayed,Low,4.0,No,No,13.0,2.0,Moderate,3.0,78.0
Yorkshire Terrier,Small,Female,4.0,39.0,Spayed,Active,3.0,Yes,No,9.0,2.0,Very Active,2.0,92.0
Beagle,Small,Female,3.0,50.0,Neutered,Active,2.0,Yes,No,11.0,2.0,Very Active,1.0,47.0
Yorkshire Terrier,Small,Male,9.0,45.0,Spayed,Active,2.0,Yes,No,12.0,1.0,Very Active,1.0,62.0
Chihuahua,Small,Male,3.0,52.0,Spayed,Active,3.0,Yes,No,10.0,1.0,Very Active,2.0,63.0
Dachshund,Small,Female,10.0,53.0,Neutered,Low,2.0,No,No,14.0,3.0,Active,1.0,78.0
Dachshund,Small,Male,10.0,51.0,Spayed,Active,2.0,No,No,11.0,3.0,Very Active,0.0,55.0
Australian Shepherd,Small,Male,5.0,33.0,Spayed,Active,2.0,No,No,10.0,2.0,Moderate,2.0,82.0
Dachshund,Small,Female,3.0,56.0,Spayed,Active,3.0,Yes,No,12.0,2.0,Moderate,4.0,59.0
Beagle,Small,Female,6.0,39.0,Neutered,Active,5.0,Yes,Yes,12.0,0.0,Very Active,2.0,49.0
Chihuahua,Small,Female,10.0,52.0,Spayed,Active,2.0,No,No,11.0,2.0,Very Active,2.0,73.0
Poodle,Small,Male,2.0,21.0,Neutered,Very Active,6.0,Yes,No,14.0,3.0,Moderate,4.0,40.0
Beagle,Small,Female,3.0,49.0,Neutered,Active,2.0,Yes,No,11.0,1.0,Very Active,1.0,63.0
Chihuahua,Small,Female,13.0,43.0,Spayed,Low,1.0,No,No,13.0,1.0,Very Active,1.0,74.0
Dachshund,Small,Male,12.0,57.0,Spayed,Very Active,1.0,Yes,No,10.0,0.0,Very Active,1.0,56.0
Poodle,Small,Female,6.0,62.0,Spayed,Active,3.0,Yes,No,12.0,2.0,Low,1.0,99.0
Poodle,Small,Male,8.0,51.0,Spayed,Low,3.0,Yes,No,9.0,2.0,Very Active,0.0,58.0
Poodle,Small,Male,5.0,42.0,Spayed,Low,2.0,No,No,13.0,1.0,Active,0.0,50.0
Poodle,Small,Male,10.0,32.0,Spayed,Active,5.0,No,No,11.0,1.0,Low,0.0,63.0
Dachshund,Small,Female,8.0,54.0,Neutered,Moderate,3.0,No,No,12.0,0.0,Moderate,4.0,94.0
Beagle,Small,Female,13.0,59.0,Spayed,Active,4.0,Yes,No,11.0,0.0,Low,3.0,46.0
Chihuahua,Small,Female,4.0,59.0,Spayed,Moderate,5.0,Yes,No,12.0,2.0,Moderate,1.0,57.0
Dachshund,Small,Female,6.0,27.0,Spayed,Active,5.0,No,No,11.0,1.0,Very Active,4.0,58.0
Beagle,Small,Male,11.0,33.0,Spayed,Very Active,2.0,No,No,10.0,3.0,Moderate,2.0,49.0
Poodle,Small,Female,9.0,54.0,Spayed,Very Active,2.0,Yes,No,12.0,2.0,Very Active,0.0,52.0
Poodle,Small,Female,8.0,65.0,Spayed,Very Active,2.0,Yes,No,9.0,2.0,Moderate,1.0,51.0
Yorkshire Terrier,Small,Male,12.0,37.0,Spayed,Moderate,4.0,Yes,No,11.0,2.0,Moderate,2.0,34.0
Yorkshire Terrier,Small,Female,5.0,37.0,Spayed,Active,2.0,No,No,9.0,1.0,Moderate,1.0,68.0
Dachshund,Small,Male,6.0,44.0,Spayed,Moderate,3.0,Yes,No,12.0,2.0,Low,1.0,46.0
Dachshund,Small,Male,9.0,71.0,Neutered,Moderate,4.0,No,No,9.0,0.0,Low,1.0,71.0
Yorkshire Terrier,Small,Male,3.0,64.0,Spayed,Very Active,3.0,No,No,9.0,3.0,Moderate,2.0,52.0
Yorkshire Terrier,Small,Male,1.0,69.0,Neutered,Active,2.0,Yes,No,12.0,1.0,Low,1.0,95.0
Beagle,Small,Female,8.0,55.0,Spayed,Low,3.0,No,No,13.0,0.0,Very Active,1.0,67.0
Yorkshire Terrier,Small,Male,4.0,57.0,Neutered,Very Active,1.0,No,No,13.0,2.0,Very Active,0.0,55.0
Beagle,Small,Male,6.0,34.0,Spayed,Low,3.0,No,No,12.0,1.0,Very Active,1.0,60.0
Yorkshire Terrier,Small,Male,8.0,35.0,Spayed,Active,4.0,Yes,No,9.0,1.0,Very Active,0.0,57.0
Dachshund,Small,Female,12.0,69.0,Spayed,Active,4.0,No,No,9.0,1.0,Very Active,2.0,45.0
Beagle,Small,Male,7.0,32.0,Neutered,Active,2.0,No,No,11.0,3.0,Very Active,2.0,54.0
Yorkshire Terrier,Small,Female,12.0,48.0,Spayed,Low,4.0,No,No,12.0,2.0,Very Active,1.0,64.0
Chihuahua,Small,Male,4.0,48.0,Neutered,Active,0.0,No,No,11.0,2.0,Low,1.0,65.0
Chihuahua,Small,Male,7.0,31.0,Neutered,Very Active,4.0,No,Yes,10.0,2.0,Very Active,1.0,58.0
Chihuahua,Small,Female,3.0,74.0,Spayed,Moderate,3.0,No,No,10.0,2.0,Low,0.0,50.0
Chihuahua,Small,Male,4.0,67.0,Neutered,Moderate,3.0,Yes,No,11.0,3.0,Moderate,3.0,69.0
Beagle,Small,Male,11.0,50.0,Spayed,Active,2.0,Yes,No,13.0,1.0,Moderate,1.0,57.0
Yorkshire Terrier,Small,Male,1.0,68.0,Spayed,Low,3.0,No,No,11.0,3.0,Active,1.0,60.0
Dachshund,Small,Male,3.0,40.0,Neutered,Moderate,1.0,No,No,10.0,3.0,Active,1.0,66.0
Poodle,Small,Male,2.0,51.0,Spayed,Very Active,4.0,Yes,Yes,11.0,3.0,Active,3.0,70.0
Dachshund,Small,Female,8.0,53.0,Neutered,Low,3.0,Yes,No,12.0,0.0,Very Active,1.0,68.0
Australian Shepherd,Small,Female,4.0,44.0,Spayed,Active,1.0,Yes,No,11.0,3.0,Moderate,0.0,59.0
Poodle,Small,Male,6.0,78.0,Spayed,Moderate,0.0,No,No,11.0,2.0,Active,2.0,30.0
Beagle,Small,Female,12.0,46.0,Spayed,Active,3.0,Yes,No,10.0,3.0,Very Active,1.0,30.0
Beagle,Small,Female,3.0,54.0,Spayed,Active,0.0,Yes,No,11.0,3.0,Moderate,4.0,70.0
Beagle,Small,Male,8.0,47.0,Spayed,Very Active,1.0,Yes,No,13.0,3.0,Active,2.0,74.0
Chihuahua,Small,Male,10.0,51.0,Spayed,Low,0.0,No,No,10.0,1.0,Very Active,1.0,66.0
Dachshund,Small,Male,5.0,30.0,Spayed,Very Active,2.0,Yes,No,10.0,1.0,Active,0.0,82.0
Dachshund,Small,Male,6.0,14.0,Spayed,Low,2.0,No,No,12.0,1.0,Very Active,1.0,56.0
Chihuahua,Small,Female,8.0,23.0,Neutered,Active,1.0,No,No,10.0,2.0,Active,1.0,90.0
Poodle,Small,Male,3.0,69.0,Spayed,Very Active,3.0,No,No,11.0,3.0,Low,1.0,74.0
Dachshund,Small,Male,8.0,43.0,Spayed,Low,0.0,No,No,10.0,1.0,Very Active,2.0,65.0
Beagle,Small,Female,4.0,41.0,Neutered,Moderate,3.0,Yes,No,10.0,2.0,Low,2.0,96.0
Chihuahua,Small,Female,9.0,39.0,Spayed,Active,3.0,No,No,12.0,2.0,Very Active,1.0,50.0
Chihuahua,Small,Male,3.0,34.0,Neutered,Moderate,4.0,Yes,No,11.0,0.0,Very Active,2.0,72.0
Dachshund,Small,Female,13.0,58.0,Spayed,Low,4.0,Yes,No,9.0,0.0,Moderate,1.0,78.0
Chihuahua,Small,Female,1.0,58.0,Neutered,Active,3.0,Yes,No,8.0,0.0,Low,2.0,66.0
Chihuahua,Small,Male,5.0,51.0,Spayed,Active,0.0,Yes,No,11.0,2.0,Active,2.0,71.0
Dachshund,Small,Female,7.0,51.0,Spayed,Low,5.0,Yes,No,12.0,3.0,Active,1.0,83.0
Yorkshire Terrier,Small,Male,11.0,64.0,Spayed,Active,1.0,Yes,No,11.0,2.0,Very Active,2.0,78.0
Dachshund,Small,Female,7.0,50.0,Spayed,Active,2.0,Yes,No,12.0,1.0,Low,3.0,96.0
Dachshund,Small,Male,4.0,31.0,Neutered,Moderate,0.0,No,No,10.0,1.0,Active,3.0,62.0
Beagle,Small,Female,5.0,74.0,Spayed,Very Active,4.0,No,No,10.0,1.0,Low,2.0,43.0
Chihuahua,Small,Female,6.0,29.0,Spayed,Active,3.0,Yes,No,11.0,2.0,Active,1.0,47.0
Dachshund,Small,Male,10.0,44.0,Spayed,Active,4.0,No,No,14.0,1.0,Very Active,4.0,61.0
Beagle,Small,Male,10.0,58.0,Neutered,Moderate,4.0,Yes,No,12.0,1.0,Very Active,1.0,73.0
Chihuahua,Small,Female,5.0,59.0,Spayed,Active,4.0,No,No,10.0,3.0,Moderate,1.0,90.0
Yorkshire Terrier,Small,Female,4.0,33.0,Neutered,Active,2.0,Yes,No,14.0,0.0,Very Active,1.0,78.0
Beagle,Small,Female,6.0,46.0,Neutered,Active,1.0,No,No,11.0,1.0,Active,1.0,63.0
Dachshund,Small,Female,9.0,53.0,Neutered,Active,3.0,No,No,11.0,2.0,Active,3.0,74.0
