Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg),Life Stage
Golden Retriever,Large,Female,10.0,Unknown,Very Active,2.0,13.0,2.0,1.0,25.4,Senior
Beagle,Small,Female,5.0,Unknown,Very Active,1.0,10.0,3.0,0.0,14.38,Adult
Boxer,Medium,Male,4.0,Spayed,Very Active,3.0,10.0,2.0,3.0,27.22,Young Adult
Australian Shepherd,Medium,Male,13.0,Neutered,Active,5.0,12.0,1.0,1.0,24.04,Senior
Dachshund,Small,Female,9.0,Spayed,Very Active,5.0,13.0,3.0,1.0,6.24,Senior
Bulldog,Medium,Unknown,11.0,Spayed,Active,2.0,12.0,1.0,1.0,23.43,Senior
Australian Shepherd,Medium,Male,4.0,Unknown,Active,3.0,11.0,1.0,2.0,23.73,Young Adult
Yorkshire Terrier,Small,Female,1.0,Spayed,Very Active,0.0,11.0,0.0,0.0,2.33,Puppy
Australian Shepherd,Medium,Female,8.0,Neutered,Moderate,4.0,13.0,2.0,1.0,28.74,Senior
Dachshund,Small,Male,2.0,Neutered,Unknown,2.0,11.0,2.0,3.0,7.97,Young Adult
Dachshund,Small,Male,8.0,Spayed,Active,4.0,11.0,1.0,1.0,5.43,Senior
Australian Shepherd,Medium,Male,3.0,Unknown,Unknown,4.0,9.0,2.0,4.0,26.76,Young Adult
Australian Shepherd,Medium,Female,8.0,Unknown,Active,4.0,11.0,1.0,2.0,23.59,Senior
Siberian Husky,Medium,Male,1.0,Spayed,Low,2.0,13.0,3.0,1.0,23.3,Puppy
Chihuahua,Small,Male,6.0,Unknown,Very Active,3.0,11.0,1.0,2.0,1.59,Adult
Bulldog,Medium,Male,6.0,Spayed,Very Active,4.0,10.0,0.0,1.0,18.79,Adult
Siberian Husky,Medium,Male,5.0,Spayed,Unknown,0.0,12.0,2.0,0.0,20.87,Adult
Dachshund,Small,Female,12.0,Unknown,Very Active,5.0,12.0,2.0,3.0,4.23,Senior
Dachshund,Small,Female,11.0,Spayed,Active,3.0,12.0,1.0,3.0,8.83,Senior
Australian Shepherd,Medium,Female,10.0,Unknown,Very Active,3.0,11.0,0.0,1.0,23.88,Senior
Doberman,Large,Female,3.0,Neutered,Low,3.0,11.0,3.0,3.0,29.69,Young Adult
Bulldog,Medium,Male,8.0,Unknown,Active,5.0,8.0,1.0,1.0,19.91,Senior
Chihuahua,Small,Unknown,3.0,Unknown,Very Active,3.0,12.0,2.0,3.0,1.57,Young Adult
Poodle,Small,Male,9.0,Neutered,Active,2.0,12.0,3.0,3.0,27.22,Senior
Beagle,Small,Female,4.0,Neutered,Moderate,3.0,12.0,1.0,0.0,9.93,Young Adult
Doberman,Large,Female,10.0,Neutered,Very Active,2.0,10.0,0.0,2.0,31.21,Senior
Rottweiler,Large,Male,3.0,Neutered,Active,1.0,11.0,3.0,1.0,43.35,Young Adult
Bulldog,Medium,Female,7.0,Spayed,Very Active,1.0,10.0,1.0,2.0,24.35,Adult
Beagle,Small,Female,6.0,Spayed,Very Active,2.0,12.0,2.0,0.0,11.2,Adult
Unknown,Small,Male,5.0,Neutered,Low,2.0,13.0,1.0,1.0,22.23,Adult
Boxer,Medium,Male,10.0,Unknown,Very Active,1.0,11.0,1.0,2.0,31.79,Senior
Chihuahua,Small,Male,4.0,Neutered,Active,0.0,10.0,2.0,2.0,1.38,Young Adult
Bulldog,Unknown,Male,5.0,Neutered,Very Active,1.0,11.0,1.0,1.0,20.67,Adult
Siberian Husky,Medium,Male,4.0,Spayed,Unknown,3.0,10.0,2.0,1.0,19.05,Young Adult
Yorkshire Terrier,Small,Male,1.0,Unknown,Active,1.0,11.0,2.0,1.0,3.2,Puppy
Dachshund,Small,Male,2.0,Neutered,Very Active,3.0,14.0,2.0,2.0,4.99,Young Adult
Chihuahua,Small,Male,12.0,Unknown,Moderate,5.0,10.0,1.0,1.0,1.31,Senior
Unknown,Large,Male,6.0,Neutered,Moderate,3.0,11.0,2.0,2.0,22.68,Adult
Unknown,Medium,Female,13.0,Unknown,Very Active,2.0,11.0,0.0,2.0,23.59,Senior
Boxer,Medium,Female,11.0,Neutered,Very Active,0.0,12.0,1.0,2.0,25.4,Senior
Unknown,Medium,Female,13.0,Spayed,Unknown,1.0,11.0,1.0,1.0,28.12,Senior
Great Dane,Large,Male,13.0,Neutered,Active,1.0,11.0,2.0,0.0,55.16,Senior
German Shepherd,Large,Female,3.0,Unknown,Unknown,3.0,9.0,1.0,1.0,22.68,Young Adult
Labrador Retriever,Large,Female,10.0,Neutered,Low,5.0,10.0,2.0,1.0,31.25,Senior
German Shepherd,Large,Male,13.0,Unknown,Active,3.0,12.0,1.0,0.0,24.04,Senior
Yorkshire Terrier,Small,Female,10.0,Neutered,Unknown,2.0,11.0,2.0,2.0,4.62,Senior
Boxer,Medium,Male,6.0,Unknown,Active,2.0,14.0,2.0,3.0,28.39,Adult
Siberian Husky,Medium,Female,13.0,Neutered,Very Active,0.0,12.0,2.0,0.0,26.31,Senior
Yorkshire Terrier,Small,Male,10.0,Spayed,Low,0.0,14.0,1.0,1.0,3.17,Senior
Yorkshire Terrier,Small,Male,2.0,Unknown,Very Active,3.0,11.0,0.0,1.0,4.57,Young Adult
Australian Shepherd,Medium,Female,8.0,Neutered,Moderate,3.0,12.0,2.0,2.0,19.05,Senior
Yorkshire Terrier,Small,Female,4.0,Neutered,Active,4.0,12.0,1.0,2.0,3.2,Young Adult
Boxer,Medium,Female,6.0,Unknown,Unknown,4.0,11.0,2.0,3.0,33.12,Adult
German Shepherd,Large,Female,6.0,Neutered,Moderate,2.0,8.0,2.0,3.0,36.25,Adult
Doberman,Large,Female,11.0,Neutered,Very Active,0.0,14.0,0.0,3.0,34.29,Senior
Golden Retriever,Large,Female,4.0,Neutered,Low,1.0,10.0,3.0,2.0,29.9,Young Adult
Unknown,Large,Female,6.0,Neutered,Moderate,3.0,8.0,2.0,0.0,28.58,Adult
Yorkshire Terrier,Small,Female,9.0,Neutered,Very Active,4.0,12.0,1.0,0.0,2.25,Senior
German Shepherd,Large,Male,9.0,Neutered,Very Active,2.0,13.0,2.0,0.0,24.49,Senior
Boxer,Medium,Female,11.0,Neutered,Active,5.0,11.0,2.0,0.0,35.1,Senior
Boxer,Medium,Male,1.0,Neutered,Active,2.0,11.0,2.0,2.0,32.82,Puppy
Labrador Retriever,Large,Female,6.0,Spayed,Very Active,2.0,10.0,1.0,3.0,25.4,Adult
Chihuahua,Small,Female,7.0,Spayed,Active,3.0,12.0,2.0,1.0,2.38,Adult
Beagle,Small,Female,2.0,Unknown,Active,5.0,12.0,1.0,1.0,11.34,Young Adult
Rottweiler,Large,Male,9.0,Neutered,Active,2.0,9.0,0.0,2.0,39.01,Senior
Siberian Husky,Medium,Female,13.0,Spayed,Active,6.0,10.0,2.0,3.0,19.07,Senior
Poodle,Small,Male,13.0,Unknown,Unknown,3.0,12.0,1.0,2.0,19.05,Senior
Australian Shepherd,Medium,Male,7.0,Unknown,Unknown,3.0,13.0,2.0,2.0,22.68,Adult
Beagle,Small,Female,5.0,Unknown,Active,3.0,9.0,3.0,2.0,15.16,Adult
Doberman,Large,Male,9.0,Spayed,Unknown,2.0,10.0,1.0,1.0,33.11,Senior
Poodle,Small,Female,7.0,Spayed,Very Active,3.0,11.0,3.0,4.0,16.33,Adult
Rottweiler,Large,Male,5.0,Spayed,Moderate,3.0,11.0,1.0,1.0,56.01,Adult
Australian Shepherd,Medium,Male,12.0,Neutered,Very Active,0.0,10.0,3.0,1.0,19.31,Senior
Yorkshire Terrier,Small,Female,9.0,Unknown,Active,3.0,10.0,2.0,2.0,4.52,Senior
Doberman,Large,Female,1.0,Neutered,Unknown,5.0,11.0,0.0,3.0,35.61,Puppy
Great Dane,Large,Female,13.0,Unknown,Active,1.0,11.0,1.0,1.0,68.02,Senior
Australian Shepherd,Medium,Unknown,11.0,Neutered,Very Active,2.0,11.0,1.0,1.0,31.75,Senior
Golden Retriever,Large,Male,5.0,Spayed,Low,3.0,8.0,1.0,2.0,31.58,Adult
Boxer,Medium,Female,1.0,Neutered,Low,1.0,13.0,3.0,1.0,31.75,Puppy
Great Dane,Large,Male,11.0,Spayed,Active,3.0,11.0,1.0,0.0,75.38,Senior
Rottweiler,Large,Unknown,11.0,Neutered,Moderate,4.0,11.0,2.0,4.0,35.65,Senior
Bulldog,Medium,Male,6.0,Spayed,Unknown,3.0,9.0,1.0,1.0,22.31,Adult
Rottweiler,Large,Female,5.0,Spayed,Unknown,2.0,13.0,1.0,4.0,54.21,Adult
Dachshund,Small,Female,8.0,Spayed,Unknown,0.0,12.0,2.0,1.0,6.81,Senior
Boxer,Medium,Male,8.0,Neutered,Moderate,3.0,12.0,3.0,1.0,35.56,Senior
Rottweiler,Large,Male,9.0,Neutered,Active,2.0,11.0,0.0,0.0,59.5,Senior
Golden Retriever,Large,Female,4.0,Unknown,Active,3.0,12.0,1.0,1.0,31.38,Young Adult
Siberian Husky,Medium,Female,3.0,Unknown,Active,2.0,10.0,2.0,1.0,25.85,Young Adult
Yorkshire Terrier,Small,Female,6.0,Spayed,Active,3.0,10.0,1.0,0.0,2.03,Adult
Boxer,Medium,Male,12.0,Neutered,Moderate,4.0,10.0,2.0,2.0,26.07,Senior
Golden Retriever,Large,Male,8.0,Neutered,Active,5.0,12.0,0.0,0.0,33.43,Senior
Boxer,Medium,Female,4.0,Unknown,Unknown,2.0,9.0,3.0,3.0,31.87,Young Adult
Dachshund,Small,Male,5.0,Unknown,Moderate,3.0,8.0,2.0,0.0,5.37,Adult
Siberian Husky,Medium,Male,3.0,Neutered,Active,2.0,12.0,3.0,4.0,17.69,Young Adult
Unknown,Large,Unknown,3.0,Neutered,Unknown,1.0,12.0,3.0,2.0,24.49,Young Adult
Labrador Retriever,Large,Male,6.0,Spayed,Active,1.0,12.0,0.0,1.0,32.02,Adult
Labrador Retriever,Large,Female,4.0,Unknown,Very Active,1.0,12.0,1.0,1.0,29.73,Young Adult
Dachshund,Small,Male,6.0,Unknown,Active,3.0,9.0,2.0,2.0,6.81,Adult
Doberman,Large,Female,1.0,Neutered,Unknown,3.0,8.0,2.0,1.0,38.18,Puppy
Chihuahua,Small,Female,2.0,Neutered,Active,2.0,14.0,1.0,0.0,2.74,Young Adult
German Shepherd,Large,Male,13.0,Spayed,Moderate,6.0,12.0,2.0,3.0,23.59,Senior
Labrador Retriever,Large,Male,7.0,Unknown,Active,0.0,12.0,2.0,1.0,26.23,Adult
Doberman,Large,Male,6.0,Neutered,Very Active,0.0,13.0,0.0,3.0,40.9,Adult
Beagle,Small,Male,3.0,Spayed,Low,4.0,13.0,1.0,0.0,13.92,Young Adult
Doberman,Large,Female,2.0,Neutered,Very Active,3.0,9.0,0.0,1.0,34.49,Young Adult
Rottweiler,Large,Male,5.0,Neutered,Very Active,3.0,11.0,1.0,1.0,56.4,Adult
Australian Shepherd,Medium,Male,3.0,Spayed,Low,5.0,10.0,0.0,2.0,21.32,Young Adult
Chihuahua,Small,Male,13.0,Spayed,Unknown,4.0,9.0,2.0,2.0,1.67,Senior
Beagle,Small,Female,8.0,Neutered,Low,5.0,12.0,4.0,0.0,9.71,Senior
Chihuahua,Small,Male,12.0,Neutered,Unknown,2.0,11.0,1.0,1.0,1.32,Senior
Beagle,Small,Male,8.0,Neutered,Moderate,5.0,12.0,2.0,1.0,12.39,Senior
Beagle,Small,Male,9.0,Neutered,Unknown,4.0,10.0,2.0,4.0,12.7,Senior
Beagle,Small,Female,1.0,Unknown,Low,4.0,13.0,2.0,1.0,12.14,Puppy
Yorkshire Terrier,Small,Female,12.0,Neutered,Moderate,5.0,12.0,1.0,1.0,3.73,Senior
Siberian Husky,Medium,Female,5.0,Neutered,Moderate,1.0,12.0,2.0,0.0,18.6,Adult
Dachshund,Small,Female,7.0,Unknown,Moderate,0.0,8.0,2.0,4.0,7.02,Adult
Beagle,Small,Female,3.0,Unknown,Very Active,2.0,9.0,2.0,3.0,9.49,Young Adult
Siberian Husky,Medium,Female,2.0,Neutered,Active,0.0,9.0,2.0,1.0,19.0,Young Adult
Bulldog,Medium,Male,5.0,Neutered,Moderate,2.0,13.0,1.0,4.0,18.77,Adult
Bulldog,Medium,Female,1.0,Spayed,Active,3.0,11.0,0.0,1.0,23.37,Puppy
Chihuahua,Small,Female,7.0,Unknown,Active,3.0,11.0,2.0,1.0,2.95,Adult
Bulldog,Medium,Female,2.0,Neutered,Moderate,3.0,9.0,1.0,2.0,21.42,Young Adult
Labrador Retriever,Unknown,Male,6.0,Spayed,Active,4.0,12.0,0.0,1.0,25.85,Adult
Golden Retriever,Large,Female,6.0,Neutered,Very Active,2.0,12.0,1.0,1.0,26.07,Adult
Australian Shepherd,Medium,Male,13.0,Neutered,Very Active,3.0,12.0,2.0,4.0,24.04,Senior
Bulldog,Medium,Female,5.0,Neutered,Very Active,2.0,11.0,2.0,3.0,23.26,Adult
Labrador Retriever,Large,Unknown,13.0,Spayed,Low,4.0,10.0,2.0,1.0,26.76,Senior
Beagle,Small,Male,8.0,Neutered,Unknown,1.0,9.0,0.0,2.0,12.73,Senior
Great Dane,Large,Male,7.0,Unknown,Moderate,3.0,12.0,2.0,1.0,72.56,Adult
Boxer,Medium,Male,12.0,Neutered,Unknown,7.0,11.0,1.0,2.0,35.76,Senior
Chihuahua,Small,Female,3.0,Neutered,Active,3.0,10.0,1.0,2.0,3.68,Young Adult
Siberian Husky,Medium,Male,3.0,Unknown,Low,3.0,11.0,2.0,1.0,20.87,Young Adult
Beagle,Small,Male,9.0,Spayed,Very Active,1.0,10.0,2.0,1.0,11.77,Senior
Dachshund,Small,Unknown,6.0,Spayed,Moderate,4.0,13.0,1.0,3.0,6.81,Adult
Yorkshire Terrier,Small,Female,10.0,Unknown,Unknown,2.0,12.0,1.0,1.0,3.8,Senior
Australian Shepherd,Medium,Male,10.0,Neutered,Active,2.0,11.0,1.0,1.0,23.13,Senior
Boxer,Medium,Female,5.0,Spayed,Moderate,2.0,10.0,2.0,2.0,35.78,Adult
Great Dane,Large,Male,3.0,Spayed,Unknown,1.0,13.0,4.0,4.0,46.12,Young Adult
Siberian Husky,Medium,Male,12.0,Neutered,Low,2.0,9.0,1.0,1.0,23.38,Senior
Bulldog,Medium,Male,13.0,Unknown,Active,4.0,9.0,0.0,2.0,18.14,Senior
Boxer,Medium,Male,5.0,Neutered,Active,3.0,10.0,3.0,0.0,34.2,Adult
Poodle,Small,Female,13.0,Neutered,Active,3.0,13.0,1.0,1.0,26.31,Senior
Doberman,Large,Female,3.0,Neutered,Unknown,1.0,13.0,1.0,1.0,29.94,Young Adult
Poodle,Small,Female,12.0,Spayed,Low,4.0,11.0,1.0,1.0,22.23,Senior
Great Dane,Large,Female,13.0,Spayed,Active,1.0,10.0,2.0,1.0,50.36,Senior
Labrador Retriever,Large,Male,6.0,Unknown,Very Active,4.0,12.0,4.0,4.0,25.19,Adult
Siberian Husky,Medium,Female,12.0,Neutered,Low,6.0,11.0,4.0,1.0,22.01,Senior
Chihuahua,Small,Male,3.0,Unknown,Active,2.0,13.0,3.0,4.0,1.2,Young Adult
Bulldog,Medium,Male,5.0,Spayed,Low,3.0,12.0,2.0,1.0,20.87,Adult
Dachshund,Unknown,Female,11.0,Unknown,Low,1.0,10.0,0.0,0.0,6.1,Senior
Australian Shepherd,Medium,Male,7.0,Spayed,Active,2.0,11.0,1.0,1.0,28.12,Adult
Beagle,Small,Male,7.0,Spayed,Very Active,2.0,12.0,2.0,1.0,13.87,Adult
Labrador Retriever,Large,Male,6.0,Neutered,Unknown,3.0,11.0,4.0,0.0,29.29,Adult
Siberian Husky,Medium,Male,4.0,Neutered,Low,3.0,12.0,1.0,1.0,20.54,Young Adult
Poodle,Small,Female,1.0,Unknown,Active,3.0,11.0,3.0,2.0,17.24,Puppy
Doberman,Large,Female,1.0,Neutered,Active,3.0,12.0,1.0,0.0,36.95,Puppy
Doberman,Large,Female,10.0,Spayed,Very Active,2.0,11.0,1.0,4.0,37.63,Senior
Labrador Retriever,Large,Male,9.0,Neutered,Very Active,3.0,10.0,2.0,4.0,33.05,Senior
Labrador Retriever,Large,Female,4.0,Unknown,Very Active,7.0,11.0,0.0,2.0,34.93,Young Adult
Golden Retriever,Large,Male,10.0,Neutered,Very Active,2.0,10.0,0.0,0.0,32.66,Senior
Bulldog,Medium,Female,4.0,Spayed,Low,5.0,11.0,2.0,3.0,20.87,Young Adult
Siberian Husky,Medium,Female,12.0,Unknown,Active,3.0,12.0,2.0,2.0,19.88,Senior
Bulldog,Medium,Female,1.0,Spayed,Moderate,3.0,14.0,2.0,1.0,18.48,Puppy
Australian Shepherd,Medium,Unknown,9.0,Spayed,Low,3.0,10.0,1.0,0.0,26.76,Senior
Golden Retriever,Large,Male,2.0,Neutered,Unknown,4.0,9.0,3.0,0.0,28.65,Young Adult
Great Dane,Large,Female,7.0,Unknown,Low,4.0,12.0,4.0,1.0,64.03,Adult
Great Dane,Large,Female,12.0,Unknown,Active,3.0,9.0,3.0,4.0,63.47,Senior
Labrador Retriever,Large,Female,2.0,Neutered,Low,0.0,10.0,1.0,1.0,28.58,Young Adult
Chihuahua,Small,Female,2.0,Spayed,Active,3.0,11.0,0.0,2.0,2.37,Young Adult
Siberian Husky,Medium,Male,9.0,Neutered,Active,0.0,10.0,2.0,1.0,20.87,Senior
Poodle,Small,Male,3.0,Unknown,Active,2.0,10.0,2.0,0.0,24.49,Young Adult
German Shepherd,Large,Female,4.0,Neutered,Very Active,3.0,14.0,2.0,0.0,27.22,Young Adult
Beagle,Small,Male,2.0,Unknown,Very Active,1.0,10.0,0.0,1.0,13.51,Young Adult
German Shepherd,Large,Male,5.0,Neutered,Active,5.0,11.0,1.0,1.0,26.31,Adult
German Shepherd,Large,Female,11.0,Unknown,Very Active,2.0,11.0,1.0,1.0,32.66,Senior
Rottweiler,Large,Female,9.0,Spayed,Very Active,2.0,13.0,0.0,1.0,41.84,Senior
Yorkshire Terrier,Small,Female,9.0,Spayed,Very Active,2.0,13.0,3.0,0.0,4.01,Senior
Bulldog,Medium,Male,9.0,Neutered,Very Active,0.0,10.0,1.0,3.0,24.93,Senior
Unknown,Medium,Female,13.0,Spayed,Very Active,3.0,11.0,2.0,1.0,16.78,Senior
Beagle,Small,Male,5.0,Unknown,Unknown,0.0,9.0,1.0,4.0,15.11,Adult
Australian Shepherd,Medium,Female,11.0,Spayed,Active,4.0,10.0,2.0,1.0,26.05,Senior
Golden Retriever,Large,Female,8.0,Neutered,Very Active,3.0,12.0,2.0,1.0,32.36,Senior
Bulldog,Medium,Female,8.0,Unknown,Unknown,0.0,10.0,1.0,1.0,24.77,Senior
Yorkshire Terrier,Small,Female,8.0,Spayed,Moderate,2.0,10.0,3.0,3.0,3.0,Senior
Rottweiler,Large,Male,6.0,Spayed,Low,3.0,12.0,2.0,4.0,39.58,Adult
Siberian Husky,Medium,Female,4.0,Unknown,Moderate,2.0,14.0,1.0,1.0,25.85,Young Adult
Labrador Retriever,Large,Male,4.0,Spayed,Very Active,5.0,8.0,3.0,2.0,27.22,Young Adult
Chihuahua,Small,Male,8.0,Unknown,Very Active,3.0,13.0,1.0,1.0,1.62,Senior
Great Dane,Large,Male,11.0,Spayed,Moderate,3.0,8.0,3.0,0.0,47.23,Senior
Rottweiler,Large,Male,6.0,Spayed,Low,1.0,13.0,0.0,3.0,42.88,Adult
Great Dane,Large,Female,3.0,Neutered,Low,2.0,12.0,1.0,1.0,79.32,Young Adult
Siberian Husky,Medium,Male,4.0,Neutered,Moderate,1.0,12.0,1.0,2.0,25.37,Young Adult
Bulldog,Medium,Male,11.0,Neutered,Active,1.0,10.0,2.0,1.0,24.49,Senior
Great Dane,Large,Male,6.0,Spayed,Unknown,2.0,10.0,1.0,1.0,74.3,Adult
Rottweiler,Large,Male,6.0,Neutered,Moderate,4.0,11.0,2.0,1.0,55.61,Adult
Australian Shepherd,Unknown,Male,8.0,Unknown,Moderate,1.0,11.0,1.0,3.0,27.22,Senior
Unknown,Large,Female,8.0,Neutered,Very Active,5.0,8.0,3.0,1.0,22.68,Senior
Bulldog,Medium,Male,7.0,Spayed,Low,2.0,12.0,1.0,1.0,19.83,Adult
Doberman,Large,Female,6.0,Neutered,Low,1.0,13.0,1.0,0.0,39.2,Adult
Rottweiler,Large,Male,10.0,Neutered,Very Active,3.0,9.0,1.0,3.0,49.92,Senior
Beagle,Small,Male,7.0,Unknown,Active,2.0,13.0,4.0,1.0,12.79,Adult
Bulldog,Medium,Female,12.0,Neutered,Very Active,1.0,14.0,2.0,2.0,24.01,Senior
German Shepherd,Large,Male,13.0,Spayed,Unknown,3.0,13.0,3.0,1.0,24.04,Senior
German Shepherd,Large,Female,9.0,Neutered,Very Active,1.0,11.0,2.0,1.0,28.3,Senior
Golden Retriever,Large,Male,12.0,Neutered,Unknown,4.0,11.0,1.0,1.0,29.69,Senior
Poodle,Small,Male,4.0,Unknown,Very Active,3.0,10.0,2.0,0.0,17.24,Young Adult
Beagle,Small,Male,12.0,Neutered,Unknown,3.0,9.0,3.0,2.0,13.31,Senior
Chihuahua,Small,Female,1.0,Neutered,Active,4.0,9.0,3.0,3.0,3.35,Puppy
Dachshund,Small,Female,1.0,Spayed,Very Active,4.0,10.0,1.0,3.0,8.02,Puppy
Labrador Retriever,Large,Male,5.0,Unknown,Moderate,4.0,10.0,3.0,1.0,26.31,Adult
Yorkshire Terrier,Small,Male,2.0,Unknown,Low,2.0,10.0,2.0,1.0,3.83,Young Adult
Golden Retriever,Large,Female,3.0,Spayed,Unknown,0.0,8.0,3.0,2.0,26.1,Young Adult
Great Dane,Large,Female,1.0,Unknown,Low,2.0,12.0,2.0,1.0,47.91,Puppy
Doberman,Large,Female,8.0,Neutered,Low,2.0,10.0,2.0,2.0,40.39,Senior
Yorkshire Terrier,Small,Male,5.0,Unknown,Very Active,1.0,11.0,0.0,3.0,4.17,Adult
Rottweiler,Large,Male,2.0,Unknown,Unknown,2.0,11.0,2.0,2.0,52.19,Young Adult
Beagle,Unknown,Female,3.0,Unknown,Very Active,3.0,12.0,0.0,1.0,9.17,Young Adult
Beagle,Small,Male,9.0,Unknown,Unknown,2.0,10.0,0.0,1.0,15.42,Senior
Rottweiler,Large,Female,4.0,Unknown,Moderate,1.0,12.0,0.0,3.0,52.31,Young Adult
Beagle,Small,Male,11.0,Neutered,Moderate,1.0,9.0,1.0,3.0,10.61,Senior
Dachshund,Small,Unknown,7.0,Unknown,Very Active,3.0,11.0,2.0,0.0,4.16,Adult
Dachshund,Small,Male,6.0,Spayed,Low,1.0,9.0,2.0,2.0,8.06,Adult
Yorkshire Terrier,Small,Female,13.0,Neutered,Unknown,0.0,13.0,1.0,1.0,2.2,Senior
Australian Shepherd,Medium,Female,6.0,Spayed,Low,2.0,12.0,2.0,1.0,27.22,Adult
Poodle,Small,Female,6.0,Spayed,Very Active,4.0,10.0,3.0,3.0,23.59,Adult
Rottweiler,Large,Female,10.0,Unknown,Moderate,3.0,11.0,3.0,2.0,40.57,Senior
Yorkshire Terrier,Small,Male,5.0,Spayed,Moderate,3.0,10.0,3.0,1.0,3.99,Adult
Yorkshire Terrier,Small,Female,10.0,Neutered,Very Active,3.0,12.0,0.0,3.0,3.69,Senior
Bulldog,Medium,Female,8.0,Spayed,Moderate,1.0,11.0,1.0,0.0,20.11,Senior
Dachshund,Small,Unknown,6.0,Spayed,Unknown,4.0,11.0,1.0,3.0,6.81,Adult
Doberman,Large,Male,11.0,Unknown,Very Active,1.0,10.0,0.0,1.0,44.16,Senior
Australian Shepherd,Medium,Male,2.0,Spayed,Active,3.0,13.0,1.0,1.0,31.75,Young Adult
Doberman,Large,Female,11.0,Neutered,Low,2.0,10.0,3.0,3.0,32.59,Senior
Rottweiler,Large,Female,12.0,Unknown,Very Active,1.0,9.0,3.0,3.0,53.83,Senior
Chihuahua,Small,Female,11.0,Unknown,Active,4.0,9.0,0.0,1.0,1.69,Senior
Dachshund,Small,Male,6.0,Neutered,Moderate,2.0,10.0,0.0,3.0,8.11,Adult
Great Dane,Large,Male,10.0,Neutered,Unknown,4.0,9.0,2.0,2.0,77.78,Senior
Unknown,Small,Male,7.0,Unknown,Very Active,4.0,10.0,0.0,2.0,10.89,Adult
Great Dane,Large,Female,9.0,Spayed,Very Active,2.0,12.0,1.0,1.0,65.03,Senior
Rottweiler,Large,Female,6.0,Spayed,Moderate,2.0,12.0,0.0,1.0,36.18,Adult
Chihuahua,Small,Male,2.0,Neutered,Very Active,1.0,13.0,1.0,4.0,1.45,Young Adult
Poodle,Small,Male,10.0,Neutered,Active,3.0,10.0,3.0,2.0,25.4,Senior
Bulldog,Medium,Female,4.0,Unknown,Unknown,1.0,10.0,1.0,1.0,19.05,Young Adult
Boxer,Medium,Female,8.0,Neutered,Low,2.0,11.0,1.0,2.0,27.14,Senior
Great Dane,Large,Female,13.0,Unknown,Active,4.0,11.0,2.0,2.0,69.58,Senior
Golden Retriever,Large,Female,4.0,Spayed,Low,1.0,10.0,2.0,1.0,29.86,Young Adult
Labrador Retriever,Large,Female,13.0,Unknown,Very Active,5.0,10.0,1.0,1.0,25.85,Senior
Labrador Retriever,Large,Male,8.0,Neutered,Unknown,5.0,10.0,0.0,1.0,35.83,Senior
Golden Retriever,Large,Male,7.0,Unknown,Moderate,3.0,12.0,2.0,3.0,27.67,Adult
Dachshund,Small,Female,10.0,Spayed,Active,3.0,11.0,3.0,2.0,5.36,Senior
Beagle,Small,Female,2.0,Unknown,Low,3.0,9.0,2.0,2.0,9.85,Young Adult
Beagle,Small,Male,8.0,Neutered,Unknown,2.0,11.0,2.0,1.0,14.96,Senior
Poodle,Small,Female,2.0,Neutered,Very Active,3.0,11.0,1.0,3.0,24.49,Young Adult
Chihuahua,Small,Male,11.0,Neutered,Active,2.0,14.0,4.0,0.0,2.7,Senior
Boxer,Medium,Female,9.0,Unknown,Moderate,5.0,9.0,1.0,1.0,29.23,Senior
Poodle,Small,Male,9.0,Unknown,Low,3.0,13.0,0.0,1.0,26.76,Senior
Chihuahua,Small,Male,2.0,Unknown,Very Active,4.0,12.0,1.0,2.0,3.87,Young Adult
Beagle,Small,Male,5.0,Unknown,Very Active,3.0,11.0,3.0,0.0,9.46,Adult
Australian Shepherd,Medium,Male,12.0,Neutered,Unknown,3.0,14.0,1.0,1.0,20.35,Senior
Chihuahua,Small,Male,9.0,Spayed,Unknown,1.0,9.0,0.0,1.0,1.47,Senior
Labrador Retriever,Large,Male,7.0,Neutered,Unknown,6.0,11.0,1.0,1.0,31.82,Adult
Poodle,Small,Male,6.0,Unknown,Unknown,3.0,10.0,2.0,1.0,19.96,Adult
Chihuahua,Small,Unknown,13.0,Neutered,Low,4.0,10.0,3.0,2.0,2.18,Senior
Chihuahua,Small,Male,10.0,Spayed,Active,2.0,8.0,1.0,0.0,3.58,Senior
Doberman,Large,Male,6.0,Neutered,Unknown,1.0,11.0,1.0,2.0,41.91,Adult
Bulldog,Medium,Male,13.0,Neutered,Very Active,5.0,11.0,2.0,2.0,23.13,Senior
German Shepherd,Large,Male,5.0,Neutered,Active,3.0,10.0,2.0,1.0,22.79,Adult
Great Dane,Large,Male,9.0,Neutered,Active,1.0,13.0,1.0,2.0,73.69,Senior
Rottweiler,Large,Female,13.0,Neutered,Very Active,4.0,10.0,1.0,2.0,40.74,Senior
Doberman,Large,Male,2.0,Spayed,Active,0.0,9.0,1.0,1.0,40.03,Young Adult
Dachshund,Small,Female,8.0,Unknown,Unknown,4.0,9.0,1.0,3.0,8.84,Senior
Chihuahua,Small,Unknown,10.0,Spayed,Active,1.0,8.0,2.0,3.0,3.98,Senior
Beagle,Small,Male,7.0,Spayed,Unknown,3.0,9.0,0.0,2.0,14.94,Adult
