ID,Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy,Weight (kg)
8154,Poodle,Small,Female,6.0,,,Hard food,Blue Buffalo,0.0,Yes,,No,11.0,2.0,Low,1.0,73.0,,Yes,27.67
8155,German Shepherd,Large,Female,11.0,Neutered,Low,Special diet,Purina,2.0,Yes,No,No,14.0,2.0,Moderate,0.0,86.0,Yes,Yes,29.94
8156,Golden Retriever,Large,Female,3.0,,Moderate,Hard food,Pedigree,6.0,Yes,Yes,No,11.0,1.0,Low,1.0,69.0,Yes,Yes,19.96
8157,Dachshund,Small,Female,9.0,Spayed,Active,Special diet,Purina,3.0,No,No,No,10.0,3.0,Moderate,0.0,77.0,Yes,Yes,20.41
8158,Beagle,Small,Female,5.0,Neutered,Active,Special diet,Iams,3.0,No,Yes,No,9.0,2.0,,4.0,51.0,Yes,Yes,19.5
8159,Siberian Husky,Medium,Male,8.0,,Low,Hard food,Nutro,1.0,No,No,No,8.0,1.0,Low,2.0,60.0,,Yes,27.67
8160,Australian Shepherd,Medium,Male,2.0,,Moderate,Hard food,Royal Canin,5.0,No,Yes,No,12.0,2.0,Very Active,2.0,56.0,Yes,No,31.3
8161,Bulldog,Medium,Male,5.0,,Very Active,Wet food,Nutro,2.0,No,Yes,No,11.0,,Moderate,1.0,62.0,Yes,Yes,23.13
8162,Yorkshire Terrier,Small,Male,4.0,Spayed,,Wet food,Hill's Science,5.0,No,Yes,No,10.0,0.0,Moderate,1.0,60.0,Yes,Yes,11.34
8163,German Shepherd,Large,Female,10.0,,Moderate,Wet food,Hill's Science,4.0,Yes,No,No,12.0,2.0,Active,3.0,86.0,Yes,No,15.42
8164,Chihuahua,Small,Male,4.0,Neutered,Moderate,Wet food,Iams,3.0,No,No,No,9.0,4.0,,0.0,73.0,Yes,Yes,30.39
8165,Rottweiler,Large,Female,6.0,Spayed,Very Active,Home cooked,Special,2.0,No,No,No,11.0,2.0,,3.0,82.0,,Yes,27.67
8166,Australian Shepherd,Medium,Male,2.0,,Moderate,Hard food,Hill's Science,3.0,Yes,Yes,No,10.0,2.0,Moderate,,79.0,Yes,No,24.49
8167,Poodle,Small,Female,13.0,Neutered,Moderate,Home cooked,Special,2.0,No,Yes,No,9.0,1.0,Low,1.0,49.0,Yes,Yes,19.05
8168,Australian Shepherd,Medium,Female,6.0,,Moderate,Wet food,Blue Buffalo,0.0,Yes,No,No,11.0,1.0,Active,1.0,81.0,Yes,Yes,25.85
8169,Chihuahua,Small,Female,10.0,,,Hard food,Wellness,,No,Yes,No,12.0,2.0,Low,0.0,42.0,Yes,,28.58
8170,Siberian Husky,Medium,Female,13.0,,Moderate,Wet food,Royal Canin,1.0,Yes,No,No,9.0,2.0,Low,0.0,56.0,Yes,No,28.58
8171,Dachshund,Small,,6.0,Neutered,Very Active,Special diet,Purina,5.0,Yes,No,No,11.0,3.0,,2.0,54.0,Yes,Yes,26.31
8172,Beagle,Small,Male,13.0,Spayed,,Special diet,Hill's Science,3.0,No,Yes,No,12.0,,Very Active,2.0,77.0,Yes,Yes,21.77
8173,Rottweiler,Large,Female,9.0,Spayed,Moderate,Wet food,Wellness,,No,Yes,No,9.0,2.0,Active,1.0,66.0,Yes,No,
8174,German Shepherd,Large,Male,1.0,Neutered,Low,Wet food,Nutro,4.0,Yes,No,No,10.0,2.0,Active,0.0,54.0,Yes,No,18.6
8175,Australian Shepherd,Medium,Male,4.0,Neutered,Very Active,Hard food,Nutro,3.0,Yes,Yes,No,10.0,1.0,Moderate,2.0,68.0,Yes,Yes,22.23
8176,Siberian Husky,Medium,Male,,Neutered,Moderate,Hard food,Purina,2.0,,Yes,,10.0,0.0,Very Active,3.0,74.0,Yes,No,29.48
8177,Chihuahua,Small,Male,6.0,Spayed,Low,Hard food,Blue Buffalo,3.0,Yes,Yes,No,12.0,2.0,Very Active,4.0,69.0,Yes,Yes,22.68
8178,Rottweiler,Large,Female,4.0,Neutered,Low,Wet food,Wellness,2.0,Yes,Yes,No,12.0,3.0,Moderate,2.0,49.0,Yes,Yes,26.31
8179,Yorkshire Terrier,Small,Female,3.0,,Moderate,Special diet,Royal Canin,4.0,No,No,No,11.0,2.0,Low,0.0,57.0,Yes,No,39.46
8180,Golden Retriever,Large,Female,10.0,Spayed,,Home cooked,Special,2.0,Yes,Yes,No,12.0,1.0,Very Active,3.0,65.0,,Yes,25.4
8181,Golden Retriever,Large,Male,12.0,,Moderate,Hard food,Iams,2.0,No,Yes,No,9.0,1.0,Active,1.0,35.0,Yes,No,42.18
8182,Labrador Retriever,Large,,5.0,Neutered,Low,Wet food,Iams,0.0,No,Yes,No,12.0,3.0,,0.0,40.0,Yes,No,27.22
8183,Chihuahua,Small,Female,11.0,Spayed,,Hard food,Wellness,1.0,No,No,No,12.0,2.0,Active,1.0,40.0,Yes,Yes,31.75
8184,Bulldog,Medium,Male,9.0,,Low,Home cooked,Special,2.0,No,Yes,No,13.0,1.0,,2.0,75.0,Yes,No,24.95
8185,Golden Retriever,Large,Female,6.0,,Moderate,Hard food,Nutro,4.0,Yes,Yes,No,11.0,0.0,Active,2.0,92.0,Yes,No,4.54
8186,German Shepherd,Large,Male,3.0,Neutered,,Hard food,Wellness,,No,Yes,No,14.0,2.0,Very Active,1.0,37.0,Yes,Yes,19.96
8187,Poodle,Small,Female,3.0,Neutered,,Wet food,Wellness,2.0,No,No,No,14.0,2.0,Very Active,0.0,90.0,Yes,Yes,22.23
8188,Dachshund,Small,Male,11.0,Spayed,,Special diet,Purina,2.0,Yes,No,No,12.0,4.0,,1.0,50.0,Yes,Yes,22.68
8189,Australian Shepherd,Medium,,2.0,Spayed,Low,Wet food,Iams,0.0,No,Yes,No,9.0,1.0,Low,4.0,59.0,Yes,Yes,30.84
8190,Bulldog,Medium,Female,11.0,Neutered,Moderate,Special diet,Wellness,3.0,No,No,No,9.0,3.0,Active,3.0,80.0,Yes,Yes,33.11
8191,,Large,Female,1.0,Spayed,Moderate,Home cooked,Special,5.0,No,No,No,12.0,2.0,Very Active,2.0,59.0,Yes,Yes,22.23
8192,Yorkshire Terrier,Small,Female,9.0,Spayed,Moderate,Special diet,Blue Buffalo,2.0,Yes,,No,13.0,2.0,Low,0.0,50.0,Yes,Yes,17.24
8193,Poodle,Small,Male,10.0,,Low,Wet food,Wellness,4.0,No,No,No,11.0,3.0,Moderate,4.0,61.0,Yes,No,24.49
8194,Bulldog,Medium,Male,13.0,Neutered,Active,Wet food,Wellness,2.0,No,No,No,9.0,1.0,Low,4.0,68.0,Yes,Yes,19.05
8195,Beagle,Small,Male,12.0,Spayed,Very Active,Special diet,Iams,2.0,,No,No,12.0,1.0,Moderate,2.0,77.0,Yes,Yes,18.6
8196,Poodle,Small,Male,2.0,Neutered,Active,Wet food,Iams,3.0,No,Yes,No,11.0,1.0,Very Active,1.0,91.0,Yes,Yes,27.22
8197,Siberian Husky,Medium,Male,8.0,Spayed,Low,Home cooked,Special,0.0,No,No,No,11.0,2.0,Moderate,2.0,74.0,Yes,Yes,27.22
8198,German Shepherd,Large,Male,1.0,Neutered,Very Active,Wet food,Pedigree,0.0,No,Yes,Yes,10.0,1.0,Very Active,4.0,94.0,Yes,No,22.23
8199,Siberian Husky,Medium,Female,5.0,Neutered,,Wet food,Purina,2.0,No,No,No,12.0,1.0,Active,3.0,91.0,Yes,Yes,24.49
8200,Labrador Retriever,Large,Female,9.0,Spayed,Active,Special diet,Wellness,4.0,No,No,No,11.0,2.0,,0.0,66.0,Yes,Yes,30.39
8201,German Shepherd,Large,Female,4.0,Neutered,Moderate,Hard food,,2.0,No,No,No,10.0,3.0,Moderate,2.0,,Yes,Yes,29.48
8202,Poodle,Small,Female,1.0,,Active,Wet food,Wellness,1.0,No,No,No,14.0,1.0,Moderate,1.0,72.0,Yes,Yes,33.11
8203,Great Dane,Large,Female,1.0,,,Hard food,Blue Buffalo,1.0,Yes,Yes,No,13.0,2.0,Low,1.0,65.0,Yes,No,26.31
8204,Dachshund,Small,Male,2.0,Spayed,,Hard food,Nutro,2.0,No,No,No,10.0,1.0,Very Active,2.0,66.0,Yes,Yes,21.77
8205,Rottweiler,Large,Female,8.0,,Active,Home cooked,Special,2.0,Yes,No,No,10.0,0.0,,3.0,48.0,Yes,Yes,36.29
8206,Poodle,Small,Male,9.0,,Moderate,Special diet,Pedigree,0.0,No,Yes,No,12.0,0.0,Very Active,2.0,79.0,Yes,Yes,20.87
8207,Australian Shepherd,Medium,Male,10.0,Neutered,Moderate,Home cooked,Special,2.0,Yes,No,No,11.0,3.0,,1.0,30.0,Yes,Yes,20.87
8208,Rottweiler,Large,Female,10.0,Spayed,Low,Hard food,Iams,3.0,No,Yes,No,9.0,2.0,Very Active,3.0,71.0,Yes,No,21.32
8209,Golden Retriever,Large,Male,7.0,Spayed,Very Active,Home cooked,Special,4.0,Yes,Yes,No,12.0,3.0,,0.0,78.0,Yes,Yes,18.6
8210,Golden Retriever,Large,Male,9.0,Neutered,,Special diet,Nutro,1.0,No,No,No,11.0,1.0,Moderate,1.0,51.0,Yes,Yes,28.58
8211,Dachshund,Small,Female,7.0,Spayed,,Home cooked,Special,6.0,No,Yes,No,12.0,2.0,Active,1.0,58.0,Yes,Yes,29.48
8212,Rottweiler,Large,Female,9.0,Neutered,Moderate,Hard food,Iams,4.0,No,Yes,No,10.0,0.0,Active,1.0,62.0,Yes,No,21.77
8213,Labrador Retriever,Large,Female,12.0,Spayed,Very Active,Special diet,Blue Buffalo,2.0,Yes,No,No,10.0,1.0,Moderate,3.0,80.0,Yes,Yes,31.75
8214,Doberman,Large,Male,4.0,,Very Active,Home cooked,Special,2.0,Yes,No,No,13.0,2.0,Active,0.0,75.0,Yes,Yes,26.76
8215,Labrador Retriever,Large,Female,,,Moderate,Home cooked,Special,1.0,No,Yes,No,11.0,3.0,Active,1.0,61.0,Yes,Yes,24.04
8216,Beagle,Small,Female,13.0,Spayed,Very Active,Wet food,Wellness,3.0,Yes,Yes,,10.0,0.0,,1.0,61.0,Yes,Yes,34.93
8217,Rottweiler,Large,Male,2.0,Spayed,Low,Home cooked,Special,4.0,Yes,Yes,No,10.0,2.0,Active,1.0,86.0,Yes,Yes,29.48
8218,Doberman,Large,Male,12.0,Spayed,Active,Home cooked,Special,3.0,Yes,No,No,13.0,0.0,Very Active,4.0,72.0,Yes,Yes,18.14
8219,Chihuahua,Small,,13.0,Spayed,,Special diet,,3.0,Yes,Yes,No,11.0,1.0,,2.0,90.0,Yes,Yes,17.69
8220,Yorkshire Terrier,Small,Female,9.0,,Low,Special diet,Nutro,1.0,No,No,No,9.0,2.0,Very Active,1.0,81.0,Yes,Yes,24.95
8221,Great Dane,Large,Female,2.0,Neutered,Low,Wet food,Purina,2.0,Yes,,No,,2.0,Active,4.0,79.0,Yes,Yes,11.79
8222,Rottweiler,Large,Male,4.0,,Active,Special diet,Purina,6.0,Yes,Yes,No,,4.0,Low,3.0,65.0,Yes,Yes,24.95
8223,German Shepherd,Large,Male,2.0,Spayed,,Hard food,Nutro,3.0,Yes,Yes,No,12.0,1.0,Moderate,0.0,46.0,Yes,No,32.66
8224,Yorkshire Terrier,Small,Male,9.0,Spayed,Low,Special diet,Pedigree,1.0,Yes,Yes,No,12.0,1.0,Active,1.0,79.0,Yes,Yes,22.68
8225,Poodle,Small,Male,,Spayed,Low,Hard food,Royal Canin,1.0,Yes,Yes,No,11.0,1.0,Very Active,0.0,34.0,Yes,No,9.07
8226,,Large,Male,1.0,,Active,Wet food,Pedigree,2.0,No,Yes,No,9.0,4.0,,0.0,42.0,Yes,No,27.67
8227,Siberian Husky,Medium,Female,9.0,Spayed,Active,Wet food,Hill's Science,2.0,No,Yes,No,12.0,,Active,2.0,,Yes,Yes,24.04
8228,Doberman,Large,Female,4.0,Neutered,,Home cooked,Special,3.0,No,Yes,No,10.0,1.0,,1.0,68.0,Yes,Yes,28.58
8229,Bulldog,Medium,Male,4.0,Neutered,,Hard food,Nutro,0.0,No,No,No,,0.0,Low,2.0,51.0,Yes,Yes,15.42
8230,Chihuahua,Small,Male,1.0,Spayed,,Special diet,Wellness,4.0,No,No,No,10.0,3.0,Moderate,3.0,51.0,Yes,Yes,18.6
8231,Rottweiler,Large,Female,1.0,Neutered,Active,Wet food,Purina,0.0,No,Yes,No,10.0,1.0,,2.0,41.0,Yes,Yes,31.75
8232,Yorkshire Terrier,Small,Male,4.0,Spayed,Very Active,Hard food,Iams,2.0,No,No,No,13.0,2.0,Very Active,3.0,65.0,Yes,Yes,19.5
8233,Labrador Retriever,Large,Male,5.0,Spayed,,Hard food,Pedigree,3.0,No,Yes,No,14.0,1.0,Very Active,0.0,62.0,Yes,No,21.77
8234,Chihuahua,Small,Male,11.0,Spayed,Moderate,Wet food,Wellness,3.0,Yes,Yes,No,9.0,2.0,,1.0,54.0,,No,10.43
8235,Poodle,Small,Female,4.0,,Active,Hard food,Blue Buffalo,0.0,Yes,No,No,8.0,1.0,Low,0.0,41.0,Yes,Yes,22.23
8236,Doberman,Large,Male,11.0,,Moderate,Home cooked,Special,3.0,No,Yes,No,11.0,1.0,Active,2.0,68.0,Yes,No,31.3
8237,Beagle,Small,Male,6.0,Spayed,,Hard food,Wellness,0.0,No,No,No,13.0,1.0,Low,1.0,100.0,Yes,Yes,23.59
8238,Bulldog,Medium,Male,9.0,Neutered,Moderate,Hard food,Nutro,3.0,Yes,Yes,No,11.0,1.0,Moderate,0.0,71.0,Yes,No,18.14
8239,Labrador Retriever,Large,Female,1.0,,,,Special,,Yes,No,No,8.0,0.0,Low,0.0,56.0,Yes,Yes,17.24
8240,Golden Retriever,Large,Male,10.0,Neutered,Moderate,Home cooked,,1.0,Yes,No,No,9.0,2.0,Low,4.0,60.0,Yes,Yes,28.12
8241,Siberian Husky,Medium,Male,6.0,Neutered,,Wet food,Pedigree,6.0,Yes,No,No,11.0,0.0,Moderate,1.0,68.0,Yes,Yes,29.94
8242,Chihuahua,Small,Female,3.0,Spayed,,Home cooked,Special,1.0,Yes,No,No,9.0,4.0,Very Active,3.0,49.0,Yes,Yes,24.49
8243,Poodle,Small,Male,11.0,Spayed,Low,Hard food,,1.0,,No,No,9.0,1.0,Moderate,1.0,57.0,Yes,Yes,26.31
8244,Doberman,Large,Male,6.0,Neutered,Very Active,Wet food,Royal Canin,2.0,No,,No,11.0,3.0,Low,3.0,69.0,Yes,Yes,18.6
8245,Dachshund,Small,Female,7.0,Neutered,,Home cooked,Special,4.0,Yes,Yes,,11.0,,Low,2.0,50.0,Yes,Yes,19.05
8246,Golden Retriever,Large,Female,5.0,Neutered,Active,Hard food,Purina,5.0,Yes,No,No,12.0,3.0,Low,0.0,54.0,Yes,Yes,25.4
8247,Labrador Retriever,Large,Male,8.0,Spayed,Very Active,Special diet,Nutro,1.0,Yes,No,No,10.0,1.0,Low,0.0,54.0,Yes,Yes,9.98
8248,Doberman,Large,Female,2.0,Neutered,,Special diet,Wellness,5.0,Yes,Yes,No,10.0,0.0,Very Active,1.0,73.0,Yes,Yes,15.42
8249,Boxer,Medium,Male,1.0,Spayed,,Home cooked,Special,4.0,Yes,No,No,9.0,2.0,,3.0,73.0,Yes,Yes,15.42
8250,,Large,Male,13.0,Spayed,Very Active,Hard food,Purina,3.0,No,Yes,No,10.0,1.0,Active,1.0,59.0,Yes,Yes,29.94
8251,Doberman,Large,Female,12.0,,Moderate,Home cooked,Special,0.0,Yes,Yes,No,10.0,2.0,Active,4.0,55.0,Yes,No,15.88
8252,Beagle,Small,Male,9.0,,Very Active,Special diet,Purina,2.0,No,No,No,12.0,3.0,,,52.0,Yes,Yes,14.97
8253,Dachshund,Small,Female,8.0,Spayed,Active,Wet food,Nutro,3.0,Yes,No,No,12.0,1.0,Very Active,0.0,43.0,Yes,Yes,30.39
8254,Chihuahua,Small,Male,8.0,Neutered,,Wet food,Wellness,3.0,No,Yes,No,14.0,1.0,Moderate,1.0,,Yes,Yes,20.87
8255,Chihuahua,Small,Female,10.0,,,Wet food,Wellness,0.0,No,No,No,13.0,1.0,,0.0,71.0,Yes,No,24.95
8256,Golden Retriever,Large,Male,4.0,Spayed,Active,Hard food,Purina,5.0,Yes,No,No,10.0,0.0,,1.0,51.0,Yes,Yes,20.87
8257,Chihuahua,Small,Male,8.0,Spayed,,Wet food,Blue Buffalo,2.0,Yes,No,Yes,11.0,3.0,Active,3.0,74.0,Yes,No,37.19
8258,Golden Retriever,Large,Female,12.0,Spayed,Active,Hard food,Hill's Science,3.0,Yes,No,No,11.0,1.0,Very Active,1.0,45.0,Yes,Yes,26.76
8259,Chihuahua,Small,Male,7.0,,Very Active,Hard food,Hill's Science,1.0,Yes,Yes,No,13.0,2.0,Low,4.0,36.0,Yes,Yes,18.6
8260,German Shepherd,Large,Female,6.0,Spayed,Low,Special diet,Pedigree,3.0,Yes,Yes,No,12.0,1.0,Low,1.0,61.0,Yes,Yes,17.69
8261,Yorkshire Terrier,Small,Female,13.0,Spayed,Moderate,Special diet,Purina,3.0,Yes,No,No,,1.0,Very Active,1.0,73.0,,Yes,31.3
8262,Labrador Retriever,Large,Female,12.0,Spayed,Moderate,Special diet,Nutro,4.0,No,No,No,9.0,1.0,Active,4.0,58.0,Yes,Yes,29.94
8263,Golden Retriever,Large,Male,6.0,,Very Active,Hard food,Blue Buffalo,1.0,No,No,No,10.0,2.0,,1.0,70.0,Yes,Yes,30.84
8264,Rottweiler,Large,Female,12.0,,Very Active,Hard food,Wellness,4.0,Yes,No,No,14.0,2.0,Low,3.0,52.0,Yes,Yes,25.4
8265,Chihuahua,Small,Female,11.0,,Moderate,Wet food,Iams,2.0,No,No,No,11.0,3.0,Low,1.0,75.0,Yes,No,4.99
8266,Doberman,Large,Female,2.0,Spayed,,Wet food,Purina,2.0,No,No,No,10.0,3.0,,0.0,55.0,Yes,Yes,17.69
8267,German Shepherd,Large,Male,11.0,,Moderate,Wet food,Blue Buffalo,2.0,Yes,No,No,9.0,2.0,,0.0,49.0,Yes,No,15.42
8268,Great Dane,Large,Male,5.0,,Low,,Hill's Science,3.0,No,No,No,10.0,0.0,Very Active,1.0,40.0,Yes,Yes,21.77
8269,Dachshund,Small,Male,6.0,,,Special diet,Wellness,3.0,Yes,No,No,12.0,4.0,,2.0,64.0,Yes,Yes,19.05
8270,Siberian Husky,Medium,Female,11.0,,Low,Special diet,Blue Buffalo,6.0,Yes,No,No,8.0,1.0,Low,0.0,90.0,Yes,No,17.69
8271,Poodle,Small,Female,12.0,Spayed,,Wet food,Wellness,2.0,Yes,Yes,No,,2.0,Low,1.0,69.0,Yes,No,12.25
8272,German Shepherd,Large,Female,1.0,Spayed,Very Active,Special diet,Hill's Science,3.0,No,Yes,No,12.0,1.0,Very Active,2.0,39.0,Yes,Yes,23.59
8273,German Shepherd,Large,Female,11.0,Neutered,Very Active,Special diet,Purina,1.0,No,Yes,,12.0,3.0,Moderate,1.0,67.0,Yes,Yes,31.75
8274,Siberian Husky,Medium,Female,3.0,,Active,Home cooked,Special,3.0,,No,No,12.0,1.0,Low,2.0,61.0,Yes,Yes,
8275,Australian Shepherd,Medium,Male,,Neutered,Moderate,Hard food,Pedigree,0.0,No,Yes,,13.0,1.0,Active,3.0,70.0,Yes,No,19.96
8276,Dachshund,Small,,2.0,Spayed,Active,Hard food,Royal Canin,0.0,No,Yes,No,11.0,1.0,Very Active,1.0,76.0,Yes,Yes,25.85
8277,Golden Retriever,Large,Female,13.0,,,Wet food,Nutro,3.0,Yes,No,No,12.0,2.0,Active,3.0,38.0,Yes,No,26.76
8278,Doberman,Large,Female,6.0,Spayed,Low,Home cooked,Special,3.0,Yes,No,No,9.0,1.0,Low,1.0,89.0,Yes,Yes,30.84
8279,German Shepherd,Large,Male,4.0,Neutered,Low,Special diet,Hill's Science,2.0,Yes,No,No,11.0,3.0,Active,1.0,81.0,Yes,Yes,22.23
8280,Australian Shepherd,Medium,Female,11.0,,Moderate,,Special,4.0,Yes,No,No,9.0,1.0,Very Active,1.0,59.0,Yes,Yes,34.02
8281,Rottweiler,Large,Female,12.0,Neutered,Very Active,Special diet,Wellness,3.0,No,Yes,,14.0,2.0,Very Active,,55.0,Yes,Yes,19.96
8282,German Shepherd,Large,Male,1.0,Spayed,Moderate,Hard food,Pedigree,4.0,Yes,No,Yes,12.0,2.0,Very Active,1.0,73.0,Yes,No,30.84
8283,Beagle,Small,Male,11.0,,Low,Wet food,Wellness,5.0,Yes,Yes,No,11.0,2.0,Active,1.0,64.0,Yes,No,27.22
8284,Bulldog,Medium,Female,8.0,Neutered,,Wet food,Royal Canin,1.0,Yes,Yes,No,12.0,1.0,Low,2.0,55.0,Yes,Yes,23.13
8285,Bulldog,Medium,Female,7.0,,Low,Home cooked,Special,2.0,Yes,No,No,11.0,2.0,Very Active,,47.0,Yes,Yes,21.32
8286,Boxer,Medium,Male,9.0,Spayed,Moderate,Hard food,Iams,2.0,Yes,Yes,No,12.0,3.0,Very Active,1.0,64.0,Yes,No,30.39
8287,Siberian Husky,Medium,Male,13.0,,Active,Home cooked,Special,2.0,No,No,No,11.0,,Very Active,1.0,70.0,Yes,Yes,23.13
8288,Siberian Husky,Medium,Female,4.0,,,Home cooked,Special,3.0,No,Yes,No,14.0,0.0,Very Active,1.0,82.0,Yes,No,7.71
8289,Golden Retriever,Large,Female,10.0,,Low,Hard food,Wellness,1.0,No,Yes,No,10.0,0.0,Low,4.0,100.0,Yes,No,23.13
8290,Beagle,Small,Female,1.0,,Low,Wet food,Blue Buffalo,1.0,Yes,No,No,12.0,2.0,Low,1.0,,,Yes,29.03
8291,Australian Shepherd,Medium,Male,1.0,Neutered,Moderate,Wet food,Blue Buffalo,0.0,No,No,No,11.0,0.0,Very Active,0.0,81.0,Yes,No,19.05
8292,Yorkshire Terrier,Small,Male,2.0,,Very Active,Special diet,Blue Buffalo,,No,No,No,14.0,0.0,Moderate,1.0,56.0,Yes,Yes,24.04
8293,Bulldog,Medium,Female,3.0,,,Hard food,Iams,2.0,Yes,No,No,9.0,1.0,Low,0.0,56.0,Yes,No,17.24
8294,Chihuahua,Small,Female,10.0,Spayed,Low,Hard food,Hill's Science,2.0,No,Yes,No,9.0,3.0,Moderate,,53.0,Yes,No,17.24
8295,Bulldog,Medium,Female,5.0,,Active,Hard food,Royal Canin,3.0,Yes,No,No,12.0,1.0,Active,2.0,76.0,Yes,,23.59
8296,Australian Shepherd,Medium,Male,3.0,Neutered,Moderate,Hard food,Iams,3.0,No,No,No,10.0,2.0,Low,1.0,58.0,Yes,Yes,21.77
8297,Dachshund,Small,Female,2.0,Neutered,Active,Home cooked,Special,1.0,No,Yes,No,11.0,,Very Active,4.0,58.0,Yes,Yes,17.69
8298,Labrador Retriever,Large,Female,9.0,Spayed,,Home cooked,Special,3.0,Yes,No,No,11.0,2.0,Moderate,1.0,90.0,Yes,Yes,27.67
8299,Labrador Retriever,Large,Female,5.0,,,Special diet,Pedigree,4.0,Yes,Yes,No,10.0,0.0,,3.0,81.0,Yes,No,38.1
8300,Siberian Husky,Medium,Female,10.0,Spayed,Active,Wet food,Royal Canin,4.0,Yes,,No,,3.0,Very Active,1.0,78.0,Yes,Yes,32.66
8301,Australian Shepherd,Medium,Male,9.0,Spayed,Very Active,Wet food,Hill's Science,4.0,Yes,No,No,10.0,1.0,Very Active,2.0,69.0,Yes,Yes,24.95
8302,Dachshund,Small,Male,4.0,Spayed,Active,Wet food,Blue Buffalo,3.0,No,Yes,No,13.0,1.0,Active,2.0,51.0,Yes,Yes,15.88
8303,German Shepherd,Large,Male,5.0,Spayed,Very Active,,Hill's Science,,No,Yes,No,9.0,1.0,Very Active,2.0,49.0,Yes,Yes,
8304,Rottweiler,Large,Male,2.0,,Low,Wet food,Purina,0.0,No,Yes,Yes,8.0,1.0,Active,1.0,77.0,Yes,No,18.14
8305,Siberian Husky,Medium,Male,3.0,Neutered,,Home cooked,Special,2.0,No,Yes,No,10.0,,Very Active,2.0,67.0,Yes,Yes,20.41
8306,Poodle,Small,Female,1.0,,Active,Wet food,Blue Buffalo,3.0,No,Yes,No,12.0,1.0,Moderate,3.0,73.0,Yes,No,31.75
8307,Chihuahua,Small,Female,11.0,,Very Active,Hard food,Pedigree,3.0,Yes,No,No,11.0,2.0,,1.0,64.0,Yes,Yes,27.22
8308,Beagle,Small,Male,8.0,,Low,Special diet,Pedigree,1.0,Yes,No,No,10.0,3.0,Low,0.0,69.0,Yes,Yes,22.23
8309,Siberian Husky,Medium,Female,4.0,Spayed,,Home cooked,Special,4.0,Yes,No,No,9.0,1.0,Low,1.0,75.0,Yes,Yes,21.77
8310,Yorkshire Terrier,Small,Female,4.0,Spayed,Low,Special diet,Blue Buffalo,0.0,No,No,No,12.0,2.0,Moderate,,54.0,Yes,Yes,22.68
8311,Yorkshire Terrier,Small,Male,5.0,Spayed,Active,Wet food,Blue Buffalo,1.0,No,No,No,13.0,2.0,Very Active,2.0,56.0,Yes,Yes,9.07
8312,Rottweiler,Large,Female,6.0,Spayed,,Wet food,Pedigree,3.0,Yes,No,No,9.0,0.0,,0.0,36.0,Yes,Yes,28.12
8313,Golden Retriever,Large,Female,7.0,,Moderate,Special diet,Royal Canin,1.0,Yes,Yes,No,10.0,0.0,,1.0,68.0,Yes,Yes,27.67
8314,Boxer,Medium,Male,6.0,,,Wet food,Iams,2.0,No,No,No,11.0,2.0,Moderate,0.0,63.0,Yes,No,10.89
8315,,Small,Female,5.0,Neutered,Moderate,,Special,4.0,No,Yes,No,11.0,1.0,Active,2.0,62.0,Yes,Yes,19.05
8316,Yorkshire Terrier,Small,Female,9.0,Neutered,Active,Special diet,Wellness,2.0,Yes,Yes,Yes,13.0,3.0,,0.0,64.0,Yes,No,9.98
8317,Bulldog,Medium,Male,7.0,Spayed,,Hard food,Nutro,6.0,Yes,Yes,No,11.0,2.0,Very Active,,57.0,,Yes,28.12
8318,Beagle,Small,Male,6.0,Neutered,Active,Hard food,Iams,6.0,No,Yes,No,10.0,1.0,Moderate,0.0,95.0,Yes,Yes,24.95
8319,German Shepherd,Large,Female,5.0,,Low,Special diet,Hill's Science,3.0,Yes,,No,9.0,1.0,Active,0.0,75.0,Yes,Yes,17.69
8320,Australian Shepherd,Medium,Female,5.0,,Active,Special diet,Purina,3.0,Yes,Yes,No,10.0,1.0,Low,,52.0,Yes,Yes,26.76
8321,Labrador Retriever,Large,Male,9.0,,Very Active,Special diet,Hill's Science,3.0,Yes,No,No,10.0,0.0,,1.0,82.0,Yes,Yes,18.14
8322,Dachshund,Small,Male,11.0,Spayed,Low,Special diet,Royal Canin,,Yes,,No,13.0,2.0,Low,1.0,59.0,Yes,Yes,23.13
8323,Beagle,Small,Female,11.0,Spayed,Very Active,Wet food,Wellness,3.0,No,No,No,14.0,1.0,Moderate,3.0,44.0,Yes,Yes,
8324,Chihuahua,Small,Male,9.0,Neutered,Very Active,Home cooked,,0.0,,Yes,No,10.0,2.0,,1.0,54.0,Yes,Yes,23.13
8325,Chihuahua,Small,Male,11.0,Neutered,Moderate,Special diet,Hill's Science,1.0,No,No,No,9.0,3.0,,1.0,60.0,Yes,Yes,15.42
8326,Rottweiler,Large,Female,11.0,Neutered,Active,Special diet,Pedigree,1.0,No,Yes,No,12.0,2.0,,1.0,69.0,Yes,Yes,27.22
8327,Australian Shepherd,,Male,2.0,,Active,Hard food,Blue Buffalo,5.0,Yes,Yes,No,10.0,1.0,Very Active,2.0,73.0,,Yes,28.58
8328,Golden Retriever,Large,Female,4.0,Neutered,Moderate,Home cooked,Special,5.0,Yes,Yes,No,12.0,3.0,Moderate,4.0,75.0,Yes,Yes,22.68
