Raca,Idade,peso_kg,porte_animal,Status_Saude,calorias_diarias_RER,Sugestao_Otimizada
Rottweiler,7.0,23.13,Médio,Sim,738.29,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,4.0,25.85,Grande,Sim,802.5,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,4.0,27.22,Grande,Sim,834.19,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,8.0,16.33,Médio,Sim,568.64,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,11.0,14.06,Médio,Sim,508.26,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,6.0,21.32,Médio,Sim,694.53,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,6.0,26.31,Grande,Sim,813.18,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,3.0,14.97,Médio,Sim,532.74,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,4.0,27.22,Grande,Sim,834.19,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,11.0,24.49,Médio,Sim,770.62,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,13.0,26.76,Grande,Não,823.59,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Dachshund,9.0,19.5,Médio,Não,649.57,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Great Dane,7.0,25.85,Grande,Sim,802.5,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,6.0,21.77,Médio,Sim,705.49,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,5.0,34.93,Grande,Não,1005.77,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Boxer,12.0,22.68,Médio,Não,727.5,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Australian Shepherd,8.0,27.22,Grande,Sim,834.19,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),8.0,22.68,Médio,Sim,727.5,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,8.0,25.85,Grande,Não,802.5,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Labrador Retriever,13.0,14.97,Médio,Não,532.74,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Bulldog,7.0,25.4,Grande,Sim,792.0,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,11.0,15.88,Médio,Não,556.85,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Doberman,6.0,24.49,Médio,Sim,770.62,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,10.0,28.58,Grande,Sim,865.26,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,7.0,25.85,Grande,Sim,802.5,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,12.0,25.4,Grande,Sim,792.0,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,12.0,33.57,Grande,Sim,976.25,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,13.0,24.04,Médio,Sim,759.97,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,9.0,20.41,Médio,Sim,672.17,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,1.0,23.13,Médio,Não,738.29,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Golden Retriever,12.0,20.87,Médio,Sim,683.5,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,4.0,17.24,Médio,Sim,592.24,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,7.0,17.24,Médio,Não,592.24,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Beagle,12.0,31.3,Grande,Sim,926.31,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,1.0,13.15,Médio,Sim,483.38,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,1.0,20.87,Médio,Sim,683.5,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,8.0,25.4,Grande,Não,792.0,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Labrador Retriever,5.0,26.31,Grande,Sim,813.18,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,2.0,20.41,Médio,Sim,672.17,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,3.0,24.49,Médio,Sim,770.62,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,1.0,15.42,Médio,Sim,544.7,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,8.0,12.25,Médio,Sim,458.35,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,5.0,12.25,Médio,Sim,458.35,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,2.0,21.77,Médio,Sim,705.49,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,3.0,25.4,Grande,Sim,792.0,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,9.0,15.42,Médio,Sim,544.7,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,4.0,34.93,Grande,Sim,1005.77,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,11.0,33.57,Grande,Sim,976.25,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,7.0,23.13,Médio,Sim,738.29,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,6.0,17.24,Médio,Sim,592.24,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,8.0,20.87,Médio,Não,683.5,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Yorkshire Terrier,13.0,7.26,Pequeno,Sim,309.6,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
Australian Shepherd,6.0,27.22,Grande,Sim,834.19,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,6.0,23.59,Médio,Sim,749.28,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,10.0,18.6,Médio,Sim,626.95,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,5.0,31.75,Grande,Sim,936.28,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,12.0,21.77,Médio,Não,705.49,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Yorkshire Terrier,10.0,17.24,Médio,Sim,592.24,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,8.0,25.85,Grande,Sim,802.5,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,6.0,39.01,Grande,Sim,1092.65,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,11.0,21.32,Médio,Sim,694.53,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,2.0,31.75,Grande,Sim,936.28,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,11.0,19.5,Médio,Sim,649.57,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,12.0,11.79,Médio,Sim,445.38,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,11.0,21.32,Médio,Sim,694.53,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,5.0,22.68,Médio,Não,727.5,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Dachshund,6.0,16.33,Médio,Sim,568.64,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,10.0,19.96,Médio,Sim,661.03,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,12.0,27.22,Grande,Sim,834.19,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,11.0,21.32,Médio,Não,694.53,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
SRD (Sem Raça Definida),7.0,10.89,Médio,Sim,419.63,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,7.0,22.23,Médio,Não,716.64,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Great Dane,9.0,20.41,Médio,Sim,672.17,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,6.0,20.87,Médio,Não,683.5,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Rottweiler,7.0,14.97,Médio,Sim,532.74,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,2.0,13.15,Médio,Sim,483.38,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,10.0,25.4,Grande,Sim,792.0,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,12.0,9.98,Pequeno,Não,393.05,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Australian Shepherd,8.0,25.85,Grande,Não,802.5,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Bulldog,4.0,14.51,Médio,Sim,520.41,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,8.0,37.65,Grande,Sim,1063.95,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,12.0,39.01,Grande,Não,1092.65,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Great Dane,13.0,24.95,Médio,Sim,781.45,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,4.0,34.02,Grande,Sim,986.05,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,10.0,9.07,Pequeno,Não,365.85,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Labrador Retriever,13.0,25.85,Grande,Sim,802.5,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,8.0,35.83,Grande,Sim,1025.14,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,7.0,31.3,Grande,Não,926.31,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Golden Retriever,7.0,27.67,Grande,Sim,844.51,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,10.0,23.59,Médio,Sim,749.28,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,2.0,19.05,Médio,Sim,638.29,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,8.0,19.05,Médio,Sim,638.29,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,2.0,24.49,Médio,Sim,770.62,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,11.0,24.04,Médio,Sim,759.97,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,9.0,15.42,Médio,Sim,544.7,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,3.0,28.12,Grande,Não,854.79,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Poodle,9.0,26.76,Grande,Sim,823.59,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,2.0,21.77,Médio,Sim,705.49,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,5.0,26.31,Grande,Sim,813.18,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,12.0,34.93,Grande,Sim,1005.77,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,9.0,18.6,Médio,Sim,626.95,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
