Raca,peso_kg,Status_Saude,Sugestao_Racao
Bulldog,20.41,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Labrador Retriever,15.42,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,24.49,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,11.34,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,19.05,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Labrador Retriever,21.77,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,12.7,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,27.67,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Poodle,29.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,26.76,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,21.77,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,26.31,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,21.32,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,9.98,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
Great Dane,12.25,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Dachshund,11.34,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,22.68,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,30.39,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,27.67,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,27.67,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,20.41,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),16.33,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,21.32,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,22.68,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,15.88,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,19.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,5.44,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Labrador Retriever,31.3,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,20.41,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,19.05,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,31.3,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,14.06,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,23.13,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,24.04,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,13.61,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,23.13,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,17.24,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),26.76,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,14.06,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,20.87,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,19.05,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,21.32,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,16.33,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,25.85,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Yorkshire Terrier,22.68,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,33.11,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,18.6,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,14.06,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,28.58,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,4.54,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Boxer,14.51,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Labrador Retriever,24.49,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,17.69,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,15.88,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,27.22,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,33.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,20.87,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,22.68,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,24.95,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,24.95,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,25.4,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,10.43,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Boxer,23.59,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Chihuahua,16.33,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,18.14,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,27.22,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,26.76,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Rottweiler,27.67,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,25.4,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
German Shepherd,27.67,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,29.94,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,24.95,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,29.94,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,27.67,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,22.68,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,11.79,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,9.53,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Dachshund,22.23,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,22.68,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Bulldog,34.02,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,28.58,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,20.41,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,21.77,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,19.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,11.34,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,16.33,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,20.41,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,14.51,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,41.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,19.05,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Yorkshire Terrier,24.49,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,18.14,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,29.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,24.49,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Dachshund,25.4,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Labrador Retriever,18.14,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,15.88,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Beagle,33.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,22.23,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,20.87,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,18.14,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,17.69,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,32.21,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,16.33,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Beagle,22.68,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Royal Canin® Digestive Care Medium Breed Dry Dog Food"
Dachshund,30.39,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Australian Shepherd,29.48,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
