Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Other Pets in Household,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F)
Yorkshire Terrier,Small,Female,8.0,6.2,Spayed,Active,4.0,No,No,9.0,2.0,Very Active,2.0,70.0
Dachshund,Small,Female,11.0,15.2,Spayed,Active,3.0,Yes,No,12.0,2.0,Low,2.0,76.0
Dachshund,Small,Male,10.0,19.3,Neutered,Low,2.0,No,No,11.0,2.0,Low,2.0,75.0
Dachshund,Small,Male,3.0,13.6,Neutered,Moderate,6.0,No,No,10.0,4.0,Low,1.0,64.0
Beagle,Small,Female,8.0,21.7,Spayed,Active,2.0,No,No,10.0,2.0,Low,2.0,66.0
Poodle,Small,Female,3.0,43.0,Spayed,Active,0.0,Yes,No,12.0,2.0,Low,0.0,53.0
Beagle,Small,Female,1.0,20.6,Spayed,Active,1.0,No,No,11.0,2.0,Moderate,1.0,71.0
Beagle,Small,Female,6.0,23.0,Spayed,Low,4.0,No,No,13.0,2.0,Very Active,2.0,83.0
Yorkshire Terrier,Small,Male,10.0,5.5,Spayed,Very Active,4.0,Yes,No,12.0,2.0,Very Active,4.0,71.0
Dachshund,Small,Male,11.0,19.4,Neutered,Active,4.0,Yes,No,12.0,1.0,Very Active,2.0,64.0
Beagle,Small,Female,5.0,32.7,Neutered,Active,3.0,Yes,No,13.0,0.0,Active,2.0,95.0
Poodle,Small,Male,11.0,46.0,Spayed,Very Active,0.0,Yes,No,10.0,1.0,Very Active,3.0,78.0
Yorkshire Terrier,Small,Female,12.0,5.7,Spayed,Active,3.0,Yes,No,10.0,1.0,Moderate,0.0,61.0
Dachshund,Small,Male,6.0,12.1,Spayed,Very Active,3.0,Yes,No,11.0,1.0,Low,1.0,57.0
Dachshund,Small,Male,1.0,11.6,Spayed,Very Active,2.0,Yes,No,11.0,1.0,Moderate,2.0,64.0
Dachshund,Small,Male,6.0,19.5,Spayed,Very Active,3.0,No,No,12.0,1.0,Low,2.0,51.0
Chihuahua,Small,Male,6.0,2.3,Neutered,Active,1.0,No,No,14.0,1.0,Very Active,0.0,64.0
Dachshund,Small,Male,7.0,10.0,Neutered,Active,0.0,Yes,No,11.0,2.0,Low,1.0,84.0
Chihuahua,Small,Female,13.0,4.2,Spayed,Active,3.0,No,No,10.0,2.0,Low,1.0,42.0
Dachshund,Small,Male,3.0,16.6,Spayed,Active,0.0,Yes,No,12.0,0.0,Low,2.0,53.0
Yorkshire Terrier,Small,Female,5.0,9.6,Spayed,Low,2.0,Yes,No,13.0,2.0,Moderate,1.0,58.0
Chihuahua,Small,Male,7.0,2.3,Spayed,Low,3.0,Yes,No,12.0,1.0,Low,0.0,77.0
Beagle,Small,Male,9.0,24.6,Spayed,Active,3.0,No,No,11.0,1.0,Very Active,0.0,68.0
Yorkshire Terrier,Small,Female,4.0,5.3,Spayed,Active,1.0,Yes,No,11.0,1.0,Very Active,3.0,57.0
Chihuahua,Small,Male,6.0,6.6,Spayed,Active,1.0,No,No,10.0,0.0,Low,0.0,72.0
Dachshund,Small,Female,1.0,11.1,Spayed,Active,5.0,Yes,No,13.0,1.0,Very Active,1.0,74.0
Dachshund,Small,Male,12.0,19.4,Neutered,Low,2.0,No,No,11.0,1.0,Active,3.0,72.0
Poodle,Small,Male,12.0,51.0,Neutered,Moderate,3.0,No,No,12.0,1.0,Low,1.0,60.0
Beagle,Small,Male,8.0,35.0,Spayed,Active,5.0,Yes,No,11.0,0.0,Moderate,2.0,64.0
Poodle,Small,Female,13.0,68.0,Spayed,Low,4.0,Yes,No,10.0,1.0,Very Active,2.0,81.0
Yorkshire Terrier,Small,Male,5.0,7.9,Neutered,Very Active,4.0,No,No,9.0,2.0,Very Active,1.0,61.0
Australian Shepherd,Small,Female,2.0,54.0,Neutered,Very Active,2.0,No,No,11.0,1.0,Low,1.0,64.0
Chihuahua,Small,Male,8.0,2.2,Neutered,Very Active,2.0,No,No,12.0,1.0,Low,1.0,78.0
Beagle,Small,Male,13.0,23.4,Spayed,Moderate,3.0,No,No,12.0,2.0,Moderate,1.0,55.0
Chihuahua,Small,Female,6.0,4.7,Spayed,Active,2.0,No,No,13.0,2.0,Very Active,2.0,80.0
Yorkshire Terrier,Small,Male,7.0,7.2,Spayed,Moderate,2.0,Yes,No,11.0,1.0,Very Active,2.0,69.0
Poodle,Small,Male,11.0,34.0,Neutered,Active,2.0,Yes,No,12.0,1.0,Active,1.0,80.0
Yorkshire Terrier,Small,Female,3.0,5.8,Spayed,Very Active,3.0,No,No,10.0,1.0,Moderate,2.0,73.0
Beagle,Small,Male,3.0,25.8,Spayed,Very Active,5.0,No,No,13.0,1.0,Very Active,2.0,68.0
Poodle,Small,Male,2.0,60.0,Spayed,Very Active,5.0,Yes,No,8.0,2.0,Low,1.0,99.0
Chihuahua,Small,Female,8.0,5.2,Spayed,Moderate,3.0,No,No,10.0,1.0,Very Active,3.0,66.0
Beagle,Small,Male,5.0,21.8,Neutered,Active,1.0,No,No,11.0,1.0,Low,2.0,61.0
Poodle,Small,Female,4.0,21.0,Neutered,Active,4.0,No,No,13.0,1.0,Low,1.0,51.0
Beagle,Small,Male,8.0,24.1,Neutered,Moderate,1.0,No,No,11.0,1.0,Moderate,1.0,49.0
Dachshund,Small,Female,8.0,12.6,Neutered,Moderate,2.0,No,No,9.0,1.0,Low,3.0,82.0
Dachshund,Small,Female,13.0,17.2,Neutered,Low,3.0,No,No,13.0,2.0,Moderate,2.0,73.0
Beagle,Small,Male,2.0,24.3,Neutered,Very Active,2.0,Yes,No,13.0,2.0,Very Active,0.0,54.0
Dachshund,Small,Female,11.0,12.9,Spayed,Moderate,2.0,No,No,13.0,2.0,Active,3.0,48.0
Beagle,Small,Male,7.0,27.6,Spayed,Low,6.0,Yes,No,13.0,0.0,Very Active,3.0,51.0
Dachshund,Small,Male,1.0,17.9,Spayed,Active,4.0,No,No,8.0,4.0,Very Active,1.0,100.0
Poodle,Small,Male,7.0,65.3,Spayed,Low,3.0,Yes,No,9.0,1.0,Active,2.0,65.0
Dachshund,Small,Female,2.0,19.9,Spayed,Active,1.0,Yes,No,13.0,1.0,Very Active,0.0,56.0
Poodle,Small,Male,5.0,43.0,Spayed,Very Active,4.0,Yes,No,11.0,3.0,Very Active,1.0,52.0
Dachshund,Small,Female,9.0,17.4,Neutered,Active,2.0,No,No,9.0,2.0,Active,1.0,30.0
Dachshund,Small,Female,1.0,12.1,Spayed,Very Active,3.0,No,No,10.0,0.0,Low,2.0,46.0
Beagle,Small,Male,8.0,30.8,Neutered,Very Active,3.0,No,No,10.0,0.0,Very Active,1.0,86.0
Chihuahua,Small,Female,7.0,7.0,Neutered,Active,4.0,No,No,13.0,0.0,Very Active,2.0,50.0
Australian Shepherd,Small,Male,5.0,54.0,Spayed,Low,5.0,No,No,12.0,1.0,Very Active,1.0,61.0
Yorkshire Terrier,Small,Female,12.0,9.7,Spayed,Low,3.0,Yes,No,12.0,4.0,Low,3.0,83.0
Beagle,Small,Male,8.0,20.0,Spayed,Active,0.0,No,No,9.0,1.0,Active,1.0,72.0
Dachshund,Small,Male,1.0,8.5,Spayed,Very Active,3.0,Yes,No,14.0,1.0,Moderate,2.0,82.0
Chihuahua,Small,Female,3.0,7.1,Spayed,Moderate,2.0,No,No,8.0,2.0,Very Active,1.0,82.0
Beagle,Small,Male,1.0,26.0,Spayed,Moderate,5.0,Yes,No,11.0,0.0,Very Active,2.0,67.0
Australian Shepherd,Small,Male,4.0,44.0,Spayed,Moderate,2.0,No,No,12.0,1.0,Moderate,1.0,56.0
Beagle,Small,Male,11.0,31.1,Neutered,Active,0.0,Yes,No,9.0,2.0,Moderate,1.0,64.0
Yorkshire Terrier,Small,Male,5.0,6.0,Spayed,Active,3.0,Yes,No,12.0,2.0,Active,3.0,78.0
Poodle,Small,Male,7.0,38.0,Neutered,Very Active,5.0,No,No,13.0,1.0,Very Active,0.0,67.0
Beagle,Small,Male,6.0,26.2,Spayed,Active,4.0,Yes,No,12.0,2.0,Moderate,1.0,64.0
Dachshund,Small,Male,3.0,8.5,Spayed,Low,3.0,Yes,No,12.0,0.0,Low,1.0,85.0
Beagle,Small,Female,7.0,35.0,Neutered,Very Active,2.0,Yes,No,12.0,1.0,Very Active,2.0,93.0
Poodle,Small,Female,7.0,36.0,Spayed,Active,2.0,No,No,8.0,1.0,Active,2.0,75.0
Dachshund,Small,Female,9.0,14.4,Spayed,Active,3.0,Yes,No,11.0,2.0,Moderate,3.0,66.0
Yorkshire Terrier,Small,Male,8.0,9.4,Spayed,Low,2.0,Yes,No,11.0,3.0,Very Active,1.0,64.0
Dachshund,Small,Male,12.0,15.1,Spayed,Active,0.0,No,No,11.0,2.0,Very Active,1.0,73.0
Poodle,Small,Female,6.0,62.0,Neutered,Active,6.0,No,No,12.0,1.0,Low,2.0,73.0
Yorkshire Terrier,Small,Male,10.0,5.0,Neutered,Active,4.0,Yes,No,11.0,2.0,Very Active,1.0,60.0
Chihuahua,Small,Male,8.0,7.9,Spayed,Very Active,1.0,No,No,10.0,1.0,Active,3.0,47.0
Poodle,Small,Female,6.0,51.0,Spayed,Moderate,4.0,Yes,No,12.0,0.0,Very Active,1.0,63.0
Yorkshire Terrier,Small,Male,6.0,8.1,Spayed,Active,4.0,No,No,12.0,2.0,Low,2.0,32.0
Chihuahua,Small,Male,11.0,3.0,Spayed,Active,1.0,No,No,11.0,2.0,Moderate,1.0,76.0
Beagle,Small,Female,6.0,27.8,Spayed,Active,1.0,Yes,No,12.0,1.0,Low,2.0,65.0
Poodle,Small,Male,2.0,34.0,Neutered,Active,3.0,No,Yes,9.0,1.0,Moderate,2.0,53.0
Poodle,Small,Male,11.0,30.0,Spayed,Active,0.0,Yes,No,11.0,2.0,Moderate,3.0,95.0
Poodle,Small,Male,6.0,48.0,Spayed,Moderate,3.0,No,Yes,11.0,0.0,Very Active,1.0,66.0
Yorkshire Terrier,Small,Female,11.0,4.6,Neutered,Low,2.0,Yes,Yes,12.0,1.0,Very Active,1.0,66.0
Chihuahua,Small,Male,1.0,4.9,Spayed,Very Active,2.0,No,No,11.0,0.0,Very Active,3.0,55.0
Dachshund,Small,Male,3.0,14.4,Neutered,Active,2.0,No,No,13.0,1.0,Very Active,0.0,84.0
Yorkshire Terrier,Small,Male,8.0,9.0,Neutered,Low,5.0,Yes,No,13.0,3.0,Very Active,4.0,55.0
Poodle,Small,Male,6.0,56.0,Spayed,Active,5.0,No,No,11.0,1.0,Active,3.0,41.0
Poodle,Small,Female,6.0,57.0,Neutered,Active,0.0,Yes,No,12.0,2.0,Very Active,0.0,60.0
Beagle,Small,Male,7.0,32.0,Neutered,Very Active,6.0,No,No,8.0,1.0,Active,2.0,73.0
Yorkshire Terrier,Small,Male,8.0,8.0,Spayed,Very Active,1.0,Yes,No,13.0,2.0,Very Active,1.0,55.0
Beagle,Small,Male,8.0,31.6,Neutered,Active,1.0,Yes,No,10.0,2.0,Low,2.0,32.0
Australian Shepherd,Small,Female,12.0,65.0,Neutered,Moderate,5.0,No,No,13.0,1.0,Very Active,2.0,56.0
Poodle,Small,Male,4.0,32.0,Spayed,Low,0.0,Yes,No,12.0,0.0,Low,0.0,61.0
Australian Shepherd,Small,Female,3.0,51.0,Neutered,Low,3.0,Yes,No,9.0,1.0,Active,3.0,51.0
Poodle,Small,Male,11.0,19.0,Spayed,Active,3.0,Yes,No,8.0,2.0,Low,1.0,81.0
Yorkshire Terrier,Small,Male,12.0,7.4,Neutered,Moderate,1.0,Yes,No,12.0,2.0,Very Active,2.0,53.0
Beagle,Small,Male,2.0,23.3,Spayed,Low,4.0,Yes,No,12.0,3.0,Very Active,1.0,32.0
Dachshund,Small,Male,6.0,10.9,Neutered,Low,3.0,No,No,9.0,1.0,Very Active,1.0,57.0
Dachshund,Small,Male,10.0,15.0,Spayed,Active,3.0,Yes,No,13.0,2.0,Moderate,1.0,76.0
Chihuahua,Small,Male,13.0,5.7,Spayed,Active,4.0,Yes,No,12.0,2.0,Moderate,3.0,61.0
Beagle,Small,Female,13.0,26.2,Neutered,Active,4.0,No,No,10.0,1.0,Very Active,1.0,64.0
Poodle,Small,Female,5.0,35.0,Spayed,Moderate,3.0,No,No,9.0,0.0,Active,1.0,45.0
Poodle,Small,Female,10.0,46.0,Spayed,Active,3.0,Yes,No,11.0,2.0,Moderate,1.0,48.0
Chihuahua,Small,Female,8.0,6.9,Neutered,Active,3.0,Yes,No,13.0,2.0,Very Active,2.0,82.0
Dachshund,Small,Male,13.0,8.2,Neutered,Active,5.0,Yes,No,11.0,1.0,Very Active,3.0,62.0
Dachshund,Small,Male,10.0,17.8,Spayed,Moderate,3.0,No,No,12.0,2.0,Moderate,2.0,35.0
Poodle,Small,Male,10.0,60.0,Spayed,Very Active,2.0,Yes,No,11.0,1.0,Very Active,1.0,64.0
Poodle,Small,Female,5.0,63.0,Spayed,Low,3.0,Yes,No,8.0,1.0,Moderate,1.0,61.0
Chihuahua,Small,Male,4.0,2.6,Spayed,Very Active,3.0,No,No,12.0,1.0,Very Active,1.0,100.0
Yorkshire Terrier,Small,Male,8.0,8.7,Spayed,Active,2.0,No,No,11.0,0.0,Active,2.0,48.0
Chihuahua,Small,Male,11.0,2.0,Spayed,Very Active,3.0,No,No,10.0,3.0,Very Active,3.0,58.0
Dachshund,Small,Female,11.0,19.6,Spayed,Moderate,2.0,Yes,No,11.0,3.0,Very Active,2.0,66.0
Beagle,Small,Female,3.0,23.9,Spayed,Moderate,3.0,Yes,No,11.0,2.0,Very Active,1.0,64.0
Beagle,Small,Female,2.0,33.4,Neutered,Active,1.0,No,No,13.0,1.0,Very Active,0.0,83.0
Beagle,Small,Female,8.0,31.0,Spayed,Very Active,1.0,No,No,9.0,0.0,Very Active,0.0,95.0
Dachshund,Small,Female,2.0,11.3,Neutered,Active,4.0,Yes,No,10.0,1.0,Moderate,1.0,51.0
Beagle,Small,Male,1.0,32.0,Spayed,Moderate,3.0,Yes,No,10.0,2.0,Low,1.0,48.0
Chihuahua,Small,Female,5.0,2.7,Spayed,Moderate,3.0,No,No,14.0,1.0,Very Active,2.0,87.0
Yorkshire Terrier,Small,Female,8.0,4.9,Spayed,Moderate,2.0,No,No,10.0,0.0,Very Active,0.0,41.0
Dachshund,Small,Male,5.0,19.0,Neutered,Low,2.0,Yes,No,11.0,3.0,Moderate,0.0,73.0
Poodle,Small,Female,5.0,62.0,Spayed,Active,2.0,No,Yes,11.0,0.0,Very Active,3.0,75.0
Yorkshire Terrier,Small,Female,8.0,7.4,Spayed,Low,1.0,No,No,11.0,2.0,Very Active,1.0,51.0
Yorkshire Terrier,Small,Male,8.0,4.4,Spayed,Active,3.0,Yes,No,8.0,4.0,Very Active,0.0,78.0
Beagle,Small,Male,6.0,24.4,Spayed,Very Active,1.0,No,No,13.0,1.0,Active,3.0,30.0
Dachshund,Small,Female,2.0,11.8,Neutered,Low,3.0,Yes,No,10.0,3.0,Low,1.0,92.0
Australian Shepherd,Small,Male,8.0,43.9,Spayed,Active,2.0,Yes,No,11.0,1.0,Active,1.0,89.0
Yorkshire Terrier,Small,Male,7.0,9.8,Neutered,Very Active,3.0,No,No,11.0,1.0,Active,3.0,55.0
Beagle,Small,Female,6.0,25.6,Neutered,Active,3.0,Yes,No,12.0,3.0,Low,1.0,79.0
Poodle,Small,Male,7.0,33.0,Spayed,Active,1.0,Yes,No,12.0,2.0,Very Active,1.0,73.0
Yorkshire Terrier,Small,Female,13.0,6.5,Spayed,Very Active,1.0,Yes,No,11.0,2.0,Very Active,3.0,61.0
Poodle,Small,Female,5.0,64.0,Spayed,Very Active,3.0,Yes,No,9.0,2.0,Very Active,1.0,64.0
Beagle,Small,Female,13.0,27.6,Spayed,Very Active,2.0,No,No,13.0,0.0,Active,3.0,60.0
Poodle,Small,Male,2.0,50.0,Spayed,Active,1.0,No,No,8.0,1.0,Moderate,1.0,75.0
Beagle,Small,Male,13.0,30.6,Spayed,Moderate,2.0,No,No,12.0,2.0,Low,2.0,82.0
Yorkshire Terrier,Small,Male,7.0,5.1,Spayed,Active,3.0,No,No,11.0,1.0,Very Active,1.0,63.0
Yorkshire Terrier,Small,Female,1.0,6.3,Spayed,Active,2.0,No,No,9.0,1.0,Very Active,2.0,100.0
Beagle,Small,Male,8.0,21.1,Spayed,Moderate,2.0,No,No,12.0,1.0,Low,1.0,67.0
Poodle,Small,Female,8.0,36.0,Neutered,Moderate,4.0,No,No,13.0,2.0,Moderate,0.0,83.0
Yorkshire Terrier,Small,Male,7.0,8.8,Neutered,Active,2.0,No,No,11.0,2.0,Moderate,1.0,71.0
Yorkshire Terrier,Small,Male,10.0,8.7,Spayed,Very Active,2.0,No,No,12.0,2.0,Moderate,0.0,81.0
Chihuahua,Small,Male,13.0,3.8,Neutered,Active,3.0,No,No,8.0,2.0,Low,2.0,74.0
Poodle,Small,Female,12.0,26.0,Spayed,Very Active,0.0,No,No,9.0,2.0,Very Active,2.0,68.0
Poodle,Small,Male,8.0,49.0,Neutered,Low,1.0,No,No,11.0,2.0,Low,2.0,50.0
Dachshund,Small,Male,8.0,18.3,Neutered,Low,4.0,No,No,12.0,0.0,Low,4.0,73.0
Beagle,Small,Male,5.0,25.6,Spayed,Low,4.0,Yes,No,9.0,2.0,Moderate,1.0,47.0
Chihuahua,Small,Male,7.0,5.2,Neutered,Active,3.0,Yes,No,10.0,1.0,Low,4.0,81.0
Yorkshire Terrier,Small,Female,5.0,9.2,Spayed,Moderate,3.0,Yes,No,12.0,2.0,Low,1.0,58.0
Poodle,Small,Male,9.0,57.0,Spayed,Active,3.0,Yes,No,11.0,2.0,Very Active,2.0,76.0
Yorkshire Terrier,Small,Male,3.0,6.7,Spayed,Active,0.0,No,No,8.0,1.0,Moderate,2.0,79.0
Beagle,Small,Male,7.0,31.5,Spayed,Low,2.0,No,No,10.0,1.0,Active,4.0,55.0
Yorkshire Terrier,Small,Female,2.0,5.9,Spayed,Low,2.0,Yes,No,10.0,3.0,Very Active,4.0,55.0
Dachshund,Small,Female,10.0,8.4,Neutered,Very Active,3.0,No,No,9.0,1.0,Active,2.0,61.0
Beagle,Small,Female,5.0,22.9,Neutered,Active,3.0,Yes,No,13.0,0.0,Very Active,1.0,53.0
Dachshund,Small,Male,4.0,8.6,Spayed,Moderate,3.0,No,No,9.0,2.0,Low,4.0,76.0
Dachshund,Small,Female,8.0,14.9,Neutered,Moderate,1.0,No,No,14.0,2.0,Very Active,1.0,75.0
Poodle,Small,Male,7.0,55.0,Spayed,Very Active,3.0,Yes,No,11.0,0.0,Low,3.0,83.0
Dachshund,Small,Female,9.0,13.6,Spayed,Active,1.0,Yes,No,13.0,2.0,Very Active,0.0,43.0
Poodle,Small,Male,3.0,40.0,Neutered,Moderate,0.0,No,No,9.0,2.0,Very Active,1.0,60.0
Chihuahua,Small,Male,5.0,5.9,Neutered,Low,2.0,No,No,10.0,1.0,Very Active,2.0,55.0
Dachshund,Small,Male,7.0,8.9,Spayed,Active,4.0,No,No,10.0,2.0,Low,0.0,60.0
Poodle,Small,Female,3.0,44.0,Spayed,Low,3.0,Yes,No,10.0,2.0,Moderate,2.0,50.0
Poodle,Small,Male,9.0,42.0,Spayed,Active,1.0,Yes,No,9.0,2.0,Moderate,1.0,30.0
Chihuahua,Small,Male,8.0,7.1,Neutered,Active,4.0,No,No,10.0,0.0,Very Active,1.0,69.0
Dachshund,Small,Male,10.0,17.8,Neutered,Moderate,2.0,Yes,No,10.0,2.0,Active,1.0,71.0
Dachshund,Small,Male,9.0,8.3,Spayed,Moderate,3.0,No,No,14.0,2.0,Active,3.0,57.0
Poodle,Small,Female,4.0,50.0,Spayed,Low,4.0,No,No,13.0,1.0,Very Active,1.0,61.0
Poodle,Small,Female,8.0,41.0,Spayed,Active,3.0,No,No,13.0,1.0,Very Active,1.0,63.0
Chihuahua,Small,Male,2.0,2.9,Neutered,Low,4.0,Yes,No,12.0,1.0,Active,2.0,63.0
Beagle,Small,Male,11.0,25.5,Neutered,Moderate,2.0,No,No,10.0,1.0,Very Active,3.0,76.0
Yorkshire Terrier,Small,Male,2.0,5.2,Spayed,Very Active,3.0,No,No,10.0,2.0,Moderate,0.0,60.0
Dachshund,Small,Male,5.0,19.0,Spayed,Moderate,4.0,Yes,No,12.0,0.0,Very Active,4.0,86.0
Beagle,Small,Male,9.0,20.2,Neutered,Moderate,5.0,No,No,13.0,2.0,Moderate,0.0,53.0
Yorkshire Terrier,Small,Male,9.0,5.6,Spayed,Active,3.0,Yes,No,10.0,2.0,Active,2.0,68.0
Dachshund,Small,Male,7.0,10.3,Neutered,Active,3.0,Yes,No,13.0,4.0,Very Active,1.0,58.0
Beagle,Small,Female,3.0,23.8,Spayed,Moderate,3.0,Yes,No,9.0,0.0,Very Active,2.0,72.0
Chihuahua,Small,Female,6.0,2.9,Spayed,Active,3.0,No,No,9.0,2.0,Very Active,0.0,96.0
Poodle,Small,Male,10.0,56.0,Spayed,Very Active,3.0,No,No,9.0,2.0,Active,1.0,81.0
Chihuahua,Small,Female,6.0,7.2,Neutered,Active,0.0,No,No,9.0,2.0,Active,1.0,61.0
Yorkshire Terrier,Small,Male,12.0,10.0,Spayed,Active,5.0,Yes,No,11.0,1.0,Moderate,2.0,49.0
Beagle,Small,Male,11.0,29.2,Neutered,Active,3.0,No,No,14.0,0.0,Very Active,2.0,85.0
Poodle,Small,Male,9.0,65.0,Neutered,Moderate,2.0,No,No,12.0,2.0,Low,2.0,75.0
Dachshund,Small,Female,9.0,13.8,Spayed,Moderate,1.0,No,No,13.0,2.0,Very Active,1.0,77.0
Yorkshire Terrier,Small,Female,10.0,8.2,Spayed,Very Active,2.0,Yes,No,11.0,1.0,Very Active,1.0,89.0
Beagle,Small,Female,6.0,23.4,Spayed,Active,3.0,Yes,No,11.0,1.0,Active,1.0,43.0
Yorkshire Terrier,Small,Female,7.0,9.9,Neutered,Active,2.0,No,No,9.0,1.0,Active,3.0,75.0
Chihuahua,Small,Female,8.0,6.8,Spayed,Active,4.0,No,No,11.0,2.0,Low,1.0,60.0
Yorkshire Terrier,Small,Female,10.0,7.5,Spayed,Very Active,1.0,Yes,No,10.0,1.0,Very Active,2.0,63.0
Dachshund,Small,Male,10.0,19.7,Spayed,Very Active,3.0,Yes,No,10.0,2.0,Very Active,1.0,80.0
Yorkshire Terrier,Small,Female,7.0,4.4,Spayed,Active,2.0,Yes,No,10.0,2.0,Very Active,2.0,64.0
Yorkshire Terrier,Small,Female,12.0,7.5,Neutered,Active,3.0,Yes,No,10.0,4.0,Active,0.0,82.0
Dachshund,Small,Female,11.0,19.2,Spayed,Active,4.0,No,No,11.0,2.0,Moderate,1.0,45.0
Dachshund,Small,Male,13.0,17.0,Spayed,Moderate,7.0,No,No,8.0,0.0,Very Active,2.0,49.0
Yorkshire Terrier,Small,Female,11.0,5.8,Spayed,Moderate,1.0,Yes,No,12.0,3.0,Moderate,1.0,78.0
Poodle,Small,Female,11.0,41.0,Spayed,Low,3.0,Yes,No,12.0,0.0,Very Active,2.0,68.0
Beagle,Small,Female,8.0,29.9,Spayed,Very Active,4.0,No,No,11.0,1.0,Very Active,3.0,54.0
Poodle,Small,Female,13.0,58.0,Neutered,Active,2.0,No,No,10.0,2.0,Low,3.0,87.0
Poodle,Small,Male,3.0,52.0,Neutered,Active,3.0,No,No,11.0,2.0,Active,2.0,68.0
Chihuahua,Small,Male,6.0,5.5,Neutered,Very Active,3.0,Yes,No,10.0,2.0,Very Active,1.0,77.0
Poodle,Small,Female,11.0,67.0,Spayed,Active,2.0,No,No,13.0,2.0,Very Active,2.0,57.0
Beagle,Small,Male,5.0,22.7,Spayed,Low,3.0,Yes,No,12.0,2.0,Moderate,1.0,30.0
Beagle,Small,Male,6.0,32.0,Spayed,Very Active,3.0,No,No,10.0,3.0,Moderate,4.0,64.0
Beagle,Small,Male,8.0,34.3,Spayed,Low,2.0,No,No,10.0,2.0,Moderate,2.0,85.0
Dachshund,Small,Female,8.0,19.8,Neutered,Low,3.0,Yes,No,13.0,1.0,Moderate,1.0,67.0
Yorkshire Terrier,Small,Male,12.0,5.2,Neutered,Low,3.0,Yes,No,10.0,1.0,Very Active,2.0,53.0
Poodle,Small,Male,6.0,45.0,Spayed,Very Active,4.0,Yes,No,11.0,0.0,Very Active,0.0,87.0
Chihuahua,Small,Female,4.0,5.8,Neutered,Very Active,5.0,No,No,8.0,2.0,Moderate,3.0,56.0
Chihuahua,Small,Male,5.0,3.9,Spayed,Active,2.0,Yes,No,12.0,2.0,Active,0.0,44.0
Dachshund,Small,Male,13.0,18.6,Neutered,Moderate,3.0,Yes,No,11.0,1.0,Very Active,1.0,94.0
Beagle,Small,Female,7.0,33.5,Neutered,Active,3.0,No,No,11.0,1.0,Active,2.0,70.0
Chihuahua,Small,Female,5.0,7.2,Neutered,Active,4.0,No,No,8.0,2.0,Very Active,2.0,64.0
Beagle,Small,Female,7.0,32.8,Spayed,Active,3.0,No,No,10.0,1.0,Moderate,1.0,62.0
Chihuahua,Small,Male,9.0,3.9,Neutered,Active,3.0,No,No,12.0,2.0,Moderate,2.0,68.0
Chihuahua,Small,Male,8.0,5.9,Spayed,Very Active,4.0,No,No,11.0,3.0,Low,2.0,74.0
Beagle,Small,Female,8.0,29.2,Neutered,Low,2.0,No,No,12.0,1.0,Very Active,1.0,41.0
Beagle,Small,Female,6.0,31.0,Neutered,Active,1.0,Yes,No,10.0,0.0,Moderate,1.0,66.0
Yorkshire Terrier,Small,Female,6.0,4.4,Spayed,Very Active,0.0,No,No,12.0,1.0,Moderate,1.0,61.0
Poodle,Small,Female,10.0,51.0,Spayed,Moderate,4.0,No,No,10.0,0.0,Very Active,1.0,69.0
Chihuahua,Small,Female,5.0,2.0,Spayed,Active,1.0,Yes,No,9.0,3.0,Low,1.0,67.0
Poodle,Small,Male,12.0,50.0,Spayed,Active,0.0,Yes,No,11.0,1.0,Moderate,0.0,60.0
Australian Shepherd,Small,Male,9.0,53.1,Spayed,Very Active,2.0,No,No,10.0,2.0,Moderate,1.0,57.0
Poodle,Small,Male,4.0,55.0,Spayed,Low,1.0,No,No,11.0,1.0,Low,3.0,75.0
Poodle,Small,Female,3.0,40.0,Spayed,Active,1.0,Yes,No,9.0,2.0,Very Active,4.0,71.0
Dachshund,Small,Female,4.0,15.0,Spayed,Moderate,3.0,No,No,8.0,3.0,Low,3.0,69.0
Poodle,Small,Male,9.0,49.0,Neutered,Active,2.0,No,No,11.0,2.0,Low,1.0,57.0
Poodle,Small,Male,5.0,59.0,Neutered,Very Active,2.0,No,No,10.0,1.0,Moderate,2.0,71.0
Chihuahua,Small,Male,5.0,6.6,Spayed,Very Active,3.0,No,No,10.0,3.0,Active,3.0,60.0
Chihuahua,Small,Male,6.0,7.7,Spayed,Active,1.0,Yes,No,8.0,2.0,Low,2.0,49.0
Chihuahua,Small,Male,7.0,5.2,Spayed,Active,3.0,Yes,Yes,8.0,1.0,Very Active,1.0,82.0
Beagle,Small,Male,10.0,21.7,Spayed,Moderate,2.0,No,No,13.0,0.0,Very Active,2.0,60.0
Poodle,Small,Male,8.0,44.0,Spayed,Very Active,2.0,No,No,11.0,1.0,Very Active,3.0,56.0
Chihuahua,Small,Female,3.0,3.0,Neutered,Moderate,3.0,Yes,No,12.0,0.0,Very Active,1.0,57.0
Yorkshire Terrier,Small,Male,12.0,5.0,Spayed,Low,2.0,No,No,12.0,2.0,Very Active,1.0,56.0
Dachshund,Small,Male,10.0,13.3,Neutered,Low,2.0,Yes,No,11.0,2.0,Low,1.0,66.0
Chihuahua,Small,Male,9.0,7.7,Spayed,Very Active,4.0,Yes,No,10.0,2.0,Moderate,1.0,82.0
