Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
Golden Retriever,Large,Female,6.0,Spayed,Active,2.0,14.0,1.0,3.0,12.7
Great Dane,Large,Female,11.0,Neutered,Very Active,2.0,12.0,2.0,1.0,9.53
Poodle,Small,Male,12.0,Unknown,Moderate,2.0,11.0,1.0,3.0,21.32
Boxer,Medium,Female,13.0,Spayed,Very Active,1.0,11.0,1.0,1.0,22.68
Australian Shepherd,Medium,Male,5.0,Spayed,Moderate,3.0,9.0,4.0,3.0,14.97
Unknown,Large,Male,4.0,Spayed,Active,4.0,10.0,3.0,4.0,30.39
Siberian Husky,Medium,Unknown,1.0,Unknown,Low,1.0,12.0,1.0,3.0,22.68
Rottweiler,Large,Unknown,8.0,Unknown,Very Active,1.0,9.0,1.0,3.0,15.42
Australian Shepherd,Medium,Male,8.0,Spayed,Unknown,1.0,12.0,2.0,0.0,24.95
Rottweiler,Large,Male,2.0,Unknown,Active,2.0,11.0,1.0,2.0,19.96
Great Dane,Large,Female,6.0,Spayed,Very Active,2.0,12.0,1.0,1.0,4.54
Dachshund,Small,Male,11.0,Spayed,Active,1.0,11.0,1.0,1.0,36.74
Poodle,Unknown,Female,3.0,Unknown,Very Active,3.0,11.0,2.0,0.0,18.6
German Shepherd,Large,Female,11.0,Spayed,Moderate,5.0,14.0,0.0,4.0,31.3
Golden Retriever,Large,Female,7.0,Neutered,Low,3.0,12.0,1.0,4.0,28.12
Bulldog,Medium,Female,11.0,Spayed,Active,0.0,13.0,1.0,1.0,29.48
Dachshund,Small,Female,2.0,Neutered,Low,3.0,10.0,1.0,2.0,24.95
Chihuahua,Small,Female,1.0,Unknown,Very Active,2.0,11.0,4.0,1.0,19.5
Poodle,Small,Female,3.0,Unknown,Active,2.0,12.0,0.0,1.0,29.48
Great Dane,Large,Female,3.0,Neutered,Very Active,2.0,11.0,1.0,4.0,24.04
Boxer,Medium,Female,9.0,Unknown,Active,5.0,12.0,0.0,0.0,28.12
Poodle,Small,Male,4.0,Unknown,Active,0.0,12.0,1.0,2.0,16.78
Great Dane,Large,Female,3.0,Unknown,Very Active,2.0,12.0,1.0,1.0,10.89
Bulldog,Medium,Female,8.0,Spayed,Low,2.0,10.0,3.0,1.0,29.48
Boxer,Medium,Male,8.0,Unknown,Low,1.0,12.0,2.0,1.0,27.22
Labrador Retriever,Large,Female,6.0,Unknown,Unknown,5.0,11.0,3.0,2.0,17.24
Siberian Husky,Medium,Female,8.0,Spayed,Low,3.0,14.0,3.0,1.0,19.05
German Shepherd,Large,Female,13.0,Neutered,Very Active,3.0,11.0,2.0,1.0,16.78
Poodle,Small,Male,5.0,Unknown,Very Active,4.0,12.0,2.0,0.0,16.78
Chihuahua,Small,Female,6.0,Neutered,Active,2.0,12.0,2.0,1.0,31.75
Chihuahua,Small,Female,13.0,Spayed,Active,4.0,10.0,2.0,1.0,15.42
Australian Shepherd,Medium,Male,13.0,Neutered,Active,3.0,11.0,3.0,2.0,33.57
Unknown,Large,Female,8.0,Unknown,Active,4.0,11.0,2.0,2.0,16.33
Australian Shepherd,Medium,Male,8.0,Spayed,Active,4.0,8.0,2.0,2.0,17.24
Chihuahua,Small,Female,2.0,Spayed,Active,6.0,11.0,2.0,1.0,29.03
Boxer,Medium,Male,6.0,Unknown,Unknown,1.0,10.0,4.0,1.0,21.32
Dachshund,Small,Male,8.0,Spayed,Very Active,1.0,10.0,1.0,2.0,13.15
Chihuahua,Small,Female,8.0,Neutered,Very Active,2.0,12.0,0.0,1.0,34.47
Great Dane,Large,Male,3.0,Neutered,Very Active,4.0,12.0,1.0,2.0,24.95
Poodle,Small,Female,7.0,Neutered,Active,5.0,10.0,0.0,1.0,22.68
Labrador Retriever,Large,Male,6.0,Spayed,Moderate,2.0,14.0,0.0,1.0,14.97
Rottweiler,Large,Female,7.0,Neutered,Low,4.0,13.0,2.0,1.0,19.5
Rottweiler,Large,Male,6.0,Spayed,Very Active,0.0,11.0,0.0,1.0,19.96
Beagle,Small,Female,4.0,Neutered,Low,2.0,12.0,1.0,2.0,21.77
Beagle,Small,Male,6.0,Unknown,Active,4.0,10.0,2.0,1.0,30.39
Great Dane,Large,Female,3.0,Neutered,Active,5.0,9.0,2.0,1.0,24.95
Labrador Retriever,Large,Male,11.0,Unknown,Active,1.0,11.0,0.0,3.0,27.67
Dachshund,Small,Female,2.0,Neutered,Unknown,3.0,11.0,2.0,0.0,24.49
Yorkshire Terrier,Small,Male,5.0,Neutered,Unknown,4.0,10.0,1.0,2.0,20.87
Bulldog,Medium,Female,3.0,Unknown,Moderate,2.0,12.0,0.0,1.0,11.34
German Shepherd,Large,Female,4.0,Neutered,Moderate,0.0,10.0,0.0,2.0,21.77
Dachshund,Small,Female,5.0,Spayed,Active,3.0,9.0,2.0,1.0,30.84
Yorkshire Terrier,Small,Male,12.0,Spayed,Moderate,0.0,12.0,1.0,0.0,23.59
German Shepherd,Large,Male,11.0,Neutered,Very Active,3.0,11.0,3.0,1.0,19.96
Doberman,Large,Female,2.0,Spayed,Moderate,1.0,8.0,3.0,4.0,13.15
Doberman,Large,Unknown,5.0,Neutered,Very Active,1.0,11.0,2.0,4.0,26.31
Boxer,Medium,Male,12.0,Unknown,Very Active,0.0,12.0,1.0,4.0,22.68
Great Dane,Large,Female,3.0,Neutered,Moderate,1.0,11.0,0.0,2.0,21.32
Chihuahua,Small,Female,6.0,Unknown,Very Active,4.0,8.0,1.0,2.0,15.88
Golden Retriever,Large,Female,13.0,Unknown,Active,3.0,12.0,1.0,3.0,17.24
Poodle,Small,Male,3.0,Neutered,Unknown,1.0,12.0,3.0,0.0,16.78
Rottweiler,Large,Female,8.0,Spayed,Moderate,3.0,11.0,2.0,4.0,30.84
Rottweiler,Large,Female,7.0,Neutered,Unknown,3.0,12.0,2.0,3.0,23.59
Doberman,Large,Male,11.0,Spayed,Active,4.0,10.0,2.0,1.0,14.06
Boxer,Medium,Male,1.0,Spayed,Very Active,4.0,12.0,1.0,2.0,19.5
Great Dane,Large,Female,12.0,Neutered,Very Active,4.0,11.0,2.0,3.0,24.04
Rottweiler,Large,Female,2.0,Neutered,Low,2.0,9.0,0.0,1.0,16.33
Beagle,Small,Male,12.0,Neutered,Unknown,4.0,13.0,0.0,0.0,24.04
Chihuahua,Small,Male,8.0,Spayed,Very Active,2.0,11.0,1.0,3.0,15.88
Bulldog,Medium,Female,9.0,Unknown,Active,3.0,12.0,3.0,3.0,29.03
Dachshund,Small,Female,12.0,Neutered,Low,1.0,12.0,3.0,2.0,19.5
Great Dane,Large,Female,1.0,Neutered,Unknown,1.0,11.0,2.0,2.0,12.7
Great Dane,Large,Female,3.0,Neutered,Unknown,3.0,9.0,2.0,3.0,22.68
Bulldog,Medium,Male,2.0,Spayed,Moderate,1.0,11.0,1.0,3.0,26.31
Doberman,Large,Female,4.0,Unknown,Active,3.0,10.0,2.0,1.0,29.48
Doberman,Large,Female,2.0,Unknown,Unknown,2.0,14.0,2.0,1.0,36.74
Dachshund,Small,Female,12.0,Spayed,Low,4.0,14.0,0.0,1.0,18.6
Great Dane,Large,Unknown,6.0,Neutered,Active,2.0,12.0,2.0,1.0,33.57
Unknown,Large,Unknown,8.0,Unknown,Low,2.0,11.0,1.0,2.0,10.89
Poodle,Small,Female,4.0,Neutered,Low,3.0,11.0,1.0,3.0,20.87
Siberian Husky,Medium,Male,1.0,Spayed,Very Active,2.0,10.0,2.0,2.0,23.13
Boxer,Medium,Female,13.0,Spayed,Moderate,3.0,14.0,2.0,0.0,26.31
Bulldog,Medium,Female,8.0,Spayed,Low,2.0,8.0,2.0,0.0,24.04
Rottweiler,Large,Male,10.0,Neutered,Low,3.0,10.0,1.0,1.0,25.4
Siberian Husky,Medium,Male,13.0,Spayed,Low,6.0,11.0,0.0,2.0,15.42
Poodle,Small,Male,13.0,Unknown,Low,2.0,12.0,0.0,3.0,20.41
Yorkshire Terrier,Small,Male,4.0,Unknown,Very Active,3.0,11.0,3.0,1.0,14.51
Doberman,Large,Female,11.0,Spayed,Moderate,2.0,9.0,1.0,2.0,24.04
Beagle,Small,Male,10.0,Neutered,Low,2.0,13.0,3.0,2.0,23.59
Beagle,Small,Male,7.0,Unknown,Low,2.0,10.0,1.0,4.0,29.94
Labrador Retriever,Large,Female,5.0,Unknown,Low,1.0,10.0,2.0,0.0,25.85
Chihuahua,Small,Female,1.0,Unknown,Active,3.0,12.0,1.0,1.0,20.87
Chihuahua,Small,Unknown,7.0,Unknown,Unknown,5.0,12.0,0.0,2.0,24.04
Chihuahua,Small,Male,8.0,Spayed,Unknown,3.0,12.0,0.0,2.0,22.68
Australian Shepherd,Medium,Female,13.0,Spayed,Moderate,3.0,11.0,2.0,1.0,17.24
Dachshund,Small,Male,4.0,Neutered,Active,1.0,12.0,0.0,2.0,20.41
Siberian Husky,Medium,Female,4.0,Unknown,Very Active,2.0,10.0,1.0,3.0,28.12
Australian Shepherd,Medium,Male,6.0,Spayed,Moderate,1.0,13.0,0.0,2.0,27.67
Boxer,Medium,Female,4.0,Neutered,Moderate,3.0,14.0,0.0,0.0,25.85
Yorkshire Terrier,Small,Female,9.0,Neutered,Very Active,1.0,10.0,2.0,1.0,4.54
Boxer,Medium,Male,7.0,Unknown,Unknown,0.0,13.0,3.0,2.0,17.24
Beagle,Small,Female,3.0,Unknown,Active,2.0,12.0,1.0,2.0,28.58
Unknown,Large,Female,7.0,Spayed,Active,1.0,12.0,3.0,0.0,25.85
Chihuahua,Small,Female,5.0,Unknown,Moderate,2.0,13.0,2.0,1.0,24.49
Labrador Retriever,Large,Male,7.0,Unknown,Unknown,5.0,12.0,1.0,2.0,25.85
Rottweiler,Large,Female,5.0,Neutered,Moderate,1.0,12.0,1.0,2.0,18.14
Dachshund,Small,Male,3.0,Neutered,Active,2.0,11.0,2.0,1.0,18.6
Great Dane,Large,Male,12.0,Spayed,Unknown,2.0,12.0,2.0,2.0,16.78
German Shepherd,Large,Male,9.0,Spayed,Very Active,2.0,10.0,1.0,3.0,22.68
Rottweiler,Large,Female,6.0,Unknown,Active,5.0,12.0,3.0,1.0,20.87
Bulldog,Medium,Male,2.0,Unknown,Moderate,4.0,8.0,2.0,1.0,24.95
Dachshund,Small,Male,13.0,Neutered,Moderate,5.0,13.0,1.0,3.0,34.47
Dachshund,Small,Male,1.0,Neutered,Unknown,3.0,11.0,0.0,0.0,23.13
Doberman,Large,Female,9.0,Spayed,Active,2.0,9.0,2.0,3.0,16.33
Poodle,Small,Male,9.0,Spayed,Unknown,3.0,10.0,1.0,3.0,12.7
Beagle,Small,Male,11.0,Unknown,Active,3.0,12.0,2.0,1.0,18.14
Siberian Husky,Medium,Female,5.0,Unknown,Unknown,3.0,10.0,4.0,0.0,20.87
Chihuahua,Small,Female,12.0,Spayed,Low,2.0,11.0,1.0,1.0,17.69
Great Dane,Large,Female,8.0,Spayed,Low,3.0,11.0,1.0,1.0,28.12
Unknown,Large,Male,3.0,Unknown,Unknown,4.0,11.0,2.0,1.0,31.75
Labrador Retriever,Large,Male,6.0,Unknown,Very Active,6.0,8.0,1.0,1.0,22.68
Bulldog,Medium,Female,8.0,Neutered,Unknown,3.0,14.0,2.0,1.0,30.39
Yorkshire Terrier,Small,Female,6.0,Unknown,Very Active,1.0,11.0,1.0,1.0,14.51
Unknown,Medium,Male,13.0,Unknown,Very Active,1.0,9.0,1.0,2.0,26.76
Doberman,Large,Female,2.0,Unknown,Very Active,2.0,13.0,3.0,2.0,36.29
Bulldog,Medium,Male,12.0,Spayed,Unknown,0.0,11.0,1.0,3.0,27.22
Chihuahua,Small,Male,4.0,Neutered,Very Active,3.0,12.0,3.0,1.0,26.31
Bulldog,Medium,Male,3.0,Spayed,Unknown,3.0,9.0,2.0,0.0,16.78
German Shepherd,Large,Female,8.0,Spayed,Unknown,1.0,12.0,1.0,2.0,33.57
Unknown,Large,Male,2.0,Spayed,Active,5.0,10.0,0.0,1.0,20.41
Poodle,Small,Female,5.0,Neutered,Unknown,1.0,11.0,1.0,4.0,32.21
Boxer,Medium,Female,12.0,Neutered,Active,2.0,11.0,1.0,2.0,22.23
Boxer,Medium,Male,11.0,Unknown,Very Active,4.0,12.0,4.0,3.0,15.88
Doberman,Large,Male,12.0,Spayed,Very Active,2.0,11.0,2.0,0.0,17.24
Bulldog,Medium,Male,4.0,Spayed,Unknown,1.0,11.0,1.0,0.0,28.58
Poodle,Small,Male,5.0,Unknown,Moderate,2.0,11.0,0.0,4.0,22.23
Siberian Husky,Medium,Male,13.0,Neutered,Low,3.0,14.0,3.0,1.0,26.76
Beagle,Small,Male,8.0,Neutered,Unknown,3.0,10.0,0.0,2.0,34.02
Australian Shepherd,Medium,Female,9.0,Spayed,Low,3.0,11.0,1.0,0.0,16.78
Unknown,Unknown,Female,7.0,Unknown,Active,3.0,9.0,1.0,1.0,30.84
Poodle,Small,Unknown,10.0,Neutered,Low,1.0,10.0,2.0,4.0,17.24
Labrador Retriever,Large,Female,6.0,Unknown,Unknown,2.0,9.0,3.0,0.0,19.96
Siberian Husky,Medium,Female,7.0,Spayed,Low,2.0,12.0,0.0,1.0,26.76
Beagle,Small,Male,6.0,Spayed,Active,4.0,11.0,1.0,1.0,23.59
Yorkshire Terrier,Small,Female,6.0,Neutered,Active,3.0,9.0,1.0,2.0,34.02
Siberian Husky,Medium,Male,4.0,Unknown,Unknown,2.0,13.0,3.0,1.0,19.05
Bulldog,Medium,Male,6.0,Neutered,Very Active,2.0,12.0,2.0,0.0,32.21
Dachshund,Small,Male,9.0,Neutered,Active,6.0,10.0,3.0,4.0,22.68
Dachshund,Small,Male,13.0,Neutered,Moderate,1.0,10.0,0.0,1.0,28.12
Poodle,Small,Female,6.0,Unknown,Unknown,3.0,13.0,3.0,2.0,35.38
Unknown,Large,Female,5.0,Spayed,Active,4.0,12.0,1.0,2.0,13.15
Bulldog,Medium,Male,6.0,Unknown,Unknown,4.0,12.0,0.0,1.0,21.32
Siberian Husky,Medium,Male,10.0,Spayed,Low,4.0,13.0,0.0,1.0,18.14
Australian Shepherd,Medium,Female,6.0,Spayed,Active,1.0,11.0,2.0,2.0,29.03
Bulldog,Medium,Female,9.0,Spayed,Unknown,1.0,10.0,2.0,0.0,17.69
Golden Retriever,Large,Male,12.0,Spayed,Active,2.0,12.0,0.0,0.0,24.49
Labrador Retriever,Large,Male,1.0,Spayed,Unknown,3.0,11.0,2.0,2.0,32.66
Poodle,Small,Female,5.0,Spayed,Active,5.0,12.0,2.0,1.0,22.23
Chihuahua,Small,Male,6.0,Unknown,Moderate,2.0,11.0,3.0,1.0,22.68
Great Dane,Large,Male,4.0,Neutered,Moderate,4.0,9.0,0.0,2.0,19.05
Doberman,Large,Female,4.0,Neutered,Very Active,3.0,13.0,3.0,1.0,9.07
Great Dane,Large,Female,13.0,Spayed,Very Active,5.0,12.0,1.0,1.0,21.32
German Shepherd,Large,Male,12.0,Unknown,Moderate,2.0,11.0,0.0,2.0,30.84
Golden Retriever,Large,Male,7.0,Unknown,Very Active,5.0,10.0,2.0,0.0,23.13
Yorkshire Terrier,Small,Female,10.0,Spayed,Active,2.0,12.0,2.0,2.0,14.51
Rottweiler,Large,Female,2.0,Neutered,Very Active,4.0,10.0,1.0,0.0,29.94
Bulldog,Medium,Male,1.0,Spayed,Very Active,2.0,12.0,0.0,4.0,34.47
Yorkshire Terrier,Small,Male,9.0,Neutered,Active,2.0,12.0,1.0,2.0,9.53
Dachshund,Small,Female,1.0,Neutered,Very Active,2.0,13.0,3.0,0.0,17.24
Great Dane,Large,Female,4.0,Neutered,Unknown,3.0,10.0,4.0,0.0,15.88
Unknown,Medium,Female,2.0,Neutered,Unknown,5.0,12.0,2.0,2.0,25.85
Golden Retriever,Large,Male,10.0,Unknown,Very Active,0.0,11.0,2.0,1.0,22.23
Beagle,Small,Male,13.0,Neutered,Unknown,4.0,12.0,0.0,2.0,17.24
Siberian Husky,Medium,Female,12.0,Spayed,Moderate,0.0,12.0,1.0,1.0,33.11
Great Dane,Large,Male,6.0,Spayed,Active,1.0,11.0,1.0,0.0,11.34
Poodle,Small,Male,6.0,Unknown,Low,3.0,13.0,0.0,1.0,18.14
Bulldog,Medium,Male,2.0,Unknown,Very Active,2.0,10.0,3.0,1.0,17.24
Labrador Retriever,Large,Male,7.0,Neutered,Moderate,3.0,11.0,1.0,1.0,17.24
Bulldog,Medium,Male,5.0,Spayed,Low,2.0,11.0,2.0,2.0,26.76
Siberian Husky,Medium,Female,1.0,Spayed,Unknown,1.0,10.0,0.0,3.0,16.78
Doberman,Large,Female,10.0,Spayed,Low,2.0,14.0,2.0,2.0,23.13
Australian Shepherd,Medium,Male,9.0,Spayed,Unknown,0.0,13.0,2.0,2.0,22.68
Labrador Retriever,Large,Male,9.0,Spayed,Active,4.0,11.0,0.0,0.0,29.94
Beagle,Small,Female,5.0,Unknown,Moderate,2.0,14.0,0.0,3.0,29.48
Boxer,Medium,Unknown,2.0,Neutered,Moderate,2.0,14.0,3.0,0.0,25.4
Yorkshire Terrier,Small,Male,10.0,Spayed,Active,2.0,11.0,4.0,0.0,20.41
Siberian Husky,Medium,Male,9.0,Unknown,Active,4.0,8.0,2.0,2.0,22.68
Australian Shepherd,Medium,Female,11.0,Spayed,Low,1.0,12.0,1.0,4.0,31.3
Beagle,Small,Male,5.0,Unknown,Very Active,1.0,10.0,0.0,0.0,21.77
Dachshund,Small,Female,8.0,Neutered,Very Active,4.0,11.0,1.0,2.0,12.7
Poodle,Small,Male,7.0,Unknown,Active,1.0,11.0,0.0,2.0,14.51
Great Dane,Large,Male,6.0,Spayed,Moderate,0.0,11.0,3.0,3.0,37.19
Dachshund,Small,Male,9.0,Unknown,Active,1.0,14.0,3.0,0.0,22.68
Chihuahua,Small,Female,6.0,Unknown,Very Active,3.0,9.0,1.0,4.0,20.41
Yorkshire Terrier,Unknown,Female,5.0,Unknown,Active,0.0,11.0,1.0,1.0,14.51
Golden Retriever,Large,Male,8.0,Neutered,Moderate,4.0,13.0,1.0,1.0,23.13
Bulldog,Medium,Female,8.0,Spayed,Unknown,1.0,14.0,2.0,2.0,24.04
Chihuahua,Small,Male,13.0,Spayed,Low,2.0,10.0,2.0,1.0,24.95
Doberman,Large,Male,1.0,Spayed,Active,1.0,14.0,1.0,1.0,19.96
Great Dane,Large,Male,7.0,Neutered,Unknown,2.0,12.0,2.0,2.0,23.59
Unknown,Medium,Male,11.0,Spayed,Unknown,4.0,13.0,1.0,4.0,18.14
Doberman,Large,Female,5.0,Unknown,Very Active,5.0,10.0,3.0,1.0,22.68
Bulldog,Medium,Female,11.0,Neutered,Active,3.0,10.0,2.0,4.0,17.69
Boxer,Medium,Male,3.0,Neutered,Active,4.0,12.0,2.0,4.0,16.78
Yorkshire Terrier,Small,Female,12.0,Unknown,Low,2.0,9.0,2.0,1.0,26.76
Poodle,Small,Female,8.0,Neutered,Unknown,5.0,9.0,0.0,1.0,26.31
Bulldog,Medium,Male,5.0,Spayed,Very Active,5.0,8.0,3.0,1.0,23.13
Labrador Retriever,Large,Male,6.0,Unknown,Unknown,3.0,11.0,1.0,1.0,25.85
Beagle,Small,Female,2.0,Neutered,Unknown,1.0,13.0,1.0,0.0,23.13
Dachshund,Small,Female,12.0,Neutered,Very Active,3.0,10.0,2.0,2.0,22.68
Golden Retriever,Large,Female,2.0,Unknown,Moderate,1.0,11.0,1.0,1.0,27.67
Rottweiler,Large,Female,6.0,Neutered,Very Active,2.0,10.0,2.0,2.0,33.57
Doberman,Large,Male,12.0,Spayed,Moderate,3.0,14.0,0.0,1.0,28.12
Rottweiler,Large,Male,6.0,Neutered,Low,3.0,12.0,1.0,1.0,36.74
Boxer,Medium,Male,6.0,Spayed,Moderate,4.0,13.0,2.0,2.0,26.31
Rottweiler,Large,Male,10.0,Spayed,Active,1.0,14.0,2.0,2.0,26.76
Boxer,Medium,Female,3.0,Unknown,Unknown,1.0,10.0,3.0,2.0,31.3
Beagle,Small,Unknown,5.0,Neutered,Very Active,3.0,9.0,0.0,2.0,20.41
Australian Shepherd,Medium,Female,13.0,Neutered,Unknown,5.0,11.0,1.0,3.0,26.31
Golden Retriever,Large,Female,2.0,Neutered,Very Active,3.0,11.0,2.0,4.0,34.47
Boxer,Medium,Female,3.0,Spayed,Unknown,2.0,11.0,2.0,1.0,20.41
Australian Shepherd,Medium,Male,12.0,Unknown,Moderate,4.0,11.0,2.0,2.0,19.96
Bulldog,Medium,Unknown,7.0,Spayed,Moderate,5.0,11.0,2.0,1.0,19.96
Poodle,Small,Male,3.0,Spayed,Low,2.0,12.0,2.0,2.0,17.24
Dachshund,Small,Female,5.0,Spayed,Unknown,3.0,12.0,1.0,3.0,22.23
Golden Retriever,Large,Male,1.0,Spayed,Low,2.0,13.0,1.0,1.0,32.66
Great Dane,Large,Male,5.0,Unknown,Unknown,2.0,11.0,1.0,1.0,20.41
Yorkshire Terrier,Small,Female,5.0,Spayed,Low,1.0,10.0,0.0,1.0,29.48
Siberian Husky,Medium,Unknown,12.0,Unknown,Unknown,2.0,11.0,1.0,2.0,33.57
Chihuahua,Small,Male,9.0,Spayed,Very Active,2.0,10.0,1.0,0.0,20.41
Poodle,Small,Unknown,12.0,Spayed,Low,1.0,14.0,0.0,3.0,14.06
Dachshund,Small,Male,7.0,Neutered,Active,3.0,14.0,1.0,3.0,24.04
Rottweiler,Large,Male,11.0,Spayed,Active,4.0,10.0,3.0,1.0,13.15
Beagle,Small,Female,1.0,Neutered,Low,3.0,11.0,3.0,1.0,16.78
Doberman,Large,Female,2.0,Unknown,Active,3.0,13.0,2.0,2.0,19.5
Yorkshire Terrier,Small,Male,6.0,Unknown,Unknown,2.0,11.0,1.0,1.0,28.12
Rottweiler,Large,Male,8.0,Unknown,Active,1.0,11.0,1.0,1.0,18.14
Australian Shepherd,Medium,Male,6.0,Unknown,Active,5.0,12.0,1.0,4.0,20.41
Siberian Husky,Medium,Female,9.0,Unknown,Active,2.0,10.0,3.0,1.0,36.29
Poodle,Small,Male,9.0,Neutered,Active,3.0,11.0,1.0,3.0,32.21
Boxer,Medium,Male,4.0,Unknown,Very Active,3.0,11.0,0.0,2.0,20.87
Great Dane,Large,Male,2.0,Unknown,Active,1.0,12.0,1.0,3.0,12.25
Unknown,Large,Female,6.0,Neutered,Unknown,5.0,12.0,2.0,1.0,24.95
Great Dane,Large,Female,3.0,Spayed,Very Active,2.0,14.0,3.0,0.0,16.78
Golden Retriever,Large,Female,4.0,Unknown,Low,4.0,12.0,2.0,0.0,32.21
Yorkshire Terrier,Small,Female,3.0,Unknown,Very Active,6.0,11.0,3.0,3.0,19.96
Dachshund,Small,Male,7.0,Spayed,Active,3.0,9.0,0.0,0.0,25.4
Australian Shepherd,Medium,Female,6.0,Spayed,Unknown,4.0,10.0,1.0,1.0,25.4
Great Dane,Large,Male,5.0,Neutered,Moderate,3.0,11.0,3.0,1.0,21.32
Great Dane,Large,Male,7.0,Neutered,Very Active,5.0,12.0,1.0,2.0,29.03
Siberian Husky,Medium,Male,3.0,Spayed,Low,3.0,9.0,0.0,2.0,15.88
Bulldog,Medium,Male,8.0,Neutered,Moderate,0.0,11.0,1.0,1.0,9.98
Labrador Retriever,Large,Male,4.0,Spayed,Active,3.0,9.0,0.0,4.0,32.66
Poodle,Small,Female,1.0,Spayed,Very Active,4.0,9.0,1.0,1.0,31.3
Golden Retriever,Unknown,Female,8.0,Unknown,Active,0.0,11.0,1.0,0.0,17.24
Unknown,Medium,Female,4.0,Spayed,Moderate,5.0,11.0,2.0,1.0,23.13
Siberian Husky,Medium,Female,8.0,Neutered,Active,4.0,11.0,3.0,1.0,24.95
Siberian Husky,Medium,Male,7.0,Spayed,Active,3.0,10.0,0.0,3.0,19.05
Rottweiler,Large,Male,5.0,Unknown,Very Active,3.0,11.0,2.0,2.0,27.67
Bulldog,Medium,Female,9.0,Spayed,Low,3.0,12.0,1.0,1.0,19.05
Dachshund,Small,Female,4.0,Unknown,Active,3.0,11.0,2.0,3.0,16.33
German Shepherd,Large,Female,6.0,Unknown,Moderate,1.0,11.0,3.0,1.0,26.31
Dachshund,Small,Male,7.0,Neutered,Low,4.0,10.0,2.0,3.0,19.96
Poodle,Small,Male,10.0,Neutered,Very Active,4.0,10.0,2.0,3.0,32.21
Chihuahua,Small,Male,1.0,Unknown,Very Active,3.0,11.0,1.0,3.0,16.33
German Shepherd,Large,Female,3.0,Spayed,Moderate,4.0,13.0,2.0,2.0,19.5
Labrador Retriever,Large,Female,6.0,Unknown,Active,3.0,13.0,2.0,0.0,23.59
Yorkshire Terrier,Unknown,Male,1.0,Neutered,Unknown,2.0,12.0,3.0,1.0,24.49
Poodle,Small,Male,3.0,Spayed,Moderate,3.0,12.0,0.0,2.0,28.12
Rottweiler,Large,Male,11.0,Neutered,Unknown,3.0,11.0,1.0,1.0,18.14
Yorkshire Terrier,Small,Female,10.0,Unknown,Low,5.0,10.0,2.0,1.0,34.02
Boxer,Medium,Male,10.0,Neutered,Moderate,2.0,12.0,2.0,1.0,27.22
Great Dane,Large,Male,12.0,Unknown,Very Active,1.0,10.0,2.0,1.0,28.12
Golden Retriever,Large,Male,2.0,Unknown,Moderate,4.0,10.0,2.0,1.0,17.69
Dachshund,Small,Male,2.0,Spayed,Active,4.0,11.0,1.0,1.0,19.5
Doberman,Large,Male,9.0,Neutered,Very Active,2.0,9.0,2.0,1.0,21.32
Boxer,Medium,Female,5.0,Spayed,Very Active,3.0,10.0,0.0,0.0,35.38
Yorkshire Terrier,Small,Female,5.0,Spayed,Very Active,3.0,10.0,3.0,3.0,26.31
Labrador Retriever,Large,Male,9.0,Unknown,Active,4.0,11.0,0.0,1.0,24.04
Bulldog,Medium,Male,5.0,Spayed,Moderate,6.0,10.0,0.0,1.0,36.74
Dachshund,Small,Male,4.0,Neutered,Moderate,5.0,11.0,3.0,1.0,11.79
Chihuahua,Small,Male,1.0,Neutered,Moderate,0.0,12.0,4.0,1.0,17.24
Bulldog,Medium,Male,11.0,Unknown,Active,1.0,14.0,0.0,2.0,18.6
Yorkshire Terrier,Small,Male,2.0,Neutered,Unknown,6.0,9.0,3.0,2.0,28.12
German Shepherd,Large,Female,9.0,Spayed,Active,3.0,12.0,1.0,1.0,36.74
Dachshund,Unknown,Female,4.0,Neutered,Very Active,4.0,11.0,2.0,1.0,31.75
Labrador Retriever,Large,Unknown,13.0,Neutered,Unknown,5.0,11.0,1.0,1.0,21.32
Great Dane,Large,Male,6.0,Spayed,Low,4.0,11.0,3.0,0.0,21.32
Bulldog,Medium,Female,6.0,Unknown,Very Active,3.0,11.0,1.0,2.0,15.42
Rottweiler,Large,Female,4.0,Spayed,Active,3.0,12.0,0.0,2.0,9.07
Doberman,Large,Female,6.0,Unknown,Low,4.0,10.0,2.0,1.0,24.49
Siberian Husky,Medium,Male,8.0,Neutered,Low,0.0,8.0,2.0,1.0,29.94
Beagle,Small,Female,6.0,Spayed,Unknown,0.0,8.0,2.0,0.0,25.4
Dachshund,Small,Male,8.0,Spayed,Low,3.0,11.0,2.0,3.0,27.67
Rottweiler,Large,Male,5.0,Unknown,Active,1.0,11.0,1.0,2.0,26.31
Beagle,Small,Female,11.0,Spayed,Low,2.0,13.0,0.0,0.0,23.13
Dachshund,Small,Male,4.0,Spayed,Unknown,0.0,13.0,1.0,4.0,29.94
Poodle,Small,Female,6.0,Neutered,Very Active,0.0,10.0,0.0,2.0,29.03
Rottweiler,Large,Female,5.0,Unknown,Moderate,2.0,12.0,2.0,2.0,17.69
Rottweiler,Large,Female,7.0,Spayed,Moderate,2.0,9.0,3.0,1.0,28.58
Doberman,Large,Female,4.0,Spayed,Low,1.0,11.0,0.0,2.0,14.97
