Breed,Sex,Age,animalWeight_kg,animalSize,Daily Activity Level,Diet,Food Brand,daily_walk_km,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,RER_kcal,Healthy
Doberman,Female,11.0,22.68,Medium,Moderate,Hard food,Nutro,8.05,No,No,8.0,2.0,Moderate,2.0,727.5,No
Golden Retriever,Female,4.0,15.88,Medium,Active,Wet food,Pedigree,4.83,No,No,12.0,1.0,Moderate,1.0,556.85,Yes
Rottweiler,Female,9.0,31.75,Large,Moderate,Home cooked,Special,3.22,Yes,No,10.0,2.0,Very Active,0.0,936.28,No
Siberian Husky,Female,3.0,25.85,Large,Active,Hard food,Iams,3.22,Yes,No,10.0,2.0,Active,1.0,802.5,Yes
Yorkshire Terrier,Female,7.0,14.97,Medium,Active,Wet food,Blue Buffalo,4.83,No,No,10.0,1.0,Very Active,0.0,532.74,Yes
Boxer,Male,12.0,21.77,Medium,Moderate,Wet food,Hill's Science,6.44,No,No,10.0,2.0,Low,2.0,705.49,Yes
Golden Retriever,Male,8.0,17.24,Medium,Active,Wet food,Hill's Science,8.05,No,No,12.0,0.0,Moderate,0.0,592.24,Yes
Boxer,Female,4.0,18.6,Medium,Active,Home cooked,Special,3.22,No,No,9.0,3.0,Low,3.0,626.95,Yes
Dachshund,Male,5.0,19.96,Medium,Moderate,Home cooked,Special,4.83,No,No,8.0,2.0,Very Active,0.0,661.03,Yes
Siberian Husky,Male,3.0,17.69,Medium,Active,Special diet,Hill's Science,3.22,No,No,12.0,3.0,Low,4.0,603.8,Yes
Mixed/SRD,Male,3.0,24.49,Medium,Active,Hard food,Wellness,1.61,No,No,12.0,3.0,Active,2.0,770.62,Yes
Labrador Retriever,Male,6.0,14.97,Medium,Active,Hard food,Pedigree,1.61,Yes,Yes,12.0,0.0,Very Active,1.0,532.74,Yes
Dachshund,Female,13.0,24.95,Medium,Active,Wet food,Iams,6.44,No,No,11.0,1.0,Very Active,0.0,781.45,No
Labrador Retriever,Female,4.0,13.61,Medium,Very Active,Home cooked,Special,1.61,No,No,12.0,1.0,Active,1.0,496.01,Yes
Dachshund,Male,7.0,20.41,Medium,Active,Hard food,Nutro,4.83,No,No,9.0,2.0,Low,2.0,672.17,Yes
Siberian Husky,Male,13.0,10.43,Medium,Moderate,Special diet,Royal Canin,6.44,No,No,12.0,1.0,Very Active,2.0,406.27,No
Doberman,Female,1.0,15.42,Medium,Active,Home cooked,Special,4.83,Yes,No,8.0,2.0,Active,1.0,544.7,Yes
Chihuahua,Female,2.0,26.76,Large,Active,Wet food,Hill's Science,3.22,Yes,No,14.0,1.0,Very Active,0.0,823.59,Yes
German Shepherd,Male,13.0,23.59,Medium,Moderate,Home cooked,Special,9.66,Yes,No,12.0,2.0,Very Active,3.0,749.28,Yes
Labrador Retriever,Male,7.0,16.78,Medium,Active,Home cooked,Special,0.0,Yes,No,12.0,2.0,Moderate,1.0,580.35,Yes
Rottweiler,Female,1.0,22.23,Medium,Active,Hard food,Royal Canin,1.61,Yes,No,10.0,0.0,Very Active,3.0,716.64,No
German Shepherd,Female,13.0,31.75,Large,Active,Wet food,Blue Buffalo,4.83,No,Yes,11.0,1.0,Very Active,1.0,936.28,No
Yorkshire Terrier,Male,12.0,25.4,Large,Active,Special diet,Wellness,4.83,Yes,No,10.0,2.0,Moderate,0.0,792.0,No
Doberman,Male,6.0,16.78,Medium,Very Active,Wet food,Iams,0.0,No,No,13.0,0.0,Very Active,3.0,580.35,Yes
Beagle,Male,3.0,28.12,Large,Low,Special diet,Pedigree,6.44,No,No,13.0,1.0,Low,0.0,854.79,Yes
Doberman,Female,2.0,23.13,Medium,Very Active,Special diet,Wellness,4.83,Yes,No,9.0,0.0,Low,1.0,738.29,Yes
Dachshund,Female,9.0,21.77,Medium,Low,Home cooked,Special,6.44,Yes,No,8.0,2.0,Very Active,1.0,705.49,Yes
Rottweiler,Male,5.0,8.16,Small,Very Active,Hard food,Royal Canin,4.83,No,No,11.0,1.0,Very Active,1.0,337.96,Yes
Australian Shepherd,Male,3.0,21.32,Medium,Low,Home cooked,Special,8.05,Yes,No,10.0,0.0,Moderate,2.0,694.53,Yes
Chihuahua,Male,13.0,28.58,Large,Active,Home cooked,Special,6.44,No,No,9.0,2.0,Moderate,2.0,865.26,Yes
Beagle,Female,8.0,24.95,Medium,Low,Wet food,Purina,8.05,No,No,12.0,4.0,Active,0.0,781.45,Yes
Chihuahua,Male,12.0,21.32,Medium,Active,Home cooked,Special,3.22,Yes,No,11.0,1.0,Very Active,1.0,694.53,Yes
Beagle,Male,8.0,21.77,Medium,Moderate,Hard food,Nutro,8.05,Yes,No,12.0,2.0,Very Active,1.0,705.49,Yes
Beagle,Male,9.0,12.7,Medium,Active,Home cooked,Special,6.44,No,No,10.0,2.0,Active,4.0,470.92,Yes
Beagle,Female,1.0,26.31,Large,Low,Home cooked,Special,6.44,No,No,13.0,2.0,Low,1.0,813.18,Yes
Yorkshire Terrier,Female,12.0,13.61,Medium,Moderate,Wet food,Hill's Science,8.05,No,No,12.0,1.0,Very Active,1.0,496.01,Yes
Siberian Husky,Female,5.0,18.6,Medium,Moderate,Special diet,Blue Buffalo,1.61,No,No,12.0,2.0,Active,0.0,626.95,Yes
Dachshund,Female,7.0,25.85,Large,Moderate,Hard food,Purina,0.0,Yes,No,8.0,2.0,Low,4.0,802.5,Yes
Beagle,Female,3.0,17.24,Medium,Very Active,Home cooked,Special,3.22,Yes,No,9.0,2.0,Very Active,3.0,592.24,Yes
Siberian Husky,Female,2.0,30.39,Large,Active,Wet food,Iams,0.0,Yes,No,9.0,2.0,Active,1.0,906.04,Yes
Bulldog,Male,5.0,29.48,Large,Moderate,Special diet,Blue Buffalo,3.22,No,No,13.0,1.0,Low,4.0,885.61,Yes
Bulldog,Female,1.0,29.48,Large,Active,Special diet,Wellness,4.83,No,No,11.0,0.0,Low,1.0,885.61,Yes
Chihuahua,Female,7.0,9.53,Small,Active,Home cooked,Special,4.83,No,No,11.0,2.0,Very Active,1.0,379.68,Yes
Bulldog,Female,2.0,35.38,Large,Moderate,Hard food,Hill's Science,4.83,No,No,9.0,1.0,Active,2.0,1015.47,Yes
Labrador Retriever,Male,6.0,25.85,Large,Active,Wet food,Iams,6.44,No,No,12.0,0.0,Very Active,1.0,802.5,Yes
Golden Retriever,Female,7.0,12.25,Medium,Very Active,Home cooked,Special,3.22,Yes,No,12.0,1.0,Very Active,1.0,458.35,Yes
Australian Shepherd,Male,13.0,24.04,Medium,Very Active,Hard food,Blue Buffalo,4.83,No,No,12.0,2.0,Very Active,4.0,759.97,Yes
Bulldog,Female,5.0,16.33,Medium,Very Active,Hard food,Hill's Science,3.22,Yes,No,11.0,2.0,Very Active,3.0,568.64,Yes
Labrador Retriever,Male,13.0,26.76,Large,Low,Home cooked,Special,6.44,Yes,No,10.0,2.0,Very Active,1.0,823.59,Yes
Mixed/SRD,Female,7.0,24.04,Medium,Low,Hard food,Royal Canin,0.0,Yes,No,11.0,1.0,Very Active,1.0,759.97,No
Poodle,Male,11.0,12.25,Medium,Low,Home cooked,Special,4.83,Yes,No,11.0,1.0,Active,0.0,458.35,No
Beagle,Male,8.0,25.85,Large,Active,Hard food,Wellness,1.61,No,No,9.0,0.0,Low,2.0,802.5,Yes
Great Dane,Male,7.0,31.3,Large,Moderate,Special diet,Royal Canin,4.83,No,No,12.0,2.0,Very Active,1.0,926.31,Yes
Boxer,Male,12.0,24.95,Medium,Active,Home cooked,Special,11.27,Yes,No,11.0,1.0,Very Active,2.0,781.45,Yes
Chihuahua,Female,3.0,23.13,Medium,Active,Special diet,Royal Canin,4.83,Yes,No,10.0,1.0,Low,2.0,738.29,Yes
Doberman,Male,10.0,28.58,Large,Moderate,Wet food,Wellness,3.22,Yes,No,9.0,2.0,Very Active,0.0,865.26,No
Siberian Husky,Male,3.0,20.87,Medium,Low,Hard food,Iams,4.83,No,No,11.0,2.0,Low,1.0,683.5,Yes
German Shepherd,Female,1.0,17.24,Medium,Low,Hard food,Royal Canin,6.44,Yes,No,12.0,1.0,Active,0.0,592.24,No
Beagle,Male,9.0,29.03,Large,Very Active,Home cooked,Special,1.61,No,No,10.0,2.0,Low,1.0,875.45,Yes
Dachshund,Male,6.0,17.69,Medium,Moderate,Special diet,Nutro,6.44,Yes,No,13.0,1.0,Active,3.0,603.8,Yes
Yorkshire Terrier,Female,6.0,22.23,Medium,Moderate,Hard food,Iams,3.22,Yes,No,9.0,0.0,Low,2.0,716.64,No
Yorkshire Terrier,Female,10.0,31.75,Large,Active,Home cooked,Special,3.22,No,No,12.0,1.0,Very Active,1.0,936.28,Yes
Australian Shepherd,Male,10.0,23.13,Medium,Active,Hard food,Purina,3.22,Yes,No,11.0,1.0,Active,1.0,738.29,Yes
Chihuahua,Female,2.0,16.78,Medium,Active,Hard food,Blue Buffalo,3.22,No,No,10.0,1.0,Very Active,0.0,580.35,No
German Shepherd,Male,9.0,26.76,Large,Active,Wet food,Hill's Science,1.61,Yes,No,12.0,1.0,Moderate,0.0,823.59,No
Boxer,Female,5.0,21.32,Medium,Moderate,Special diet,Pedigree,3.22,Yes,No,10.0,2.0,Very Active,2.0,694.53,Yes
Great Dane,Male,3.0,25.85,Large,Active,Wet food,Hill's Science,1.61,No,Yes,13.0,4.0,Active,4.0,802.5,Yes
Siberian Husky,Male,12.0,30.39,Large,Low,Special diet,Wellness,3.22,No,No,9.0,1.0,Very Active,1.0,906.04,Yes
Bulldog,Male,13.0,18.14,Medium,Active,Special diet,Wellness,6.44,No,No,9.0,0.0,Very Active,2.0,615.28,Yes
Bulldog,Female,1.0,22.68,Medium,Moderate,Wet food,Royal Canin,6.44,No,No,12.0,1.0,Very Active,2.0,727.5,Yes
Boxer,Male,5.0,19.96,Medium,Active,Home cooked,Special,4.83,Yes,No,10.0,3.0,Very Active,0.0,661.03,Yes
Poodle,Female,13.0,26.31,Large,Active,Wet food,Wellness,4.83,Yes,No,13.0,1.0,Very Active,1.0,813.18,Yes
Doberman,Female,3.0,29.94,Large,Active,Home cooked,Special,1.61,No,No,13.0,1.0,Active,1.0,895.96,Yes
Poodle,Female,12.0,22.23,Medium,Low,Home cooked,Special,6.44,Yes,No,11.0,1.0,Moderate,1.0,716.64,Yes
Great Dane,Female,13.0,14.97,Medium,Active,Special diet,Nutro,1.61,Yes,No,10.0,2.0,Moderate,1.0,532.74,Yes
Siberian Husky,Male,8.0,19.5,Medium,Low,Wet food,Purina,6.44,Yes,No,12.0,1.0,Very Active,0.0,649.57,No
Labrador Retriever,Male,7.0,13.61,Medium,Very Active,Hard food,Purina,6.44,No,No,12.0,4.0,Low,4.0,496.01,Yes
Dachshund,Male,8.0,17.69,Medium,Low,Hard food,Wellness,3.22,Yes,Yes,12.0,1.0,Low,4.0,603.8,No
Golden Retriever,Female,1.0,29.94,Large,Low,Hard food,Pedigree,6.44,Yes,No,10.0,2.0,Very Active,1.0,895.96,No
Golden Retriever,Female,5.0,16.78,Medium,Very Active,Wet food,Special,4.83,Yes,Yes,10.0,2.0,Moderate,0.0,580.35,No
Siberian Husky,Female,12.0,32.21,Large,Low,Special diet,Iams,9.66,No,No,11.0,4.0,Moderate,1.0,946.44,Yes
Golden Retriever,Female,10.0,21.77,Medium,Low,Special diet,Blue Buffalo,1.61,No,No,11.0,1.0,Low,0.0,705.49,No
Chihuahua,Male,3.0,21.32,Medium,Active,Hard food,Blue Buffalo,3.22,No,No,13.0,3.0,Moderate,4.0,694.53,Yes
Bulldog,Male,5.0,20.87,Medium,Low,Special diet,Blue Buffalo,4.83,No,No,12.0,2.0,Low,1.0,683.5,Yes
Bulldog,Female,13.0,24.49,Medium,Active,Special diet,Royal Canin,0.0,Yes,No,11.0,2.0,Very Active,1.0,770.62,Yes
Dachshund,Female,11.0,15.88,Medium,Low,Home cooked,Special,1.61,No,No,10.0,0.0,Active,0.0,556.85,Yes
Australian Shepherd,Male,7.0,28.12,Large,Active,Home cooked,Special,3.22,Yes,Yes,11.0,1.0,Low,1.0,854.79,Yes
Beagle,Male,7.0,28.58,Large,Very Active,Home cooked,Special,3.22,No,No,12.0,2.0,Active,1.0,865.26,Yes
Labrador Retriever,Male,6.0,18.14,Medium,Active,Wet food,Hill's Science,4.83,No,No,11.0,4.0,Moderate,0.0,615.28,Yes
Siberian Husky,Male,4.0,14.97,Medium,Low,Home cooked,Special,4.83,Yes,No,12.0,1.0,Active,1.0,532.74,Yes
Australian Shepherd,Male,10.0,22.68,Medium,Low,Hard food,Blue Buffalo,1.61,Yes,No,10.0,1.0,Low,1.0,727.5,No
Poodle,Female,1.0,17.24,Medium,Active,Wet food,Iams,4.83,No,No,11.0,3.0,Moderate,2.0,592.24,Yes
Doberman,Female,1.0,18.14,Medium,Active,Home cooked,Special,4.83,Yes,No,12.0,1.0,Very Active,0.0,615.28,Yes
Doberman,Female,10.0,24.04,Medium,Very Active,Special diet,Pedigree,3.22,No,No,11.0,1.0,Active,4.0,759.97,Yes
Labrador Retriever,Male,9.0,17.69,Medium,Very Active,Special diet,Wellness,4.83,No,No,10.0,2.0,Moderate,4.0,603.8,Yes
Labrador Retriever,Female,4.0,34.93,Large,Very Active,Home cooked,Special,11.27,Yes,No,11.0,0.0,Very Active,2.0,1005.77,Yes
Golden Retriever,Male,10.0,32.66,Large,Very Active,Special diet,Pedigree,3.22,Yes,No,10.0,0.0,Active,0.0,956.34,Yes
Bulldog,Female,4.0,20.87,Medium,Low,Home cooked,Special,8.05,No,No,11.0,2.0,Moderate,3.0,683.5,Yes
Siberian Husky,Female,12.0,12.7,Medium,Active,Home cooked,Special,4.83,Yes,No,12.0,2.0,Very Active,2.0,470.92,Yes
Beagle,Female,12.0,24.95,Medium,Active,Wet food,Nutro,4.83,Yes,No,11.0,2.0,Very Active,1.0,781.45,No
Bulldog,Female,1.0,29.03,Large,Moderate,Hard food,Royal Canin,4.83,No,No,14.0,2.0,Low,1.0,875.45,Yes
Australian Shepherd,Male,9.0,26.76,Large,Low,Special diet,Blue Buffalo,4.83,No,No,10.0,1.0,Very Active,0.0,823.59,Yes
Golden Retriever,Male,2.0,20.87,Medium,Active,Special diet,Special,6.44,Yes,No,9.0,3.0,Low,0.0,683.5,Yes
Bulldog,Female,11.0,27.22,Large,Very Active,Hard food,Royal Canin,1.61,Yes,No,10.0,1.0,Low,1.0,834.19,No
Great Dane,Female,7.0,19.96,Medium,Low,Hard food,Royal Canin,6.44,No,No,12.0,4.0,Very Active,1.0,661.03,Yes
Great Dane,Female,12.0,14.97,Medium,Active,Hard food,Wellness,4.83,No,No,9.0,3.0,Very Active,4.0,532.74,Yes
Poodle,Male,13.0,28.58,Large,Moderate,Wet food,Blue Buffalo,8.05,Yes,No,13.0,0.0,Active,3.0,865.26,No
Labrador Retriever,Female,2.0,28.58,Large,Low,Home cooked,Special,0.0,Yes,No,10.0,1.0,Active,1.0,865.26,Yes
Chihuahua,Female,2.0,14.51,Medium,Active,Wet food,Wellness,4.83,Yes,No,11.0,0.0,Moderate,2.0,520.41,Yes
Siberian Husky,Male,9.0,20.87,Medium,Active,Hard food,Royal Canin,0.0,No,No,10.0,2.0,Active,1.0,683.5,Yes
Poodle,Male,3.0,24.49,Medium,Active,Hard food,Blue Buffalo,3.22,No,No,10.0,2.0,Very Active,0.0,770.62,Yes
Rottweiler,Male,13.0,29.03,Large,Active,Hard food,Royal Canin,4.83,Yes,No,11.0,1.0,Moderate,2.0,875.45,No
Australian Shepherd,Male,7.0,18.14,Medium,Active,Special diet,Purina,3.22,Yes,No,14.0,1.0,Low,0.0,615.28,Yes
Dachshund,Female,8.0,26.76,Large,Low,Wet food,Iams,4.83,Yes,Yes,11.0,1.0,Low,3.0,823.59,No
Golden Retriever,Male,9.0,5.9,Small,Low,Wet food,Nutro,0.0,No,No,11.0,0.0,Low,2.0,264.99,No
Boxer,Male,11.0,24.04,Medium,Active,Special diet,Iams,0.0,Yes,No,10.0,2.0,Very Active,2.0,759.97,Yes
German Shepherd,Female,4.0,27.22,Large,Very Active,Special diet,Pedigree,4.83,No,No,14.0,2.0,Very Active,0.0,834.19,Yes
Poodle,Female,9.0,26.31,Large,Moderate,Wet food,Hill's Science,4.83,No,No,13.0,3.0,Moderate,1.0,813.18,No
Beagle,Male,2.0,20.41,Medium,Very Active,Home cooked,Special,1.61,Yes,No,10.0,0.0,Very Active,1.0,672.17,Yes
German Shepherd,Male,5.0,26.31,Large,Active,Wet food,Special,8.05,Yes,No,11.0,1.0,Moderate,1.0,813.18,Yes
German Shepherd,Female,11.0,32.66,Large,Very Active,Wet food,Blue Buffalo,3.22,No,No,11.0,1.0,Moderate,1.0,956.34,Yes
Rottweiler,Female,9.0,16.78,Medium,Very Active,Hard food,Iams,3.22,No,No,13.0,0.0,Active,1.0,580.35,Yes
Bulldog,Female,12.0,19.96,Medium,Active,Hard food,Wellness,4.83,Yes,No,9.0,0.0,Very Active,2.0,661.03,No
Yorkshire Terrier,Female,9.0,20.87,Medium,Very Active,Special diet,Wellness,3.22,Yes,No,13.0,3.0,Very Active,0.0,683.5,Yes
Bulldog,Male,9.0,26.76,Large,Very Active,Wet food,Royal Canin,0.0,Yes,No,10.0,1.0,Moderate,3.0,823.59,Yes
Mixed/SRD,Female,13.0,16.78,Medium,Very Active,Wet food,Nutro,4.83,Yes,No,11.0,2.0,Very Active,1.0,580.35,Yes
Beagle,Male,5.0,19.05,Medium,Active,Wet food,Pedigree,0.0,No,No,9.0,1.0,Very Active,4.0,638.29,Yes
Australian Shepherd,Female,11.0,33.11,Large,Active,Wet food,Wellness,6.44,No,No,10.0,2.0,Moderate,1.0,966.2,Yes
Dachshund,Male,1.0,13.61,Medium,Active,Home cooked,Special,3.22,No,No,12.0,1.0,Very Active,0.0,496.01,No
Golden Retriever,Female,8.0,19.96,Medium,Very Active,Wet food,Nutro,4.83,Yes,No,12.0,2.0,Low,1.0,661.03,Yes
Beagle,Female,13.0,22.68,Medium,Low,Hard food,Royal Canin,8.05,Yes,No,9.0,3.0,Low,0.0,727.5,No
Bulldog,Female,8.0,6.35,Small,Active,Home cooked,Special,0.0,No,No,10.0,1.0,Moderate,1.0,280.01,Yes
Yorkshire Terrier,Female,8.0,22.68,Medium,Moderate,Hard food,Wellness,3.22,No,No,10.0,3.0,Moderate,3.0,727.5,Yes
Rottweiler,Male,7.0,23.13,Medium,Low,Home cooked,Special,4.83,Yes,No,12.0,2.0,Active,4.0,738.29,Yes
Siberian Husky,Female,4.0,25.85,Large,Moderate,Special diet,Wellness,3.22,No,No,14.0,1.0,Very Active,1.0,802.5,Yes
Labrador Retriever,Male,4.0,27.22,Large,Very Active,Home cooked,Special,8.05,No,No,8.0,3.0,Very Active,2.0,834.19,Yes
Chihuahua,Male,8.0,16.33,Medium,Very Active,Home cooked,Special,4.83,No,No,13.0,1.0,Low,1.0,568.64,Yes
Great Dane,Male,11.0,14.06,Medium,Moderate,Special diet,Hill's Science,4.83,No,No,8.0,3.0,Moderate,0.0,508.26,Yes
Rottweiler,Male,6.0,21.32,Medium,Low,Wet food,Blue Buffalo,1.61,No,No,13.0,0.0,Moderate,3.0,694.53,Yes
Bulldog,Male,6.0,26.31,Large,Active,Special diet,Nutro,3.22,No,Yes,11.0,3.0,Active,3.0,813.18,Yes
Great Dane,Female,3.0,14.97,Medium,Low,Home cooked,Special,3.22,Yes,No,12.0,1.0,Moderate,1.0,532.74,Yes
Siberian Husky,Male,4.0,27.22,Large,Moderate,Wet food,Nutro,1.61,Yes,No,12.0,1.0,Very Active,2.0,834.19,Yes
Bulldog,Male,11.0,24.49,Medium,Active,Special diet,Purina,1.61,Yes,No,10.0,2.0,Active,1.0,770.62,Yes
Great Dane,Male,13.0,26.76,Large,Moderate,Hard food,Pedigree,4.83,Yes,No,11.0,1.0,Active,2.0,823.59,No
Dachshund,Male,9.0,19.5,Medium,Very Active,Hard food,Pedigree,0.0,No,No,9.0,1.0,Low,0.0,649.57,No
Great Dane,Male,7.0,25.85,Large,Active,Wet food,Nutro,3.22,Yes,No,10.0,1.0,Low,1.0,802.5,Yes
Rottweiler,Male,6.0,21.77,Medium,Moderate,Home cooked,Special,6.44,Yes,No,11.0,2.0,Low,1.0,705.49,Yes
Dachshund,Female,5.0,34.93,Large,Low,Wet food,Royal Canin,8.05,No,No,13.0,1.0,Moderate,0.0,1005.77,No
Boxer,Male,12.0,22.68,Medium,Active,Wet food,Wellness,6.44,No,No,13.0,1.0,Very Active,0.0,727.5,No
Australian Shepherd,Male,8.0,27.22,Large,Moderate,Wet food,Wellness,1.61,No,No,11.0,1.0,Low,3.0,834.19,Yes
Mixed/SRD,Female,8.0,22.68,Medium,Very Active,Home cooked,Special,8.05,No,Yes,8.0,3.0,Very Active,1.0,727.5,Yes
Chihuahua,Female,8.0,25.85,Large,Active,Hard food,Iams,1.61,No,Yes,10.0,0.0,Moderate,0.0,802.5,No
Labrador Retriever,Male,13.0,14.97,Medium,Moderate,Wet food,Special,9.66,Yes,No,11.0,2.0,Moderate,3.0,532.74,No
Bulldog,Male,7.0,25.4,Large,Low,Wet food,Purina,3.22,Yes,No,12.0,1.0,Active,1.0,792.0,Yes
German Shepherd,Male,11.0,15.88,Medium,Moderate,Wet food,Purina,6.44,Yes,No,12.0,3.0,Very Active,1.0,556.85,No
Doberman,Female,6.0,24.49,Medium,Low,Special diet,Purina,1.61,No,No,13.0,1.0,Very Active,0.0,770.62,Yes
Rottweiler,Male,10.0,28.58,Large,Very Active,Special diet,Purina,4.83,Yes,No,9.0,1.0,Moderate,3.0,865.26,Yes
Beagle,Male,7.0,25.85,Large,Active,Special diet,Wellness,3.22,Yes,No,13.0,4.0,Very Active,1.0,802.5,Yes
Yorkshire Terrier,Male,12.0,25.4,Large,Moderate,Special diet,Nutro,6.44,Yes,No,12.0,1.0,Low,2.0,792.0,Yes
Bulldog,Female,12.0,33.57,Large,Very Active,Wet food,Special,1.61,No,No,14.0,2.0,Very Active,2.0,976.25,Yes
German Shepherd,Male,13.0,24.04,Medium,Active,Wet food,Royal Canin,4.83,No,No,13.0,3.0,Moderate,1.0,759.97,Yes
German Shepherd,Female,9.0,20.41,Medium,Very Active,Special diet,Purina,1.61,No,No,11.0,2.0,Very Active,1.0,672.17,Yes
Labrador Retriever,Male,1.0,23.13,Medium,Very Active,Special diet,Pedigree,6.44,Yes,No,12.0,1.0,Low,0.0,738.29,No
Golden Retriever,Male,12.0,20.87,Medium,Active,Wet food,Hill's Science,6.44,No,No,11.0,1.0,Very Active,1.0,683.5,Yes
Poodle,Male,4.0,17.24,Medium,Very Active,Wet food,Pedigree,4.83,No,No,10.0,2.0,Very Active,0.0,592.24,Yes
Great Dane,Female,7.0,17.24,Medium,Active,Hard food,Iams,4.83,Yes,No,12.0,2.0,Active,1.0,592.24,No
Beagle,Male,12.0,31.3,Large,Active,Home cooked,Special,4.83,No,No,9.0,3.0,Very Active,2.0,926.31,Yes
Chihuahua,Female,1.0,13.15,Medium,Active,Wet food,Wellness,6.44,Yes,No,9.0,3.0,Very Active,3.0,483.38,Yes
Dachshund,Female,1.0,20.87,Medium,Very Active,Hard food,Pedigree,6.44,Yes,No,10.0,1.0,Active,3.0,683.5,Yes
Golden Retriever,Female,8.0,25.4,Large,Low,Wet food,Blue Buffalo,1.61,Yes,Yes,10.0,3.0,Very Active,1.0,792.0,No
Labrador Retriever,Male,5.0,26.31,Large,Moderate,Special diet,Blue Buffalo,6.44,No,No,10.0,3.0,Very Active,1.0,813.18,Yes
Yorkshire Terrier,Male,2.0,20.41,Medium,Low,Special diet,Nutro,3.22,No,No,10.0,2.0,Active,1.0,672.17,Yes
Golden Retriever,Female,3.0,24.49,Medium,Active,Hard food,Wellness,0.0,Yes,No,8.0,3.0,Very Active,2.0,770.62,Yes
Great Dane,Female,1.0,15.42,Medium,Low,Home cooked,Special,3.22,Yes,No,12.0,2.0,Very Active,1.0,544.7,Yes
Doberman,Female,8.0,12.25,Medium,Low,Home cooked,Special,3.22,Yes,No,10.0,2.0,Low,2.0,458.35,Yes
Yorkshire Terrier,Male,5.0,12.25,Medium,Very Active,Home cooked,Special,1.61,Yes,No,11.0,0.0,Very Active,3.0,458.35,Yes
Rottweiler,Male,2.0,21.77,Medium,Active,Wet food,Purina,3.22,Yes,No,11.0,2.0,Very Active,2.0,705.49,Yes
Beagle,Female,3.0,25.4,Large,Very Active,Home cooked,Special,4.83,No,No,12.0,0.0,Low,1.0,792.0,Yes
Beagle,Male,9.0,15.42,Medium,Active,Hard food,Blue Buffalo,3.22,No,No,10.0,0.0,Moderate,1.0,544.7,Yes
Rottweiler,Female,4.0,34.93,Large,Moderate,Home cooked,Special,1.61,No,No,12.0,0.0,Low,3.0,1005.77,Yes
Beagle,Male,11.0,33.57,Large,Moderate,Home cooked,Special,1.61,Yes,No,9.0,1.0,Very Active,3.0,976.25,Yes
Dachshund,Male,7.0,23.13,Medium,Very Active,Special diet,Wellness,4.83,Yes,No,11.0,2.0,Very Active,0.0,738.29,Yes
Dachshund,Male,6.0,17.24,Medium,Low,Home cooked,Special,1.61,Yes,No,9.0,2.0,Very Active,2.0,592.24,Yes
Great Dane,Male,8.0,20.87,Medium,Active,Hard food,Purina,3.22,Yes,No,9.0,1.0,Moderate,0.0,683.5,No
Yorkshire Terrier,Female,13.0,7.26,Small,Active,Home cooked,Special,0.0,No,No,13.0,1.0,Very Active,1.0,309.6,Yes
Australian Shepherd,Female,6.0,27.22,Large,Low,Special diet,Pedigree,3.22,Yes,No,12.0,2.0,Very Active,1.0,834.19,Yes
Poodle,Female,6.0,23.59,Medium,Very Active,Special diet,Purina,6.44,No,No,10.0,3.0,Very Active,3.0,749.28,Yes
Rottweiler,Female,10.0,18.6,Medium,Moderate,Special diet,Wellness,4.83,No,No,11.0,3.0,Very Active,2.0,626.95,Yes
Yorkshire Terrier,Male,5.0,31.75,Large,Moderate,Special diet,Royal Canin,4.83,No,No,10.0,3.0,Active,1.0,936.28,Yes
Bulldog,Male,12.0,21.77,Medium,Active,Hard food,Nutro,3.22,Yes,No,11.0,1.0,Low,0.0,705.49,No
Yorkshire Terrier,Female,10.0,17.24,Medium,Very Active,Wet food,Nutro,4.83,No,No,12.0,0.0,Very Active,3.0,592.24,Yes
Bulldog,Female,8.0,25.85,Large,Moderate,Home cooked,Special,1.61,Yes,No,11.0,1.0,Low,0.0,802.5,Yes
Dachshund,Male,6.0,39.01,Large,Active,Home cooked,Special,6.44,No,No,11.0,1.0,Active,3.0,1092.65,Yes
Doberman,Male,11.0,21.32,Medium,Very Active,Special diet,Special,1.61,No,No,10.0,0.0,Very Active,1.0,694.53,Yes
Australian Shepherd,Male,2.0,31.75,Large,Active,Home cooked,Special,4.83,No,Yes,13.0,1.0,Very Active,1.0,936.28,Yes
Doberman,Female,11.0,19.5,Medium,Low,Wet food,Pedigree,3.22,No,No,10.0,3.0,Low,3.0,649.57,Yes
Rottweiler,Female,12.0,11.79,Medium,Very Active,Special diet,Iams,1.61,No,No,9.0,3.0,Active,3.0,445.38,Yes
Chihuahua,Female,11.0,21.32,Medium,Active,Special diet,Special,6.44,No,No,9.0,0.0,Moderate,1.0,694.53,Yes
Poodle,Male,5.0,22.68,Medium,Very Active,Hard food,Purina,8.05,Yes,No,10.0,2.0,Very Active,0.0,727.5,No
Dachshund,Male,6.0,16.33,Medium,Moderate,Home cooked,Special,3.22,Yes,No,10.0,0.0,Very Active,3.0,568.64,Yes
Great Dane,Male,10.0,19.96,Medium,Active,Home cooked,Special,6.44,No,No,9.0,2.0,Active,2.0,661.03,Yes
Chihuahua,Male,12.0,27.22,Large,Active,Special diet,Blue Buffalo,1.61,No,No,10.0,2.0,Moderate,4.0,834.19,Yes
