Raca,Sexo,Idade,peso_kg,porte_animal,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,caminhada_diaria_km,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Visitas_Anuais_Veterinario,calorias_diarias_RER,Status_Saude
Beagle,Macho,12.0,20.87,Médio,Ativo,Caseira,Special,1.61,Sim,Não,10.0,2.0,3.0,683.5,Sim
Yorkshire Terrier,Macho,3.0,12.7,Médio,Ativo,Caseira,Special,4.83,Não,Não,11.0,1.0,4.0,470.92,Sim
German Shepherd,Fêmea,12.0,21.32,Médio,Ativo,Especial,Blue Buffalo,6.44,Não,Não,11.0,1.0,0.0,694.53,Sim
Golden Retriever,Macho,8.0,19.96,Médio,Ativo,Úmida,Purina,1.61,Não,Não,12.0,3.0,3.0,661.03,Sim
Beagle,Macho,1.0,19.96,Médio,Muito Ativo,Caseira,Special,4.83,Sim,Não,13.0,3.0,0.0,661.03,Sim
Golden Retriever,Macho,3.0,23.13,Médio,Ativo,Ração Seca,Pedigree,1.61,Sim,Não,11.0,2.0,2.0,738.29,Sim
Boxer,Macho,11.0,21.77,Médio,Moderado,Especial,Wellness,4.83,Não,Sim,12.0,2.0,0.0,705.49,Não
Yorkshire Terrier,Macho,5.0,23.59,Médio,Ativo,Ração Seca,Nutro,3.22,Sim,Não,11.0,0.0,1.0,749.28,Sim
Bulldog,Macho,8.0,29.94,Grande,Baixo,Caseira,Special,3.22,Sim,Não,8.0,2.0,1.0,895.96,Sim
Rottweiler,Fêmea,2.0,24.04,Médio,Ativo,Úmida,Hill's Science,8.05,Não,Não,12.0,1.0,1.0,759.97,Sim
Beagle,Macho,1.0,19.05,Médio,Ativo,Especial,Blue Buffalo,4.83,Sim,Não,10.0,2.0,2.0,638.29,Sim
Great Dane,Fêmea,5.0,26.76,Grande,Muito Ativo,Úmida,Royal Canin,6.44,Sim,Não,10.0,2.0,2.0,823.59,Sim
German Shepherd,Fêmea,2.0,24.04,Médio,Muito Ativo,Caseira,Special,1.61,Sim,Sim,10.0,1.0,2.0,759.97,Sim
German Shepherd,Fêmea,12.0,11.34,Médio,Ativo,Especial,Wellness,3.22,Sim,Não,12.0,0.0,2.0,432.57,Sim
Yorkshire Terrier,Macho,1.0,20.41,Médio,Baixo,Especial,Wellness,3.22,Sim,Não,10.0,3.0,4.0,672.17,Sim
Boxer,Fêmea,4.0,22.23,Médio,Ativo,Especial,Wellness,0.0,Sim,Não,9.0,2.0,1.0,716.64,Sim
Doberman,Macho,12.0,32.66,Grande,Baixo,Ração Seca,Purina,6.44,Sim,Não,11.0,1.0,1.0,956.34,Não
Bulldog,Fêmea,6.0,27.22,Grande,Moderado,Ração Seca,Royal Canin,8.05,Sim,Não,11.0,0.0,2.0,834.19,Não
Chihuahua,Macho,6.0,25.85,Grande,Muito Ativo,Úmida,Wellness,6.44,Sim,Não,10.0,2.0,2.0,802.5,Sim
Great Dane,Fêmea,5.0,24.49,Médio,Baixo,Especial,Pedigree,3.22,Sim,Não,10.0,2.0,3.0,770.62,Sim
Dachshund,Fêmea,5.0,20.41,Médio,Baixo,Caseira,Special,0.0,Não,Não,12.0,1.0,1.0,672.17,Sim
Dachshund,Fêmea,12.0,25.85,Grande,Muito Ativo,Úmida,Nutro,4.83,Sim,Não,9.0,2.0,3.0,802.5,Não
Australian Shepherd,Macho,4.0,18.6,Médio,Ativo,Especial,Royal Canin,4.83,Não,Não,10.0,1.0,1.0,626.95,Sim
Boxer,Fêmea,3.0,26.76,Grande,Baixo,Especial,Nutro,1.61,Não,Não,10.0,1.0,2.0,823.59,Sim
Boxer,Macho,11.0,26.31,Grande,Muito Ativo,Especial,Purina,4.83,Sim,Não,9.0,2.0,1.0,813.18,Sim
Beagle,Macho,6.0,21.32,Médio,Muito Ativo,Ração Seca,Blue Buffalo,4.83,Sim,Não,12.0,0.0,3.0,694.53,Sim
Siberian Husky,Macho,4.0,33.11,Grande,Moderado,Ração Seca,Blue Buffalo,0.0,Não,Não,10.0,1.0,2.0,966.2,Sim
German Shepherd,Macho,12.0,22.68,Médio,Ativo,Especial,Pedigree,6.44,Sim,Não,9.0,1.0,0.0,727.5,Não
Siberian Husky,Fêmea,3.0,14.97,Médio,Baixo,Úmida,Hill's Science,4.83,Sim,Não,12.0,4.0,1.0,532.74,Sim
Golden Retriever,Macho,7.0,37.65,Grande,Ativo,Especial,Iams,4.83,Sim,Não,10.0,2.0,1.0,1063.95,Sim
Doberman,Macho,10.0,35.83,Grande,Moderado,Especial,Pedigree,1.61,Não,Sim,10.0,2.0,4.0,1025.14,Sim
Golden Retriever,Fêmea,10.0,15.42,Médio,Moderado,Caseira,Special,3.22,Não,Não,11.0,0.0,3.0,544.7,Sim
Labrador Retriever,Macho,9.0,29.03,Grande,Ativo,Caseira,Special,4.83,Não,Não,14.0,0.0,3.0,875.45,Sim
Chihuahua,Macho,12.0,21.32,Médio,Moderado,Caseira,Special,4.83,Sim,Não,10.0,2.0,0.0,694.53,Não
Bulldog,Macho,6.0,31.3,Grande,Moderado,Caseira,Special,1.61,Não,Não,11.0,2.0,2.0,926.31,Sim
Australian Shepherd,Fêmea,9.0,11.34,Médio,Moderado,Caseira,Special,4.83,Sim,Não,12.0,2.0,4.0,432.57,Não
Beagle,Fêmea,11.0,29.03,Grande,Ativo,Caseira,Special,9.66,Não,Não,12.0,1.0,0.0,875.45,Sim
Golden Retriever,Fêmea,11.0,22.68,Médio,Baixo,Caseira,Special,4.83,Sim,Não,12.0,2.0,1.0,727.5,Sim
SRD (Sem Raça Definida),Macho,8.0,30.39,Grande,Muito Ativo,Ração Seca,Blue Buffalo,1.61,Não,Não,9.0,2.0,0.0,906.04,Sim
Australian Shepherd,Fêmea,8.0,20.87,Médio,Muito Ativo,Úmida,Blue Buffalo,6.44,Sim,Não,11.0,1.0,3.0,683.5,Sim
Chihuahua,Macho,9.0,18.6,Médio,Ativo,Úmida,Royal Canin,3.22,Não,Não,10.0,2.0,0.0,626.95,Não
Rottweiler,Macho,7.0,28.12,Grande,Ativo,Ração Seca,Blue Buffalo,0.0,Não,Não,12.0,1.0,2.0,854.79,Não
Great Dane,Fêmea,3.0,17.69,Médio,Ativo,Ração Seca,Nutro,1.61,Não,Não,11.0,2.0,0.0,603.8,Não
Yorkshire Terrier,Fêmea,9.0,28.58,Grande,Ativo,Caseira,Special,3.22,Não,Não,13.0,2.0,4.0,865.26,Sim
German Shepherd,Macho,11.0,19.96,Médio,Ativo,Úmida,Iams,8.05,Sim,Não,11.0,2.0,1.0,661.03,Não
Labrador Retriever,Macho,13.0,23.59,Médio,Baixo,Caseira,Special,6.44,Não,Não,11.0,1.0,1.0,749.28,Sim
Yorkshire Terrier,Macho,13.0,17.24,Médio,Baixo,Ração Seca,Purina,1.61,Não,Não,14.0,1.0,0.0,592.24,Não
Dachshund,Fêmea,13.0,13.61,Médio,Ativo,Caseira,Special,0.0,Sim,Não,11.0,1.0,4.0,496.01,Sim
Beagle,Fêmea,12.0,28.12,Grande,Ativo,Especial,Hill's Science,4.83,Sim,Não,11.0,3.0,2.0,854.79,Sim
Dachshund,Macho,4.0,23.13,Médio,Moderado,Caseira,Special,3.22,Sim,Não,11.0,2.0,1.0,738.29,Sim
Yorkshire Terrier,Macho,8.0,24.95,Médio,Ativo,Ração Seca,Pedigree,8.05,Sim,Não,11.0,0.0,0.0,781.45,Não
Siberian Husky,Fêmea,2.0,15.88,Médio,Moderado,Especial,Hill's Science,4.83,Sim,Não,11.0,1.0,2.0,556.85,Sim
Siberian Husky,Macho,1.0,31.3,Grande,Moderado,Úmida,Hill's Science,4.83,Não,Não,9.0,2.0,3.0,926.31,Sim
Golden Retriever,Fêmea,3.0,20.41,Médio,Ativo,Ração Seca,Royal Canin,6.44,Sim,Não,12.0,3.0,1.0,672.17,Não
German Shepherd,Fêmea,3.0,22.68,Médio,Ativo,Úmida,Pedigree,1.61,Sim,Não,13.0,2.0,3.0,727.5,Sim
Golden Retriever,Macho,12.0,23.59,Médio,Ativo,Especial,Nutro,3.22,Não,Não,10.0,1.0,1.0,749.28,Sim
Poodle,Macho,8.0,11.79,Médio,Muito Ativo,Ração Seca,Royal Canin,6.44,Não,Não,12.0,0.0,1.0,445.38,Sim
Boxer,Macho,6.0,31.3,Grande,Moderado,Caseira,Special,3.22,Sim,Não,12.0,2.0,0.0,926.31,Sim
Doberman,Fêmea,13.0,38.56,Grande,Baixo,Ração Seca,Wellness,1.61,Sim,Não,11.0,0.0,1.0,1083.18,Não
Siberian Husky,Fêmea,10.0,12.25,Médio,Muito Ativo,Caseira,Special,6.44,Sim,Não,10.0,1.0,1.0,458.35,Sim
Golden Retriever,Macho,9.0,24.04,Médio,Moderado,Caseira,Special,1.61,Sim,Não,12.0,1.0,0.0,759.97,Não
Dachshund,Fêmea,11.0,26.31,Grande,Muito Ativo,Especial,Blue Buffalo,1.61,Não,Não,11.0,2.0,2.0,813.18,Sim
Siberian Husky,Macho,5.0,26.31,Grande,Ativo,Caseira,Special,8.05,Não,Não,8.0,2.0,1.0,813.18,Sim
Yorkshire Terrier,Fêmea,10.0,19.05,Médio,Muito Ativo,Especial,Wellness,4.83,Sim,Não,12.0,1.0,0.0,638.29,Sim
Beagle,Macho,11.0,17.69,Médio,Moderado,Úmida,Purina,6.44,Sim,Não,10.0,3.0,1.0,603.8,Não
Chihuahua,Macho,13.0,10.89,Médio,Ativo,Úmida,Hill's Science,0.0,Não,Não,10.0,1.0,0.0,419.63,Não
Chihuahua,Fêmea,8.0,29.48,Grande,Moderado,Ração Seca,Pedigree,0.0,Sim,Não,11.0,1.0,0.0,885.61,Não
Doberman,Fêmea,10.0,25.85,Grande,Baixo,Especial,Hill's Science,3.22,Sim,Não,11.0,1.0,0.0,802.5,Não
Australian Shepherd,Fêmea,11.0,29.94,Grande,Moderado,Ração Seca,Pedigree,6.44,Sim,Não,12.0,2.0,2.0,895.96,Não
Doberman,Fêmea,5.0,26.76,Grande,Muito Ativo,Ração Seca,Purina,1.61,Não,Não,9.0,3.0,1.0,823.59,Sim
Dachshund,Macho,11.0,19.96,Médio,Ativo,Úmida,Wellness,8.05,Sim,Não,11.0,2.0,0.0,661.03,Não
Boxer,Macho,12.0,20.87,Médio,Muito Ativo,Ração Seca,Royal Canin,4.83,Não,Não,10.0,1.0,2.0,683.5,Sim
Boxer,Macho,5.0,22.68,Médio,Moderado,Úmida,Nutro,3.22,Não,Não,11.0,1.0,3.0,727.5,Sim
Poodle,Fêmea,7.0,19.5,Médio,Moderado,Ração Seca,Blue Buffalo,3.22,Sim,Não,11.0,1.0,1.0,649.57,Sim
Boxer,Fêmea,1.0,26.31,Grande,Baixo,Especial,Nutro,4.83,Sim,Não,11.0,2.0,1.0,813.18,Sim
Bulldog,Fêmea,13.0,19.05,Médio,Baixo,Especial,Hill's Science,4.83,Sim,Não,11.0,0.0,2.0,638.29,Sim
Australian Shepherd,Fêmea,8.0,23.59,Médio,Baixo,Úmida,Hill's Science,0.0,Não,Não,12.0,2.0,1.0,749.28,Sim
German Shepherd,Fêmea,3.0,23.59,Médio,Muito Ativo,Especial,Royal Canin,4.83,Não,Não,11.0,0.0,3.0,749.28,Sim
Labrador Retriever,Macho,1.0,33.11,Grande,Baixo,Especial,Pedigree,4.83,Sim,Não,11.0,3.0,1.0,966.2,Não
Poodle,Macho,12.0,44.0,Grande,Ativo,Caseira,Special,3.22,Sim,Não,11.0,2.0,2.0,1195.88,Sim
Rottweiler,Macho,2.0,26.31,Grande,Baixo,Especial,Purina,1.61,Sim,Não,13.0,2.0,0.0,813.18,Sim
Yorkshire Terrier,Macho,1.0,26.31,Grande,Ativo,Especial,Iams,4.83,Não,Sim,12.0,2.0,2.0,813.18,Sim
Boxer,Macho,13.0,22.23,Médio,Moderado,Úmida,Hill's Science,6.44,Sim,Não,14.0,0.0,2.0,716.64,Não
Chihuahua,Macho,12.0,18.14,Médio,Muito Ativo,Ração Seca,Nutro,4.83,Não,Não,10.0,1.0,3.0,615.28,Sim
Boxer,Macho,3.0,22.68,Médio,Ativo,Caseira,Special,4.83,Não,Não,11.0,0.0,1.0,727.5,Sim
Chihuahua,Macho,10.0,14.06,Médio,Ativo,Caseira,Special,4.83,Não,Não,10.0,2.0,2.0,508.26,Sim
Australian Shepherd,Macho,6.0,19.96,Médio,Moderado,Caseira,Special,6.44,Não,Não,11.0,1.0,0.0,661.03,Não
Rottweiler,Fêmea,3.0,29.94,Grande,Moderado,Úmida,Pedigree,0.0,Não,Não,10.0,2.0,1.0,895.96,Sim
Yorkshire Terrier,Macho,4.0,32.21,Grande,Ativo,Caseira,Special,8.05,Sim,Sim,9.0,2.0,0.0,946.44,Sim
Beagle,Fêmea,8.0,22.68,Médio,Moderado,Ração Seca,Wellness,4.83,Não,Não,11.0,2.0,0.0,727.5,Não
Siberian Husky,Macho,2.0,19.96,Médio,Ativo,Ração Seca,Royal Canin,6.44,Sim,Não,13.0,2.0,1.0,661.03,Sim
Siberian Husky,Fêmea,3.0,29.03,Grande,Moderado,Especial,Wellness,6.44,Sim,Não,14.0,0.0,3.0,875.45,Sim
SRD (Sem Raça Definida),Fêmea,9.0,37.19,Grande,Moderado,Ração Seca,Royal Canin,3.22,Não,Não,10.0,1.0,2.0,1054.19,Não
Chihuahua,Macho,8.0,24.95,Médio,Ativo,Caseira,Special,3.22,Não,Não,11.0,1.0,3.0,781.45,Sim
Australian Shepherd,Fêmea,7.0,18.14,Médio,Muito Ativo,Úmida,Purina,3.22,Não,Sim,14.0,1.0,2.0,615.28,Sim
Dachshund,Fêmea,7.0,18.6,Médio,Moderado,Ração Seca,Royal Canin,4.83,Não,Não,12.0,1.0,2.0,626.95,Sim
Australian Shepherd,Macho,5.0,10.43,Médio,Baixo,Especial,Pedigree,6.44,Sim,Não,10.0,0.0,2.0,406.27,Não
Beagle,Fêmea,7.0,11.34,Médio,Baixo,Especial,Pedigree,1.61,Sim,Não,10.0,1.0,1.0,432.57,Sim
Bulldog,Fêmea,6.0,19.5,Médio,Baixo,Úmida,Hill's Science,1.61,Sim,Não,12.0,0.0,1.0,649.57,Sim
Golden Retriever,Fêmea,9.0,33.11,Grande,Moderado,Ração Seca,Pedigree,4.83,Não,Não,10.0,1.0,2.0,966.2,Não
Poodle,Macho,10.0,21.32,Médio,Ativo,Úmida,Blue Buffalo,4.83,Não,Não,13.0,1.0,1.0,694.53,Sim
German Shepherd,Macho,10.0,36.74,Grande,Ativo,Ração Seca,Nutro,0.0,Sim,Não,13.0,2.0,2.0,1044.61,Não
Dachshund,Macho,2.0,23.59,Médio,Ativo,Caseira,Special,1.61,Não,Não,12.0,0.0,1.0,749.28,Sim
Rottweiler,Fêmea,2.0,29.94,Grande,Baixo,Úmida,Hill's Science,4.83,Não,Não,11.0,2.0,1.0,895.96,Sim
Bulldog,Macho,3.0,14.97,Médio,Ativo,Especial,Purina,0.0,Não,Não,11.0,0.0,1.0,532.74,Sim
Australian Shepherd,Macho,8.0,22.68,Médio,Muito Ativo,Ração Seca,Pedigree,3.22,Não,Não,8.0,1.0,1.0,727.5,Sim
Rottweiler,Fêmea,2.0,44.45,Grande,Ativo,Ração Seca,Royal Canin,3.22,Sim,Não,10.0,3.0,2.0,1205.04,Sim
Yorkshire Terrier,Macho,9.0,28.58,Grande,Moderado,Ração Seca,Blue Buffalo,8.05,Não,Não,11.0,2.0,0.0,865.26,Não
Labrador Retriever,Macho,1.0,22.23,Médio,Muito Ativo,Caseira,Special,0.0,Não,Não,13.0,0.0,4.0,716.64,Sim
Beagle,Macho,1.0,14.06,Médio,Muito Ativo,Caseira,Special,6.44,Não,Não,10.0,1.0,3.0,508.26,Sim
Rottweiler,Macho,1.0,22.68,Médio,Moderado,Úmida,Royal Canin,8.05,Não,Não,12.0,0.0,4.0,727.5,Não
Australian Shepherd,Macho,13.0,24.95,Médio,Moderado,Especial,Blue Buffalo,4.83,Não,Não,10.0,2.0,0.0,781.45,Não
Labrador Retriever,Fêmea,13.0,19.96,Médio,Moderado,Úmida,Iams,1.61,Sim,Não,10.0,4.0,1.0,661.03,Não
Boxer,Fêmea,6.0,16.78,Médio,Ativo,Úmida,Pedigree,4.83,Não,Não,12.0,2.0,0.0,580.35,Sim
Bulldog,Macho,12.0,19.05,Médio,Baixo,Especial,Blue Buffalo,0.0,Sim,Não,12.0,1.0,3.0,638.29,Sim
Yorkshire Terrier,Macho,7.0,24.95,Médio,Ativo,Ração Seca,Wellness,1.61,Não,Não,9.0,2.0,2.0,781.45,Sim
Boxer,Macho,6.0,14.06,Médio,Moderado,Ração Seca,Royal Canin,6.44,Sim,Não,11.0,0.0,0.0,508.26,Não
Dachshund,Macho,7.0,11.34,Médio,Muito Ativo,Especial,Royal Canin,1.61,Sim,Não,10.0,2.0,1.0,432.57,Sim
Labrador Retriever,Macho,6.0,32.21,Grande,Ativo,Especial,Purina,8.05,Sim,Não,10.0,2.0,1.0,946.44,Sim
Boxer,Fêmea,11.0,14.97,Médio,Ativo,Especial,Hill's Science,4.83,Não,Sim,10.0,2.0,0.0,532.74,Sim
Beagle,Macho,5.0,30.84,Grande,Muito Ativo,Úmida,Nutro,1.61,Não,Não,10.0,2.0,4.0,916.08,Sim
Chihuahua,Macho,1.0,28.12,Grande,Ativo,Especial,Wellness,3.22,Sim,Não,12.0,4.0,2.0,854.79,Sim
Boxer,Macho,11.0,9.07,Pequeno,Ativo,Especial,Wellness,3.22,Não,Não,11.0,2.0,1.0,365.85,Não
Labrador Retriever,Fêmea,11.0,31.3,Grande,Moderado,Caseira,Special,4.83,Sim,Sim,11.0,3.0,2.0,926.31,Não
Rottweiler,Macho,12.0,18.6,Médio,Baixo,Úmida,Wellness,6.44,Sim,Não,12.0,1.0,1.0,626.95,Não
Great Dane,Fêmea,2.0,28.12,Grande,Moderado,Úmida,Hill's Science,8.05,Sim,Não,14.0,2.0,1.0,854.79,Sim
Dachshund,Macho,10.0,20.41,Médio,Ativo,Ração Seca,Blue Buffalo,6.44,Não,Não,11.0,4.0,1.0,672.17,Sim
Rottweiler,Macho,11.0,21.32,Médio,Ativo,Especial,Blue Buffalo,4.83,Sim,Não,10.0,2.0,2.0,694.53,Sim
German Shepherd,Macho,9.0,14.97,Médio,Ativo,Úmida,Blue Buffalo,0.0,Não,Não,10.0,1.0,0.0,532.74,Não
Bulldog,Fêmea,12.0,24.95,Médio,Baixo,Especial,Iams,3.22,Sim,Não,10.0,2.0,1.0,781.45,Não
Yorkshire Terrier,Macho,8.0,14.97,Médio,Baixo,Úmida,Pedigree,3.22,Não,Não,10.0,0.0,1.0,532.74,Sim
Chihuahua,Macho,7.0,26.76,Grande,Muito Ativo,Úmida,Wellness,4.83,Sim,Não,8.0,1.0,2.0,823.59,Sim
Golden Retriever,Macho,5.0,37.65,Grande,Ativo,Úmida,Nutro,4.83,Sim,Não,10.0,3.0,0.0,1063.95,Não
Yorkshire Terrier,Fêmea,8.0,18.14,Médio,Muito Ativo,Úmida,Nutro,0.0,Não,Não,10.0,3.0,2.0,615.28,Sim
Chihuahua,Macho,9.0,17.24,Médio,Baixo,Ração Seca,Iams,1.61,Sim,Não,12.0,2.0,1.0,592.24,Não
Boxer,Macho,10.0,24.95,Médio,Moderado,Úmida,Hill's Science,4.83,Não,Não,12.0,0.0,3.0,781.45,Não
Australian Shepherd,Fêmea,1.0,19.5,Médio,Muito Ativo,Úmida,Purina,0.0,Não,Não,8.0,1.0,1.0,649.57,Sim
Chihuahua,Fêmea,2.0,26.31,Grande,Ativo,Caseira,Special,4.83,Não,Não,10.0,1.0,3.0,813.18,Sim
Yorkshire Terrier,Macho,11.0,19.05,Médio,Baixo,Ração Seca,Nutro,1.61,Não,Não,11.0,0.0,0.0,638.29,Não
Dachshund,Macho,4.0,23.13,Médio,Ativo,Úmida,Iams,3.22,Sim,Não,10.0,2.0,4.0,738.29,Sim
Chihuahua,Fêmea,6.0,24.49,Médio,Muito Ativo,Ração Seca,Blue Buffalo,1.61,Sim,Não,10.0,0.0,4.0,770.62,Sim
Chihuahua,Macho,3.0,34.02,Grande,Ativo,Especial,Pedigree,1.61,Sim,Não,12.0,2.0,0.0,986.05,Sim
Yorkshire Terrier,Fêmea,3.0,33.57,Grande,Moderado,Caseira,Special,6.44,Não,Não,13.0,2.0,3.0,976.25,Sim
Rottweiler,Fêmea,4.0,27.22,Grande,Moderado,Caseira,Special,4.83,Sim,Não,12.0,1.0,1.0,834.19,Sim
Siberian Husky,Macho,5.0,19.05,Médio,Ativo,Caseira,Special,1.61,Não,Não,9.0,2.0,1.0,638.29,Sim
Bulldog,Fêmea,10.0,16.78,Médio,Moderado,Especial,Royal Canin,1.61,Sim,Não,9.0,1.0,0.0,580.35,Não
Poodle,Macho,11.0,30.39,Grande,Moderado,Especial,Wellness,6.44,Não,Não,13.0,3.0,0.0,906.04,Não
Australian Shepherd,Fêmea,1.0,34.47,Grande,Muito Ativo,Especial,Nutro,1.61,Não,Não,11.0,1.0,1.0,995.82,Sim
Yorkshire Terrier,Fêmea,6.0,24.04,Médio,Baixo,Especial,Blue Buffalo,3.22,Sim,Não,12.0,1.0,2.0,759.97,Sim
Dachshund,Macho,1.0,17.69,Médio,Ativo,Ração Seca,Purina,4.83,Não,Sim,11.0,0.0,1.0,603.8,Não
Dachshund,Fêmea,5.0,26.31,Grande,Moderado,Caseira,Special,1.61,Não,Não,10.0,2.0,1.0,813.18,Sim
Bulldog,Macho,8.0,19.96,Médio,Baixo,Úmida,Blue Buffalo,6.44,Sim,Não,12.0,2.0,1.0,661.03,Sim
SRD (Sem Raça Definida),Fêmea,6.0,21.32,Médio,Baixo,Ração Seca,Hill's Science,8.05,Sim,Não,10.0,2.0,0.0,694.53,Não
Doberman,Fêmea,12.0,24.04,Médio,Ativo,Caseira,Special,3.22,Não,Não,11.0,2.0,0.0,759.97,Não
Golden Retriever,Fêmea,7.0,34.47,Grande,Muito Ativo,Úmida,Pedigree,6.44,Sim,Não,12.0,2.0,0.0,995.82,Sim
Beagle,Fêmea,1.0,24.95,Médio,Ativo,Especial,Iams,1.61,Não,Não,11.0,3.0,1.0,781.45,Sim
Chihuahua,Fêmea,13.0,23.59,Médio,Ativo,Ração Seca,Pedigree,9.66,Não,Não,8.0,1.0,0.0,749.28,Não
Boxer,Macho,10.0,31.3,Grande,Baixo,Especial,Purina,0.0,Não,Não,12.0,1.0,2.0,926.31,Sim
Dachshund,Fêmea,5.0,18.14,Médio,Ativo,Caseira,Special,3.22,Não,Não,11.0,2.0,1.0,615.28,Sim
German Shepherd,Fêmea,7.0,22.23,Médio,Moderado,Caseira,Special,8.05,Sim,Não,10.0,1.0,3.0,716.64,Sim
Bulldog,Macho,8.0,15.42,Médio,Ativo,Ração Seca,Purina,4.83,Sim,Não,10.0,0.0,1.0,544.7,Sim
German Shepherd,Macho,2.0,20.41,Médio,Ativo,Caseira,Special,4.83,Não,Não,12.0,3.0,1.0,672.17,Sim
Poodle,Fêmea,4.0,14.51,Médio,Baixo,Ração Seca,Wellness,4.83,Não,Não,13.0,1.0,3.0,520.41,Sim
Boxer,Macho,5.0,21.32,Médio,Ativo,Ração Seca,Blue Buffalo,3.22,Não,Não,10.0,3.0,1.0,694.53,Sim
German Shepherd,Macho,1.0,29.03,Grande,Ativo,Úmida,Iams,1.61,Não,Não,10.0,3.0,1.0,875.45,Sim
Rottweiler,Fêmea,11.0,34.02,Grande,Muito Ativo,Úmida,Royal Canin,1.61,Não,Não,14.0,1.0,1.0,986.05,Sim
Bulldog,Fêmea,6.0,30.39,Grande,Moderado,Ração Seca,Iams,8.05,Não,Não,10.0,1.0,3.0,906.04,Sim
Great Dane,Fêmea,13.0,20.41,Médio,Ativo,Úmida,Purina,0.0,Sim,Não,13.0,0.0,1.0,672.17,Sim
Golden Retriever,Macho,4.0,25.4,Grande,Ativo,Especial,Special,6.44,Sim,Não,13.0,2.0,1.0,792.0,Sim
German Shepherd,Macho,1.0,21.77,Médio,Ativo,Especial,Special,8.05,Não,Não,12.0,2.0,1.0,705.49,Sim
Poodle,Fêmea,8.0,35.38,Grande,Ativo,Ração Seca,Nutro,3.22,Não,Não,13.0,2.0,0.0,1015.47,Sim
Great Dane,Fêmea,4.0,25.85,Grande,Baixo,Especial,Pedigree,1.61,Sim,Não,12.0,0.0,0.0,802.5,Sim
Poodle,Macho,10.0,20.41,Médio,Muito Ativo,Especial,Royal Canin,3.22,Não,Não,11.0,2.0,1.0,672.17,Sim
Rottweiler,Macho,9.0,26.31,Grande,Ativo,Especial,Blue Buffalo,0.0,Não,Não,10.0,2.0,1.0,813.18,Sim
German Shepherd,Macho,9.0,22.68,Médio,Ativo,Caseira,Special,3.22,Não,Não,12.0,2.0,3.0,727.5,Sim
Bulldog,Fêmea,2.0,30.39,Grande,Baixo,Caseira,Special,6.44,Sim,Não,11.0,0.0,0.0,906.04,Não
Siberian Husky,Macho,12.0,26.31,Grande,Moderado,Ração Seca,Royal Canin,3.22,Sim,Não,11.0,2.0,1.0,813.18,Não
Doberman,Macho,11.0,19.05,Médio,Ativo,Caseira,Special,6.44,Sim,Não,10.0,2.0,2.0,638.29,Não
Golden Retriever,Fêmea,6.0,24.04,Médio,Baixo,Ração Seca,Pedigree,4.83,Não,Não,10.0,1.0,1.0,759.97,Sim
Bulldog,Fêmea,4.0,29.94,Grande,Baixo,Especial,Hill's Science,6.44,Sim,Não,10.0,2.0,0.0,895.96,Não
Boxer,Macho,2.0,22.23,Médio,Ativo,Caseira,Special,0.0,Não,Não,13.0,2.0,1.0,716.64,Sim
German Shepherd,Macho,11.0,22.68,Médio,Ativo,Especial,Pedigree,1.61,Não,Não,10.0,1.0,1.0,727.5,Sim
Siberian Husky,Fêmea,2.0,24.49,Médio,Ativo,Úmida,Blue Buffalo,6.44,Não,Não,13.0,3.0,0.0,770.62,Sim
Bulldog,Fêmea,7.0,24.95,Médio,Moderado,Caseira,Special,0.0,Sim,Não,10.0,2.0,0.0,781.45,Sim
Golden Retriever,Macho,13.0,33.57,Grande,Moderado,Ração Seca,Hill's Science,3.22,Sim,Não,12.0,3.0,3.0,976.25,Não
Poodle,Fêmea,10.0,24.49,Médio,Baixo,Especial,Purina,4.83,Não,Não,9.0,2.0,4.0,770.62,Sim
Yorkshire Terrier,Fêmea,2.0,19.05,Médio,Ativo,Especial,Hill's Science,6.44,Sim,Não,11.0,2.0,2.0,638.29,Sim
Chihuahua,Fêmea,3.0,20.41,Médio,Moderado,Especial,Pedigree,8.05,Não,Não,13.0,1.0,2.0,672.17,Sim
Chihuahua,Fêmea,8.0,10.43,Médio,Ativo,Caseira,Special,8.05,Não,Não,12.0,1.0,2.0,406.27,Sim
Australian Shepherd,Fêmea,4.0,25.4,Grande,Moderado,Úmida,Hill's Science,8.05,Não,Sim,11.0,1.0,1.0,792.0,Sim
Australian Shepherd,Fêmea,13.0,23.13,Médio,Muito Ativo,Caseira,Special,0.0,Não,Não,12.0,2.0,0.0,738.29,Sim
Poodle,Macho,1.0,33.11,Grande,Ativo,Úmida,Blue Buffalo,6.44,Não,Não,10.0,0.0,2.0,966.2,Sim
Yorkshire Terrier,Macho,2.0,35.38,Grande,Ativo,Caseira,Special,6.44,Não,Não,11.0,3.0,2.0,1015.47,Sim
Beagle,Macho,8.0,16.33,Médio,Baixo,Úmida,Pedigree,3.22,Não,Não,11.0,0.0,2.0,568.64,Sim
Doberman,Macho,9.0,30.84,Grande,Ativo,Úmida,Hill's Science,3.22,Não,Não,9.0,2.0,1.0,916.08,Sim
Australian Shepherd,Macho,12.0,29.48,Grande,Ativo,Especial,Wellness,1.61,Sim,Não,12.0,1.0,1.0,885.61,Sim
